zipcode,RegionType,StateName,City,Metro,CountyName,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Male.1,Bachelor's degree > 25,Public transportation
60433,Zip,IL,Joliet,Chicago-Naperville-Elgin,Will County,102510.3333,21651,33.3,39.9,0.055387714,0.025319865
60435,Zip,IL,Joliet,Chicago-Naperville-Elgin,Will County,157286.75,25661,35.2,36.5,0.132393226,0.018003413
60436,Zip,IL,Joliet,Chicago-Naperville-Elgin,Will County,122548.0833,21417,33.2,33.2,0.098140582,0.031618688
60437,Zip,IL,Kinsman,Chicago-Naperville-Elgin,Grundy County,80892.25,48674,49.2,31.4,0.056451613,0
60438,Zip,IL,Lansing,Chicago-Naperville-Elgin,Cook County,118342,27903,40.8,41.6,0.161790105,0.061878369
60439,Zip,IL,Lemont,Chicago-Naperville-Elgin,Cook County,388214.75,43355,45.8,47.1,0.257715674,0.04641465
60440,Zip,IL,Bolingbrook,Chicago-Naperville-Elgin,Will County,200370.0833,29179,34.4,36.8,0.199846906,0.019492676
60441,Zip,IL,Lockport,Chicago-Naperville-Elgin,Will County,214925,31559,36,37.7,0.180769231,0.027652174
60442,Zip,IL,Manhattan,Chicago-Naperville-Elgin,Will County,244831,33291,34,34.8,0.222963749,0.041033435
60443,Zip,IL,Matteson,Chicago-Naperville-Elgin,Cook County,167406.1667,34610,38.3,45.5,0.208415907,0.103681993
60444,Zip,IL,Mazon,Chicago-Naperville-Elgin,Grundy County,152413.9167,35880,36.2,37.7,0.173684211,0
60445,Zip,IL,Crestwood,Chicago-Naperville-Elgin,Cook County,154776.0833,27910,39,46.1,0.133682627,0.056244042
60446,Zip,IL,Romeoville,Chicago-Naperville-Elgin,Will County,197028.5833,26899,33.4,34.3,0.19182985,0.016816035
60447,Zip,IL,Minooka,Chicago-Naperville-Elgin,Grundy County,211652.25,30086,33.9,33.7,0.192797591,0.022953216
60448,Zip,IL,Mokena,Chicago-Naperville-Elgin,Will County,289959.0833,43149,38,41.7,0.259925011,0.083481224
60449,Zip,IL,Monee,Chicago-Naperville-Elgin,Will County,222687.8333,37641,44.9,42.8,0.161719994,0.053874845
60450,Zip,IL,Morris,Chicago-Naperville-Elgin,Grundy County,190702.4167,35895,39.9,44.5,0.151783873,0.005929864
60451,Zip,IL,New Lenox,Chicago-Naperville-Elgin,Will County,290319.0833,42716,38.3,39,0.258765112,0.053691275
60452,Zip,IL,Oak Forest,Chicago-Naperville-Elgin,Cook County,207275.9167,32837,39.2,42.8,0.187325019,0.06763381
60453,Zip,IL,Oak Lawn,Chicago-Naperville-Elgin,Cook County,212764.9167,30824,38.5,43.7,0.180347484,0.090061869
60455,Zip,IL,Bridgeview,Chicago-Naperville-Elgin,Cook County,208172.5833,24421,37.3,36,0.106590724,0.036363636
60456,Zip,IL,Hometown,Chicago-Naperville-Elgin,Cook County,134414.8333,23417,36.8,42.4,0.11392833,0.069487983
60457,Zip,IL,Hickory Hills,Chicago-Naperville-Elgin,Cook County,242838.3333,29856,38.4,40.7,0.175564575,0.047515189
60458,Zip,IL,Justice,Chicago-Naperville-Elgin,Cook County,211005.5833,23281,31.5,33.2,0.088102013,0.066094928
60459,Zip,IL,Burbank,Chicago-Naperville-Elgin,Cook County,211614.8333,24773,36.2,39.6,0.108755565,0.074222051
60460,Zip,IL,Odell,Pontiac,Livingston County,98851.75,36613,42.2,41.3,0.110011001,0.0063593
60461,Zip,IL,Olympia Fields,Chicago-Naperville-Elgin,Cook County,215825.9167,49256,44.8,53.7,0.253333333,0.111481658
60462,Zip,IL,Orland Park,Chicago-Naperville-Elgin,Cook County,287063.8333,40456,40.6,45.8,0.247105829,0.059915438
60463,Zip,IL,Palos Heights,Chicago-Naperville-Elgin,Cook County,278535.25,42085,46.5,54.6,0.258573083,0.07528006
60464,Zip,IL,Palos Park,Chicago-Naperville-Elgin,Cook County,380899.5833,47486,48.8,51.7,0.266079052,0.065299387
60465,Zip,IL,Palos Hills,Chicago-Naperville-Elgin,Cook County,244398.8333,30209,40.5,41.2,0.15776226,0.057787698
60466,Zip,IL,Park Forest,Chicago-Naperville-Elgin,Cook County,73757.41667,24234,34.8,41.1,0.158986962,0.085890925
60467,Zip,IL,Orland Park,Chicago-Naperville-Elgin,Cook County,356280.25,48879,47.9,51.7,0.278581949,0.070719302
60468,Zip,IL,Peotone,Chicago-Naperville-Elgin,Will County,198983.1667,34544,38.7,43.4,0.182437363,0.010960671
60469,Zip,IL,Posen,Chicago-Naperville-Elgin,Cook County,108424.25,17563,27.1,31.6,0.175767367,0.021395823
60470,Zip,IL,Ransom,Ottawa-Peru,La Salle County,95614.75,39298,47.1,45.8,0.076712329,0
60471,Zip,IL,Richton Park,Chicago-Naperville-Elgin,Cook County,131132.6667,24417,31.9,42.2,0.171647682,0.102199896
60472,Zip,IL,Robbins,Chicago-Naperville-Elgin,Cook County,57410.57143,14290,36.2,36.6,0.063261063,0.071132597
60473,Zip,IL,South Holland,Chicago-Naperville-Elgin,Cook County,147617.9167,25613,37.8,42.8,0.147470687,0.138690933
60474,Zip,IL,South Wilmington,Chicago-Naperville-Elgin,Grundy County,125001.1667,33872,35.9,36.9,0.082335329,0
60475,Zip,IL,Steger,Chicago-Naperville-Elgin,Cook County,82858.16667,27702,41.6,38.6,0.092185866,0.013933548
60476,Zip,IL,Thornton,Chicago-Naperville-Elgin,Cook County,109105.25,28946,41.1,45.5,0.094753747,0.023566379
60477,Zip,IL,Tinley Park,Chicago-Naperville-Elgin,Cook County,216731.75,33345,37,44,0.198478333,0.085893484
60478,Zip,IL,Country Club Hills,Chicago-Naperville-Elgin,Cook County,127753.75,25668,39.3,40.2,0.167949376,0.039936102
60479,Zip,IL,Verona,Chicago-Naperville-Elgin,Grundy County,163166.75,30053,41.1,38.9,0.148387097,0
60480,Zip,IL,Willow Springs,Chicago-Naperville-Elgin,Cook County,287322,40458,43.7,45.7,0.249240122,0.053352559
60481,Zip,IL,Wilmington,Chicago-Naperville-Elgin,Will County,168256.0833,31590,45.4,47.6,0.100718577,0.00251938
60482,Zip,IL,Worth,Chicago-Naperville-Elgin,Cook County,191531.75,26558,39.8,42.6,0.108068783,0.060349798
60484,Zip,IL,University Park,Chicago-Naperville-Elgin,Will County,116321.9167,24783,29.3,35.9,0.17022792,0.094882729
60487,Zip,IL,Tinley Park,Chicago-Naperville-Elgin,Cook County,275732.8333,38541,36.8,40.2,0.270052718,0.083679872
60490,Zip,IL,Bolingbrook,Chicago-Naperville-Elgin,Will County,288432,39316,35.1,34.9,0.35318469,0.035675129
60491,Zip,IL,Homer Glen,Chicago-Naperville-Elgin,Will County,347575.6667,42099,41.3,47.1,0.249034989,0.034749035
60501,Zip,IL,Summit,Chicago-Naperville-Elgin,Cook County,179098.0833,19735,32.6,31,0.099702592,0.070609177
60502,Zip,IL,Aurora,Chicago-Naperville-Elgin,Kane County,272065,51231,36.2,39.2,0.351817824,0.069880298
60503,Zip,IL,Aurora,Chicago-Naperville-Elgin,Kane County,233438,41124,33.5,34.7,0.381248208,0.072528453
60504,Zip,IL,Aurora,Chicago-Naperville-Elgin,Kane County,212229.5,35018,33.8,34.3,0.276721642,0.06953317
60505,Zip,IL,Aurora,Chicago-Naperville-Elgin,Kane County,145551.4167,18740,30.3,30.5,0.067197309,0.009600636
60506,Zip,IL,Aurora,Chicago-Naperville-Elgin,Kane County,185454.4167,26055,33,36.4,0.153059088,0.02673561
60510,Zip,IL,Batavia,Chicago-Naperville-Elgin,Kane County,297194.5833,46013,39.2,42.6,0.326230163,0.03959807
60511,Zip,IL,Big Rock,Chicago-Naperville-Elgin,Kane County,254932.9167,34284,35.4,37.5,0.190069822,0.006880734
60512,Zip,IL,Yorkville,Chicago-Naperville-Elgin,Kendall County,241361.8333,37225,42.8,55.5,0.208105148,0
60513,Zip,IL,Brookfield,Chicago-Naperville-Elgin,Cook County,248213.8333,37220,38.9,39,0.264619203,0.090749716
60514,Zip,IL,Clarendon Hills,Chicago-Naperville-Elgin,DuPage County,493056.3333,69005,39,41.7,0.404154575,0.176705981
60515,Zip,IL,Downers Grove,Chicago-Naperville-Elgin,DuPage County,367445.4167,48936,40.6,44,0.314349075,0.131827957
60516,Zip,IL,Downers Grove,Chicago-Naperville-Elgin,DuPage County,346614.4167,45325,43.8,45.4,0.319445736,0.089026488
60517,Zip,IL,Woodridge,Chicago-Naperville-Elgin,DuPage County,273344.25,40143,36.3,39.4,0.307047872,0.055801015
60518,Zip,IL,Earlville,Ottawa-Peru,La Salle County,132419.6667,26827,45.5,42.3,0.104950495,0
60519,Zip,IL,Eola,Chicago-Naperville-Elgin,DuPage County,210360.5833,37132,47.7,18.6,0.225,0
60520,Zip,IL,Hinckley,Chicago-Naperville-Elgin,DeKalb County,203316.5,32981,39.7,41.2,0.139618753,0.013755158
60521,Zip,IL,Hinsdale,Chicago-Naperville-Elgin,DuPage County,883363.75,91363,41.1,42.5,0.372628493,0.185388946
60523,Zip,IL,Oak Brook,Chicago-Naperville-Elgin,DuPage County,689524.0833,81207,56.4,62,0.295606495,0.035595391
60525,Zip,IL,La Grange,Chicago-Naperville-Elgin,Cook County,402763.6667,48460,40,45.8,0.279679119,0.142531844
60526,Zip,IL,La Grange Park,Chicago-Naperville-Elgin,Cook County,345238,45556,41.2,41,0.315880013,0.128608924
60527,Zip,IL,Burr Ridge,Chicago-Naperville-Elgin,DuPage County,384296.8333,60586,44.1,48.7,0.290027447,0.048413897
60530,Zip,IL,Lee,Dixon,Lee County,129638.1667,42065,39.8,38,0.191428571,0
60531,Zip,IL,Leland,Ottawa-Peru,La Salle County,156530.1667,32060,42.1,43.6,0.146858441,0
60532,Zip,IL,Lisle,Chicago-Naperville-Elgin,DuPage County,285755.6667,47718,36.3,40.1,0.324574112,0.087137461
60534,Zip,IL,Lyons,Chicago-Naperville-Elgin,Cook County,183955,24877,33.6,35.2,0.114182865,0.054470101
60536,Zip,IL,Millbrook,Chicago-Naperville-Elgin,Kendall County,230716.4167,28383,36.8,42,0.090909091,0
60537,Zip,IL,Millington,Chicago-Naperville-Elgin,Kendall County,197197.6667,30671,35.9,41.3,0.162895928,0
60538,Zip,IL,Montgomery,Chicago-Naperville-Elgin,Kendall County,202553.5,29219,31.1,33.8,0.19575988,0.011583286
60540,Zip,IL,Naperville,Chicago-Naperville-Elgin,DuPage County,410516.5,53387,39,41.2,0.35006917,0.099472114
60541,Zip,IL,Newark,Chicago-Naperville-Elgin,Kendall County,236965.8333,33838,34.3,38,0.145877378,0.002296211
60542,Zip,IL,North Aurora,Chicago-Naperville-Elgin,Kane County,247449.1667,40568,38.6,39.7,0.233611156,0.015331153
60543,Zip,IL,Oswego,Chicago-Naperville-Elgin,Kendall County,260742.3333,38834,35.4,38.1,0.266425225,0.049821721
60544,Zip,IL,Plainfield,Chicago-Naperville-Elgin,Will County,226875.3333,35226,39.7,41.1,0.216230276,0.023191168
60545,Zip,IL,Plano,Chicago-Naperville-Elgin,Kendall County,173203.1667,27648,32.6,33.5,0.152831559,0.001880243
60546,Zip,IL,Riverside,Chicago-Naperville-Elgin,Cook County,316387.4167,45696,39.7,43.7,0.252650014,0.126521969
60548,Zip,IL,Sandwich,Chicago-Naperville-Elgin,DeKalb County,190974.4167,29277,34.8,37.1,0.135506003,0.010053511
60549,Zip,IL,Serena,Ottawa-Peru,La Salle County,183314.5833,41708,41.3,54.3,0.329032258,0
60550,Zip,IL,Shabbona,Chicago-Naperville-Elgin,DeKalb County,148168.5833,30885,47.6,51.3,0.140832595,0
60551,Zip,IL,Sheridan,Ottawa-Peru,La Salle County,167511,24770,35.2,45.5,0.056124939,0.001
60552,Zip,IL,Somonauk,Ottawa-Peru,La Salle County,181527.6667,34859,43.1,46.6,0.141889812,0.014211886
60553,Zip,IL,Steward,Dixon,Lee County,133964.75,33574,42.7,42.7,0.148727984,0
60554,Zip,IL,Sugar Grove,Chicago-Naperville-Elgin,Kane County,285800.5833,48481,44.3,46.5,0.298944228,0.015195603
60555,Zip,IL,Warrenville,Chicago-Naperville-Elgin,DuPage County,220154,36384,36.3,38.7,0.305602147,0.032815904
60556,Zip,IL,Waterman,Chicago-Naperville-Elgin,DeKalb County,175386.3333,32064,40.6,38.6,0.138576779,0
60558,Zip,IL,Western Springs,Chicago-Naperville-Elgin,Cook County,566092.25,71004,41.1,42.4,0.430631056,0.20984975
60559,Zip,IL,Westmont,Chicago-Naperville-Elgin,DuPage County,279323.75,38547,36.7,42.2,0.242641617,0.088965194
60560,Zip,IL,Yorkville,Chicago-Naperville-Elgin,Kendall County,250756,36475,35.5,35.5,0.186509649,0.022057041
60561,Zip,IL,Darien,Chicago-Naperville-Elgin,DuPage County,321203.5,48736,43.9,47.1,0.320945347,0.06783568
60563,Zip,IL,Naperville,Chicago-Naperville-Elgin,DuPage County,310568.4167,47535,36.5,37.5,0.357890786,0.111481875
60564,Zip,IL,Naperville,Chicago-Naperville-Elgin,DuPage County,416470.1667,55541,39.2,39.2,0.393680077,0.088425189
60565,Zip,IL,Naperville,Chicago-Naperville-Elgin,DuPage County,391100.9167,54071,39.9,41.5,0.401786711,0.107922705
60585,Zip,IL,Plainfield,Chicago-Naperville-Elgin,Will County,344845.6667,44035,32.9,38.5,0.354083184,0.035238401
60586,Zip,IL,Plainfield,Chicago-Naperville-Elgin,Will County,233331.0833,32842,32.4,31.8,0.236767318,0.025704322
60601,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,394209,92125,35.5,34.5,0.385912943,0.178217822
60602,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,522389.3333,100507,30.4,31.2,0.585612969,0.250537634
60603,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,639169.5,117992,29.5,28.3,0.402868318,0.152519894
60604,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,448815.75,114575,40.1,28.1,0.261510129,0.154618474
60605,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,387591.3333,83408,34.8,33.1,0.356437061,0.286901464
60606,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,344958.25,132765,37.4,36.5,0.490038448,0.149803922
60607,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,430826.8333,57416,30.7,29.6,0.396020408,0.267698481
60608,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,293497.6667,21447,32,33,0.172515762,0.287763613
60609,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,180916.5,17436,31.5,32.1,0.087014866,0.231323911
60610,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,460674.8333,82720,33.3,34,0.423143787,0.363860418
60611,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,483728.25,108092,37.8,40.7,0.376710127,0.207737097
60612,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,283572.8333,26796,30.8,32.3,0.206841212,0.337696335
60613,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,347144.4167,62636,33.6,32.7,0.453975387,0.482764486
60614,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,646735.3333,82845,30.4,30.2,0.481611346,0.441566214
60615,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,245879,38519,32.3,35.8,0.242458101,0.306515664
60616,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,346859.8333,32794,34.3,40.1,0.224043048,0.265903924
60617,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,116890.6667,19773,35.3,38.2,0.10765955,0.247850723
60618,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,479029.1667,41513,34.2,34.6,0.294406764,0.290961036
60619,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,149072,21981,37.3,45.1,0.136605696,0.280644044
60620,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,151629.75,19957,38.1,43.2,0.106043208,0.264660242
60622,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,526648.6667,59459,31.9,31.5,0.439853031,0.34409175
60623,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,150575,13678,29.7,31,0.072667184,0.218751984
60624,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,130439.0833,13340,28,33.4,0.059519321,0.384704407
60625,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,393030.8333,34242,33.9,34.6,0.305435305,0.329708569
60626,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,217734.25,28680,34.6,33.5,0.273918475,0.411500018
60628,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,109472.0833,20923,35.4,41.2,0.114499165,0.263562598
60629,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,193709.75,17298,31.2,31.2,0.069821659,0.180400891
60630,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,342934,33715,38.9,42.1,0.236911751,0.206349206
60631,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,378758.8333,47400,41.9,43.3,0.259885983,0.107355077
60632,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,193122.75,16648,30.7,31.2,0.079323129,0.208628324
60633,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,123771.8333,24198,34.5,43.2,0.095819417,0.099119355
60634,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,302876,29521,39,39.4,0.168284608,0.104675724
60636,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,61698.25,15839,37.9,41.4,0.06084923,0.278293135
60637,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,143615.3333,25391,26.1,34.2,0.140392943,0.337689557
60638,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,242385.5,29348,37.4,38,0.135055112,0.126631902
60639,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,265100.3333,18157,32.8,33.4,0.087961889,0.180191631
60640,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,309225,41669,37.8,36.8,0.339658306,0.450625291
60641,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,341754.6667,29244,35.2,37.1,0.191146922,0.209946993
60642,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,494871,58933,31.3,31.1,0.452009543,0.383198282
60643,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,174708.25,33263,42.5,44.4,0.193641032,0.210978707
60644,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,154572.5,15856,29.9,36.5,0.07297883,0.3740387
60645,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,306901.5833,27248,34.7,36.6,0.268372329,0.217361619
60646,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,425362.5833,47770,41,45.3,0.307748933,0.117932994
60647,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,466946.9167,42242,31.9,31.7,0.333031559,0.337791314
60649,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,119184.1667,23787,35.1,40,0.142429549,0.432350803
60651,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,198936.8333,17334,30.8,34.9,0.095068983,0.22390288
60652,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,197904.5,25062,34.7,37,0.130632598,0.142124618
60653,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,269788.3333,26357,31.9,36.5,0.191353822,0.293403071
60654,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,437681.8333,105224,34.2,31.8,0.472338077,0.146389574
60655,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,250379.3333,40058,38.9,38.4,0.261926842,0.081757901
60656,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,322711.0833,34916,39.7,42,0.267952536,0.13148405
60657,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,496389.25,73513,31.8,30.5,0.477648649,0.515307043
60659,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,350958.0833,24140,33.7,35.9,0.227965442,0.181765995
60660,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,263147.1667,36455,37.4,35.8,0.296153266,0.428119294
60661,Zip,IL,Chicago,Chicago-Naperville-Elgin,Cook County,357291.5,83672,31.6,30.2,0.473393142,0.221322722
60706,Zip,IL,Norridge,Chicago-Naperville-Elgin,Cook County,311387.5,31775,43,47,0.191196699,0.085863976
60707,Zip,IL,Elmwood Park,Chicago-Naperville-Elgin,Cook County,278868.9167,29326,37.3,41.4,0.174960677,0.114011645
60712,Zip,IL,Lincolnwood,Chicago-Naperville-Elgin,Cook County,401468.5833,40990,45.8,49.1,0.328001729,0.036301108
60714,Zip,IL,Niles,Chicago-Naperville-Elgin,Cook County,328534.75,29840,43.5,51.6,0.224195241,0.057446002
60803,Zip,IL,Alsip,Chicago-Naperville-Elgin,Cook County,179417,26903,34.5,37.7,0.135326778,0.058205032
60804,Zip,IL,Cicero,Chicago-Naperville-Elgin,Cook County,184522.9167,17221,29.6,30.6,0.070044617,0.104914427
60805,Zip,IL,Evergreen Park,Chicago-Naperville-Elgin,Cook County,186430.8333,33770,36.6,41.4,0.219594849,0.119407655
60827,Zip,IL,Riverdale,Chicago-Naperville-Elgin,Cook County,59851.91667,18994,28.8,35.5,0.088000917,0.192250959
60901,Zip,IL,Kankakee,Kankakee,Kankakee County,86277.5,23460,36.1,37.8,0.092546188,0.040427155
60910,Zip,IL,Kankakee,Kankakee,Kankakee County,89079,17771,39.4,39.4,0.073913043,0
60911,Zip,IL,Ashkum,,Iroquois County,129464.9167,30613,37.5,46.1,0.089519651,0
60912,Zip,IL,Beaverville,,Iroquois County,64371.5,22398,49.4,49.6,0.035087719,0.004347826
60913,Zip,IL,Bonfield,Kankakee,Kankakee County,207421.8333,35567,53.6,50.9,0.110627178,0
60914,Zip,IL,Bourbonnais,Kankakee,Kankakee County,198003.75,30319,33.7,34.9,0.198240278,0.004205736
60915,Zip,IL,Bradley,Kankakee,Kankakee County,112073.6667,23656,32,36.6,0.119396087,0.002555911
60917,Zip,IL,Buckingham,Kankakee,Kankakee County,133058.5833,23852,34.7,36.7,0.056213018,0
60918,Zip,IL,Buckley,,Iroquois County,68838.25,27759,50.3,48.1,0.078025478,0
60919,Zip,IL,Cabery,Champaign-Urbana,Ford County,83266.66667,38998,44.5,48.8,0.207756233,0.036290323
60920,Zip,IL,Campus,Pontiac,Livingston County,80801.16667,23130,43,44.3,0.050724638,0
60921,Zip,IL,Chatsworth,Pontiac,Livingston County,45982.25,22259,34.2,44.4,0.0583174,0.008196721
60922,Zip,IL,Chebanse,,Iroquois County,131319.0833,28825,34.6,36.5,0.100719424,0
60924,Zip,IL,Cissna Park,,Iroquois County,88770.75,29415,46.8,48.7,0.163904236,0.013138686
60926,Zip,IL,Cissna Park,,Iroquois County,46942.91667,35626,59.5,58.9,0.085714286,0
60927,Zip,IL,Clifton,,Iroquois County,129500.1667,29542,43,46.4,0.119423473,0
60928,Zip,IL,Crescent City,,Iroquois County,83072.66667,30561,34.4,42.1,0.152509653,0
60929,Zip,IL,Cullom,Pontiac,Livingston County,73907.58333,22025,38.5,31.8,0.099601594,0
60930,Zip,IL,Danforth,,Iroquois County,81514.08333,24273,40.9,41.3,0.106317411,0
60931,Zip,IL,Donovan,,Iroquois County,75362.75,21672,35.4,41.2,0.055248619,0
60933,Zip,IL,Elliott,Champaign-Urbana,Ford County,58676.33333,25241,38,41.3,0.067961165,0
60934,Zip,IL,Emington,Pontiac,Livingston County,76102.83333,46633,50.4,37.2,0.129032258,0
60935,Zip,IL,Essex,Kankakee,Kankakee County,183339.25,29011,38.5,40.7,0.079691517,0.007575758
60936,Zip,IL,Gibson City,Champaign-Urbana,Ford County,107060.6667,29288,40.8,44.3,0.184839045,0
60938,Zip,IL,Gilman,,Iroquois County,78084.41667,26114,41.8,46.7,0.077705156,0.001092896
60940,Zip,IL,Grant Park,Kankakee,Kankakee County,173827,32160,44.8,42.9,0.087458746,0.007878788
60941,Zip,IL,Herscher,Kankakee,Kankakee County,138181.6667,38412,38.6,42,0.146638054,0
60942,Zip,IL,Hoopeston,Danville,Vermilion County,49462.08333,27496,36.6,48.7,0.112142857,0
60945,Zip,IL,Iroquois,,Iroquois County,51948.33333,30030,52.9,52.3,0.105633803,0
60946,Zip,IL,Kempton,Champaign-Urbana,Ford County,59815.08333,31401,40.5,35.1,0.068403909,0
60948,Zip,IL,Loda,,Iroquois County,148555.75,39081,45.2,52.2,0.227579556,0
60949,Zip,IL,Ludlow,Champaign-Urbana,Champaign County,75805.41667,26368,39.1,38.4,0.081151832,0
60950,Zip,IL,Manteno,Kankakee,Kankakee County,204450.4167,30508,45,42.3,0.172883436,0.01589355
60951,Zip,IL,Martinton,,Iroquois County,97352.08333,35165,49.5,47.8,0.06,0
60952,Zip,IL,Melvin,Champaign-Urbana,Ford County,52504.16667,26790,34.3,36.5,0.117096019,0
60953,Zip,IL,Milford,,Iroquois County,57344.91667,22666,44.6,46.8,0.09916368,0
60954,Zip,IL,Momence,Kankakee,Kankakee County,117532.75,25451,37.8,47.2,0.062253937,0
60955,Zip,IL,Onarga,,Iroquois County,75172.25,27375,42.5,40.5,0.108892922,0
60957,Zip,IL,Paxton,Champaign-Urbana,Ford County,89651.16667,26557,35.4,45.5,0.153228041,0.002035002
60958,Zip,IL,Hopkins Park,Kankakee,Kankakee County,62504.66667,16253,33.4,41.9,0.111017662,0
60959,Zip,IL,Piper City,Champaign-Urbana,Ford County,56870,27360,48.1,53,0.035758323,0
60960,Zip,IL,Rankin,Danville,Vermilion County,49258.83333,25548,37.9,43.6,0.091690544,0
60961,Zip,IL,Reddick,Kankakee,Kankakee County,131145.6667,44140,40.9,41,0.048638132,0
60962,Zip,IL,Roberts,Champaign-Urbana,Ford County,48403.75,23039,43.8,36.6,0.107142857,0
60963,Zip,IL,Rossville,Danville,Vermilion County,79600.33333,23606,35.8,36.5,0.12037037,0.003472222
60964,Zip,IL,Sun River Terrace,Kankakee,Kankakee County,127943.9167,26102,37.7,43.8,0.118579395,0.002553191
60966,Zip,IL,Sheldon,,Iroquois County,51326.58333,24182,42.9,46.1,0.04438861,0.005167959
60968,Zip,IL,Thawville,,Iroquois County,56215.16667,31571,44.1,53.2,0.290178571,0
60969,Zip,IL,Essex,Kankakee,Kankakee County,117316.75,18695,14.8,27.3,0,0
60970,Zip,IL,Watseka,,Iroquois County,70719.83333,25080,45.7,48.2,0.080133229,0.001514234
60973,Zip,IL,Wellington,,Iroquois County,41237.33333,24526,35.3,34.1,0.176923077,0
60974,Zip,IL,Woodland,,Iroquois County,43855.58333,22461,40.5,45.3,0.014423077,0
61001,Zip,IL,Apple River,,Jo Daviess County,214129.75,32750,54.3,55.1,0.076628352,0
61006,Zip,IL,Ashton,Dixon,Lee County,93023.66667,25583,40.3,37.6,0.102803738,0.001191895
61007,Zip,IL,Baileyville,Rochelle,Ogle County,107362.3333,37024,45.1,53.2,0.135135135,0
61008,Zip,IL,Belvidere,Rockford,Boone County,144757.5833,28174,38.1,39,0.117694334,0.000999625
61010,Zip,IL,Byron,Rochelle,Ogle County,171531.8333,36290,36,40.7,0.202671312,0
61011,Zip,IL,Caledonia,Rockford,Boone County,224654.3333,49701,53.1,55.6,0.19881784,0
61012,Zip,IL,Capron,Rockford,Boone County,138687.4167,28384,31.7,38.4,0.093247588,0
61013,Zip,IL,Freeport,Freeport,Stephenson County,88463.91667,25465,46.4,42.4,0.147826087,0.041666667
61014,Zip,IL,Chadwick,,Carroll County,93056.08333,25737,44.4,32.7,0.116446579,0
61015,Zip,IL,Chana,Rochelle,Ogle County,135616.5,29847,43.5,31.8,0.129251701,0
61016,Zip,IL,Cherry Valley,Rockford,Winnebago County,162450.25,39069,51.3,51.8,0.162211264,0.004439064
