zipcode,RegionType,StateName,City,Metro,CountyName,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Male.1,Bachelor's degree > 25,Public transportation
15218,Zip,PA,Swissvale,Pittsburgh,Allegheny County,142436.1667,36665,39.4,40.3,0.227029608,0.209197833
15219,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,123361.1667,16952,26.2,27.5,0.1208166,0.214880727
15220,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,166519.5833,37994,38.7,42.9,0.289313704,0.106612686
15221,Zip,PA,Wilkinsburg,Pittsburgh,Allegheny County,88549.83333,31664,40.2,45.7,0.232640871,0.187650779
15222,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,394858.0833,71659,32,30,0.339125398,0.125569291
15223,Zip,PA,Shaler Township,Pittsburgh,Allegheny County,132583.3333,30146,38.1,43.3,0.168162777,0.040565297
15224,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,196133.75,31560,32.9,34.2,0.244807122,0.206598586
15225,Zip,PA,Neville Island,Pittsburgh,Allegheny County,108302.5,29083,42,51.2,0.145882353,0.0609319
15226,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,134208.25,31790,37.4,43.5,0.202685851,0.109827414
15227,Zip,PA,Brentwood,Pittsburgh,Allegheny County,134057,30497,38.4,41.1,0.180100137,0.074321894
15228,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,280311.4167,55306,41,44.2,0.363930289,0.118319771
15229,Zip,PA,Ross Township,Pittsburgh,Allegheny County,167239.0833,35386,36.5,40.8,0.239227784,0.05055585
15232,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,383733.1667,49110,28.1,27.7,0.387045034,0.29000835
15233,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,148388.75,22588,35.1,36.1,0.182129603,0.160701242
15234,Zip,PA,Castle Shannon,Pittsburgh,Allegheny County,149435.3333,35562,41.4,46.9,0.233062842,0.119275969
15235,Zip,PA,Penn Hills,Pittsburgh,Allegheny County,101074.0833,33514,42.3,45,0.204615022,0.083198987
15236,Zip,PA,Whitehall,Pittsburgh,Allegheny County,174947.1667,34634,41,48.3,0.218586623,0.074389667
15237,Zip,PA,Ross Township,Pittsburgh,Allegheny County,249038.4167,44541,41.6,47.9,0.315247688,0.034678023
15238,Zip,PA,O'Hara Township,Pittsburgh,Allegheny County,372679.0833,67536,48.4,49.6,0.250852152,0.022429907
15239,Zip,PA,Plum,Pittsburgh,Allegheny County,161539.6667,34691,43.9,47.5,0.21840052,0.023195156
15241,Zip,PA,Upper Saint Clair,Pittsburgh,Allegheny County,319785.1667,60738,42.6,45.4,0.363744992,0.086535391
15243,Zip,PA,Pittsburgh,Pittsburgh,Allegheny County,233349.1667,50717,47.8,53,0.348968294,0.070328077
15301,Zip,PA,Washington,Pittsburgh,Washington County,164685.8333,32001,42.8,47.2,0.176650004,0.008828698
15311,Zip,PA,Amwell Township,Pittsburgh,Washington County,211215.3333,34105,42.3,45.3,0.111024238,0
15312,Zip,PA,Independence Township,Pittsburgh,Washington County,148400.75,35020,43.2,47.8,0.131147541,0.016611296
15313,Zip,PA,Beallsville,Pittsburgh,Washington County,101077.6667,30271,39.2,52.7,0.136690647,0
15314,Zip,PA,Bentleyville,Pittsburgh,Washington County,121711.5833,26204,44.1,45,0.14135514,0.003738318
15317,Zip,PA,North Strabane Township,Pittsburgh,Washington County,262725.1667,43717,41.8,44.9,0.304937874,0.020141815
15320,Zip,PA,Cumberland Township,,Greene County,103861.75,26672,34.7,37.4,0.168806849,0
15321,Zip,PA,Cecil,Pittsburgh,Washington County,210850.4167,35426,40,46.8,0.202038925,0
15322,Zip,PA,Jefferson Township,,Greene County,75737.58333,31733,43.9,44.9,0.173620458,0
15323,Zip,PA,Donegal Township,Pittsburgh,Washington County,153392.25,29665,42.4,46.3,0.116666667,0.001388889
15327,Zip,PA,Dunkard Township,,Greene County,146338.25,28206,41.8,44,0.065093572,0
15329,Zip,PA,Morris Township,Pittsburgh,Washington County,206354.5833,33996,46.6,48,0.083661417,0.007173601
15330,Zip,PA,Nottingham Township,Pittsburgh,Washington County,276216.8333,42219,49.5,50,0.206400397,0.034564958
15331,Zip,PA,Ellsworth,Pittsburgh,Washington County,59521,23249,44.3,41.3,0.099099099,0.008097166
15332,Zip,PA,Union Township,Pittsburgh,Washington County,170734.8333,34301,49.2,48.3,0.185745822,0.02849076
15333,Zip,PA,Deemston,Pittsburgh,Washington County,104201.8333,24691,42.5,39.4,0.130960376,0.010848126
15338,Zip,PA,Monongahela Township,,Greene County,123604.5,31766,46.2,44,0.102459016,0
15340,Zip,PA,Mt Pleasant Township,Pittsburgh,Washington County,187195.4167,35915,33.7,48.2,0.215517241,0
15342,Zip,PA,McGovern,Pittsburgh,Washington County,174324.5,30935,41.7,47.1,0.165324745,0.003187614
15344,Zip,PA,Jefferson Township,,Greene County,84358.25,30877,42.6,45.6,0.157581764,0
15345,Zip,PA,West Bethlehem Township,Pittsburgh,Washington County,49371.14286,27910,38.1,44.6,0.102673797,0
15347,Zip,PA,Chartiers Township,Pittsburgh,Washington County,113447.25,24443,57.4,45.9,0.030023095,0
15348,Zip,PA,Millsboro,Pittsburgh,Washington County,69807.16667,22240,27.4,22.1,0.355421687,0
15349,Zip,PA,Perry Township,,Greene County,105405.1667,30599,45.3,49,0.122553191,0
15357,Zip,PA,Jefferson Township,,Greene County,97983.33333,29879,49.1,46.9,0.08649174,0
15358,Zip,PA,Centerville,Pittsburgh,Washington County,74315.33333,22450,37.3,45.8,0.109090909,0
15360,Zip,PA,North Bethlehem Township,Pittsburgh,Washington County,201076.6667,37597,48,47.5,0.161414297,0
15361,Zip,PA,Mc Donald,Pittsburgh,Washington County,113706.0833,24398,39.9,64,0.087557604,0.333333333
15362,Zip,PA,Wayne Township,,Greene County,100624.75,29987,47.7,45.8,0.101576182,0
15363,Zip,PA,North Strabane Township,Pittsburgh,Washington County,122556,35213,28.9,24.9,0.335260116,0
15366,Zip,PA,Fallowfield Township,Pittsburgh,Washington County,56572.5,41005,55.3,61.8,0.062111801,0
