zipcode,State,City,Metro,CountyName,Average RE Prices
43359,OH,Wharton,,Wyandot County,55089.58333
43360,OH,Valley Hi,Bellefontaine,Logan County,188562.25
43402,OH,Bowling Green,Toledo,Wood County,174793.8333
43406,OH,Bradner,Toledo,Wood County,92063.16667
43407,OH,Burgoon,Fremont,Sandusky County,131789.6667
43408,OH,Genoa,Port Clinton,Ottawa County,76176.5
43410,OH,Clyde,Fremont,Sandusky County,117479.8333
43412,OH,Curtice,Toledo,Lucas County,139916.25
43413,OH,Cygnet,Toledo,Wood County,100931.6667
43414,OH,Bowling Green,Toledo,Wood County,84912.33333
43416,OH,Elmore,Port Clinton,Ottawa County,134161
43420,OH,Fremont,Fremont,Sandusky County,108422
43430,OH,Genoa,Port Clinton,Ottawa County,127379.4167
43431,OH,Gibsonburg,Fremont,Sandusky County,122276.5
43432,OH,Graytown,Port Clinton,Ottawa County,154361.4167
43433,OH,Port Clinton,Port Clinton,Ottawa County,65774.33333
43434,OH,Harbor View,Toledo,Lucas County,43200.5
43435,OH,Helena,Fremont,Sandusky County,137520.5
43437,OH,Cygnet,Toledo,Wood County,67588
43438,OH,Kelleys Island,Sandusky,Erie County,252697
43439,OH,Port Clinton,Port Clinton,Ottawa County,74576.25
43440,OH,Marblehead,Port Clinton,Ottawa County,229994.8333
43441,OH,Perrysburg,Toledo,Wood County,110176
43442,OH,Lindsey,Fremont,Sandusky County,110035.1667
43443,OH,Luckey,Toledo,Wood County,144655.5
43445,OH,Martin,Port Clinton,Ottawa County,129199.75
43446,OH,Middle Bass,Port Clinton,Ottawa County,176177.6667
43447,OH,Millbury,Toledo,Wood County,150336.8333
43449,OH,Oak Harbor,Port Clinton,Ottawa County,126383.5833
43450,OH,Pemberville,Toledo,Wood County,164912.5833
43451,OH,Portage,Toledo,Wood County,136470.8333
43452,OH,Port Clinton,Port Clinton,Ottawa County,166479.75
43456,OH,Put in Bay,Port Clinton,Ottawa County,293510.25
43457,OH,Risingsun,Toledo,Wood County,97752.41667
43458,OH,Rocky Ridge,Port Clinton,Ottawa County,56684.5
43460,OH,Rossford,Toledo,Wood County,124620.25
43462,OH,Rudolph,Toledo,Wood County,114801.8333
43463,OH,Perrysburg,Toledo,Wood County,84743.25
43464,OH,Vickery,Fremont,Sandusky County,94445.91667
43465,OH,Walbridge,Toledo,Wood County,127759
43466,OH,Wayne,Toledo,Wood County,108691.1667
43467,OH,West Millgrove,Toledo,Wood County,52303
43468,OH,Curtice,Toledo,Lucas County,92407.5
43469,OH,Woodville,Fremont,Sandusky County,136799.0833
43501,OH,Alvordton,,Williams County,89066.75
43502,OH,Archbold,Toledo,Fulton County,149112.5833
43504,OH,Berkey,Toledo,Lucas County,181712
43505,OH,Edon,,Williams County,72836.33333
43506,OH,Bryan,,Williams County,110765.1667
43510,OH,Liberty Center,,Henry County,68334.58333
43511,OH,Custar,Toledo,Wood County,112924
43512,OH,Defiance,Defiance,Defiance County,108008.3333
43515,OH,Delta,Toledo,Fulton County,136492.0833
43516,OH,Deshler,,Henry County,99708.5
43517,OH,Edgerton,,Williams County,110405.3333
43518,OH,Edon,,Williams County,107744.5833
43519,OH,Evansport,Defiance,Defiance County,67543
43520,OH,Farmer,Defiance,Defiance County,66083.16667
43521,OH,Fayette,Toledo,Fulton County,94507.08333
43522,OH,Grand Rapids,Toledo,Wood County,163661
43523,OH,Malinta,,Henry County,81699.58333
43524,OH,Hamler,,Henry County,100933
43525,OH,Haskins,Toledo,Wood County,192318.9167
43526,OH,Hicksville,Defiance,Defiance County,99099.41667
43527,OH,Holgate,,Henry County,89313.33333
43528,OH,Holland,Toledo,Lucas County,189416.0833
43531,OH,Pioneer,,Williams County,43806.08333
43532,OH,Liberty Center,,Henry County,134367.8333
43533,OH,Lyons,Toledo,Fulton County,131871.9167
43534,OH,Mc Clure,,Henry County,108997.1667
43535,OH,Malinta,,Henry County,116758.5833
43536,OH,Mark Center,Defiance,Defiance County,94824.58333
43537,OH,Maumee,Toledo,Lucas County,177656.3333
43540,OH,Metamora,Toledo,Fulton County,133568.75
43541,OH,Milton Center,Toledo,Wood County,65359.58333
43542,OH,Monclova,Toledo,Lucas County,285115.8333
43543,OH,Montpelier,,Williams County,81917
43545,OH,Napoleon,,Henry County,132379.25
43547,OH,Neapolis,Toledo,Lucas County,109837.25
43548,OH,New Bavaria,,Henry County,106712.9167
43549,OH,Ney,Defiance,Defiance County,119903.25
43551,OH,Perrysburg,Toledo,Wood County,222703.0833
43553,OH,Wauseon,Toledo,Fulton County,102285.25
43554,OH,Pioneer,,Williams County,88457.83333
43555,OH,Archbold,Toledo,Fulton County,112047.25
43556,OH,Sherwood,Defiance,Defiance County,99759.33333
43557,OH,Stryker,,Williams County,105105.75
43558,OH,Swanton,Toledo,Fulton County,156593.8333
43560,OH,Sylvania,Toledo,Lucas County,205139.4167
43565,OH,Bowling Green,Toledo,Wood County,119260.75
43566,OH,Waterville,Toledo,Lucas County,210352.9167
43567,OH,Wauseon,Toledo,Fulton County,141336.5833
43569,OH,Weston,Toledo,Wood County,111779.25
43570,OH,West Unity,,Williams County,102855
43571,OH,Whitehouse,Toledo,Lucas County,232239.3333
43604,OH,Toledo,Toledo,Lucas County,23606.58333
43605,OH,Toledo,Toledo,Lucas County,22817.75
43606,OH,Toledo,Toledo,Lucas County,112064.5833
43607,OH,Toledo,Toledo,Lucas County,33295.5
43608,OH,Toledo,Toledo,Lucas County,23030.33333
43609,OH,Toledo,Toledo,Lucas County,29977
43611,OH,Toledo,Toledo,Lucas County,81624.75
43612,OH,Toledo,Toledo,Lucas County,56837.25
43613,OH,Toledo,Toledo,Lucas County,90238.5
43614,OH,Toledo,Toledo,Lucas County,120604.75
43615,OH,Toledo,Toledo,Lucas County,104129.5
43616,OH,Oregon,Toledo,Lucas County,138387.75
43617,OH,Toledo,Toledo,Lucas County,207729.0833
43619,OH,Northwood,Toledo,Wood County,124600.5833
43620,OH,Toledo,Toledo,Lucas County,36970.41667
43623,OH,Toledo,Toledo,Lucas County,124019.75
43701,OH,Zanesville,Zanesville,Muskingum County,100552.75
43711,OH,Cumberland,Cambridge,Guernsey County,57553.41667
43713,OH,Barnesville,Wheeling,Belmont County,100302.6667
43716,OH,Beallsville,,Monroe County,102398.4167
43718,OH,Belmont,Wheeling,Belmont County,121687.3333
43719,OH,Bethesda,Wheeling,Belmont County,108918.5833
43720,OH,Blue Rock,Zanesville,Muskingum County,92077.91667
43721,OH,Glenford,Columbus,Perry County,102767.3333
43722,OH,Senecaville,Cambridge,Guernsey County,45355.08333
43723,OH,Byesville,Cambridge,Guernsey County,79920.41667
43724,OH,Caldwell,,Noble County,99294.58333
43725,OH,Cambridge,Cambridge,Guernsey County,98851.16667
43727,OH,Chandlersville,Zanesville,Muskingum County,110135.3333
43728,OH,Chesterhill,,Morgan County,72655.5
43730,OH,Corning,Columbus,Perry County,54143.58333
43731,OH,Crooksville,Columbus,Perry County,63772.5
43732,OH,Cumberland,Cambridge,Guernsey County,97630.66667
43733,OH,Derwent,Cambridge,Guernsey County,50995.83333
43734,OH,Duncan Falls,Zanesville,Muskingum County,114015
43735,OH,Roseville,Zanesville,Muskingum County,61777.16667
43738,OH,Fultonham,Zanesville,Muskingum County,46233.08333
43739,OH,Glenford,Columbus,Perry County,149334.6667
43740,OH,Gratiot,Columbus,Licking County,110465.5833
43746,OH,Hopewell,Zanesville,Muskingum County,140179.25
43747,OH,Jerusalem,,Monroe County,121405.8333
43748,OH,Junction City,Columbus,Perry County,87190.16667
43749,OH,Kimbolton,Cambridge,Guernsey County,107031.5
43750,OH,Lore City,Cambridge,Guernsey County,71186.83333
43754,OH,Lewisville,,Monroe County,123888.75
43755,OH,Lore City,Cambridge,Guernsey County,102201.3333
43756,OH,McConnelsville,,Morgan County,88990.58333
43757,OH,Jerusalem,,Monroe County,81475.75
43758,OH,Malta,,Morgan County,91896.33333
43759,OH,Morristown,Wheeling,Belmont County,85651.91667
43760,OH,Mount Perry,Columbus,Perry County,113521.0833
43762,OH,New Concord,Zanesville,Muskingum County,138571.25
43764,OH,New Lexington,Columbus,Perry County,83470.08333
43766,OH,New Straitsville,Columbus,Perry County,40246
43767,OH,Norwich,Zanesville,Muskingum County,145745.75
43768,OH,Old Washington,Cambridge,Guernsey County,63444.75
43771,OH,Philo,Zanesville,Muskingum County,75267.66667
43772,OH,Pleasant City,Cambridge,Guernsey County,70659.66667
43773,OH,Quaker City,Cambridge,Guernsey County,103536.6667
43777,OH,Roseville,Zanesville,Muskingum County,66281.66667
43778,OH,Salesville,Cambridge,Guernsey County,129814.5
43779,OH,Sarahsville,,Noble County,100509.8333
43780,OH,Senecaville,Cambridge,Guernsey County,136053.3333
43782,OH,Shawnee,Columbus,Perry County,35016.08333
43783,OH,Somerset,Columbus,Perry County,134373.1667
43786,OH,Lewisville,,Monroe County,53094.5
43787,OH,Stockport,,Morgan County,72188.83333
43788,OH,Summerfield,,Noble County,95613.5
43791,OH,Zanesville,Zanesville,Muskingum County,55737.5
43793,OH,Woodsfield,,Monroe County,93099.08333
43802,OH,Adamsville,Zanesville,Muskingum County,103676.4167
43804,OH,Baltic,,Holmes County,172910
43805,OH,Blissfield,Coshocton,Coshocton County,46510
43811,OH,Conesville,Coshocton,Coshocton County,76913.91667
43812,OH,Coshocton,Coshocton,Coshocton County,86524.58333
43821,OH,Dresden,Zanesville,Muskingum County,112979.0833
43822,OH,Frazeysburg,Zanesville,Muskingum County,121744
43824,OH,Fresno,Coshocton,Coshocton County,171339.75
43830,OH,Nashport,Zanesville,Muskingum County,162076.0833
43832,OH,Newcomerstown,New Philadelphia-Dover,Tuscarawas County,87162.91667
43836,OH,Plainfield,Coshocton,Coshocton County,70253.41667
43837,OH,Port Washington,New Philadelphia-Dover,Tuscarawas County,101941.5833
43840,OH,Stone Creek,New Philadelphia-Dover,Tuscarawas County,143534.4167
43842,OH,Dresden,Zanesville,Muskingum County,71305
43843,OH,Walhonding,Coshocton,Coshocton County,125126.75
43844,OH,Warsaw,Coshocton,Coshocton County,123188.8333
43845,OH,West Lafayette,Coshocton,Coshocton County,97870.83333
43901,OH,Adena,Weirton-Steubenville,Jefferson County,70942.58333
43902,OH,Alledonia,Wheeling,Belmont County,88946.91667
43903,OH,Amsterdam,Weirton-Steubenville,Jefferson County,72229.66667
43905,OH,Saint Clairsville,Wheeling,Belmont County,46640.66667
43906,OH,Bellaire,Wheeling,Belmont County,72268.5
43907,OH,Cadiz,,Harrison County,80345
43908,OH,Bergholz,Weirton-Steubenville,Jefferson County,45442.08333
43909,OH,Bridgeport,Wheeling,Belmont County,54211.58333
43910,OH,Bloomingdale,Weirton-Steubenville,Jefferson County,109513.6667
43912,OH,Bridgeport,Wheeling,Belmont County,69402.25
43913,OH,Brilliant,Weirton-Steubenville,Jefferson County,51522.33333
43914,OH,Cameron,,Monroe County,64485.5
43915,OH,Clarington,,Monroe County,114003.5
43916,OH,Bridgeport,Wheeling,Belmont County,103018.9167
43917,OH,Dillonvale,Weirton-Steubenville,Jefferson County,55759.16667
43920,OH,East Liverpool,Salem,Columbiana County,65516.25
43926,OH,Empire,Weirton-Steubenville,Jefferson County,27548.66667
43928,OH,Jacobsburg,Wheeling,Belmont County,42115.66667
43930,OH,Hammondsville,Weirton-Steubenville,Jefferson County,74784.83333
43931,OH,Clarington,,Monroe County,81639.5
43932,OH,Irondale,Weirton-Steubenville,Jefferson County,43693.75
43933,OH,Jacobsburg,Wheeling,Belmont County,102179.5
43934,OH,Bridgeport,Wheeling,Belmont County,65506.5
43935,OH,Martins Ferry,Wheeling,Belmont County,65762.75
43937,OH,Saint Clairsville,Wheeling,Belmont County,45314.58333
43938,OH,Mingo Junction,Weirton-Steubenville,Jefferson County,52034.58333
43939,OH,Rayland,Weirton-Steubenville,Jefferson County,55507.91667
43940,OH,Bellaire,Wheeling,Belmont County,50087.16667
43942,OH,Powhatan Point,Wheeling,Belmont County,88018.16667
43943,OH,Rayland,Weirton-Steubenville,Jefferson County,78886
43944,OH,Richmond,Weirton-Steubenville,Jefferson County,93899.58333
43945,OH,Salineville,Salem,Columbiana County,65687.41667
43946,OH,Clarington,,Monroe County,104917.25
43947,OH,Shadyside,Wheeling,Belmont County,104040.5833
43948,OH,Rayland,Weirton-Steubenville,Jefferson County,33492.5
43950,OH,Saint Clairsville,Wheeling,Belmont County,161286.9167
43951,OH,Lafferty,Wheeling,Belmont County,63727.5
43952,OH,Steubenville,Weirton-Steubenville,Jefferson County,57196.58333
43953,OH,Wintersville,Weirton-Steubenville,Jefferson County,113432.0833
43962,OH,Summitville,Salem,Columbiana County,89329.41667
43963,OH,Tiltonsville,Weirton-Steubenville,Jefferson County,80583.75
43964,OH,Toronto,Weirton-Steubenville,Jefferson County,78895.91667
43967,OH,Saint Clairsville,Wheeling,Belmont County,46939.58333
43968,OH,Wellsville,Salem,Columbiana County,61974.5
43971,OH,Yorkville,Weirton-Steubenville,Jefferson County,74272.41667
43973,OH,Freeport,,Harrison County,90655.16667
43974,OH,Harrisville,,Harrison County,41569.33333
43976,OH,Hopedale,,Harrison County,88352.66667
43977,OH,Flushing,Wheeling,Belmont County,76191.41667
43981,OH,New Athens,,Harrison County,68253
43983,OH,Piedmont,Wheeling,Belmont County,73172.83333
43985,OH,Holloway,Wheeling,Belmont County,33415.83333
43986,OH,Jewett,,Harrison County,67703.08333
43988,OH,Scio,,Harrison County,98157.66667
44001,OH,Amherst,Cleveland-Elyria,Lorain County,164063.3333
44003,OH,Andover,Ashtabula,Ashtabula County,95758.58333
44004,OH,Ashtabula,Ashtabula,Ashtabula County,78823.91667
44010,OH,Austinburg,Ashtabula,Ashtabula County,156242.75
44011,OH,Avon,Cleveland-Elyria,Lorain County,297132.3333
44012,OH,Avon Lake,Cleveland-Elyria,Lorain County,252193.9167
44017,OH,Berea,Cleveland-Elyria,Cuyahoga County,141428.4167
44021,OH,Burton,Cleveland-Elyria,Geauga County,171998
44022,OH,Chagrin Falls,Cleveland-Elyria,Geauga County,350641.4167
44023,OH,Chagrin Falls,Cleveland-Elyria,Geauga County,293794.1667
44024,OH,Chardon,Cleveland-Elyria,Geauga County,223859.75
44026,OH,Chesterland,Cleveland-Elyria,Geauga County,234907.75
44028,OH,Grafton,Cleveland-Elyria,Lorain County,225899.9167
44030,OH,Conneaut,Ashtabula,Ashtabula County,81360.58333
44032,OH,Dorset,Ashtabula,Ashtabula County,116201.6667
44033,OH,Chardon,Cleveland-Elyria,Geauga County,106588.1667
44035,OH,Elyria,Cleveland-Elyria,Lorain County,103735.1667
44039,OH,North Ridgeville,Cleveland-Elyria,Lorain County,195055.1667
44040,OH,Gates Mills,Cleveland-Elyria,Cuyahoga County,470575.5833
44041,OH,Geneva,Ashtabula,Ashtabula County,118832.9167
44044,OH,Grafton,Cleveland-Elyria,Lorain County,171834.0833
44045,OH,Painesville,Cleveland-Elyria,Lake County,108671.3333
44046,OH,Huntsburg,Cleveland-Elyria,Geauga County,175767
44047,OH,Jefferson,Ashtabula,Ashtabula County,131088.5833
44048,OH,Kingsville,Ashtabula,Ashtabula County,122966.1667
44049,OH,Kipton,Cleveland-Elyria,Lorain County,83292.08333
44050,OH,Lagrange,Cleveland-Elyria,Lorain County,175219.6667
44052,OH,Lorain,Cleveland-Elyria,Lorain County,63782.5
44053,OH,Lorain,Cleveland-Elyria,Lorain County,129398.5833
44054,OH,Sheffield Lake,Cleveland-Elyria,Lorain County,127717.3333
44055,OH,Lorain,Cleveland-Elyria,Lorain County,55625.41667
44056,OH,Macedonia,Akron,Summit County,222755.8333
44057,OH,Madison,Cleveland-Elyria,Lake County,136644.5833
44060,OH,Mentor,Cleveland-Elyria,Lake County,174117.5833
44062,OH,Middlefield,Cleveland-Elyria,Geauga County,168991.6667
44064,OH,Montville,Cleveland-Elyria,Geauga County,163956.0833
44065,OH,Newbury,Cleveland-Elyria,Geauga County,195690.5
44067,OH,Northfield,Akron,Summit County,189669.8333
44068,OH,North Kingsville,Ashtabula,Ashtabula County,105853.9167
44070,OH,North Olmsted,Cleveland-Elyria,Cuyahoga County,163564.6667
44072,OH,Novelty,Cleveland-Elyria,Geauga County,267307.4167
44074,OH,Oberlin,Cleveland-Elyria,Lorain County,156747.8333
44076,OH,Orwell,Ashtabula,Ashtabula County,132023.4167
44077,OH,Painesville,Cleveland-Elyria,Lake County,151867.1667
44080,OH,West Farmington,Youngstown-Warren-Boardman,Trumbull County,155973.4167
44081,OH,Perry,Cleveland-Elyria,Lake County,174612.5
44082,OH,Pierpont,Ashtabula,Ashtabula County,112134.5
44084,OH,Roaming Shores,Ashtabula,Ashtabula County,152251.25
44085,OH,Roaming Shores,Ashtabula,Ashtabula County,135120.1667
44086,OH,Thompson,Cleveland-Elyria,Geauga County,166019.5
44087,OH,Twinsburg,Akron,Summit County,231519.4167
44088,OH,Madison,Cleveland-Elyria,Lake County,121674.5
44089,OH,Vermilion,Cleveland-Elyria,Lorain County,149474.5833
44090,OH,Wellington,Cleveland-Elyria,Lorain County,163165.75
44092,OH,Wickliffe,Cleveland-Elyria,Lake County,121319.25
44093,OH,Williamsfield,Ashtabula,Ashtabula County,100801.9167
44094,OH,Willoughby,Cleveland-Elyria,Lake County,183896.1667
44095,OH,Eastlake,Cleveland-Elyria,Lake County,121196.25
44099,OH,Windsor,Ashtabula,Ashtabula County,167992.1667
44102,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,57763.75
44103,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,26697.25
44104,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,28735.25
44105,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,31988.83333
44106,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,106734.8333
44107,OH,Lakewood,Cleveland-Elyria,Cuyahoga County,170256.5
44108,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,26222.75
44109,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,71089.75
44110,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,37801.41667
44111,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,85540.83333
44112,OH,East Cleveland,Cleveland-Elyria,Cuyahoga County,35916.58333
44113,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,167766.8333
44114,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,73645
44115,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,124599.9167
44116,OH,Rocky River,Cleveland-Elyria,Cuyahoga County,248245.0833
44117,OH,Euclid,Cleveland-Elyria,Cuyahoga County,89066.66667
44118,OH,Cleveland Heights,Cleveland-Elyria,Cuyahoga County,138030.5833
44119,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,71333.75
44120,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,75024.66667
44121,OH,South Euclid,Cleveland-Elyria,Cuyahoga County,96133.25
44122,OH,Shaker Heights,Cleveland-Elyria,Cuyahoga County,223753.5833
44123,OH,Euclid,Cleveland-Elyria,Cuyahoga County,74881.66667
44124,OH,Lyndhurst,Cleveland-Elyria,Cuyahoga County,151146.5833
44125,OH,Garfield Heights,Cleveland-Elyria,Cuyahoga County,70730.5
44126,OH,Fairview Park,Cleveland-Elyria,Cuyahoga County,170736.0833
44128,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,56843.75
44129,OH,Parma,Cleveland-Elyria,Cuyahoga County,117028.1667
44130,OH,Parma Heights,Cleveland-Elyria,Cuyahoga County,139214
44131,OH,Seven Hills,Cleveland-Elyria,Cuyahoga County,199757.6667
44132,OH,Euclid,Cleveland-Elyria,Cuyahoga County,81167.91667
44133,OH,North Royalton,Cleveland-Elyria,Cuyahoga County,209651
44134,OH,Parma,Cleveland-Elyria,Cuyahoga County,119021.75
44135,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,81775.75
44136,OH,Strongsville,Cleveland-Elyria,Cuyahoga County,218215.5833
44137,OH,Maple Heights,Cleveland-Elyria,Cuyahoga County,59692.58333
44138,OH,Olmsted Falls,Cleveland-Elyria,Cuyahoga County,173942.3333
44139,OH,Solon,Cleveland-Elyria,Cuyahoga County,291364.75
44140,OH,Bay Village,Cleveland-Elyria,Cuyahoga County,255565.5
44141,OH,Brecksville,Cleveland-Elyria,Cuyahoga County,269720
44142,OH,Brook Park,Cleveland-Elyria,Cuyahoga County,128530.75
44143,OH,Richmond Heights,Cleveland-Elyria,Cuyahoga County,188070.6667
44144,OH,Cleveland,Cleveland-Elyria,Cuyahoga County,100224.1667
44145,OH,Westlake,Cleveland-Elyria,Cuyahoga County,256839.4167
44146,OH,Bedford,Cleveland-Elyria,Cuyahoga County,105305.5
44147,OH,Broadview Heights,Cleveland-Elyria,Cuyahoga County,229824.5
44149,OH,Strongsville,Cleveland-Elyria,Cuyahoga County,221333.0833
44201,OH,Atwater,Akron,Portage County,168810.3333
44202,OH,Aurora,Akron,Portage County,260340.5
44203,OH,Barberton,Akron,Summit County,101199.1667
44210,OH,Montrose-Ghent,Akron,Summit County,272238.4167
44212,OH,Brunswick,Cleveland-Elyria,Medina County,191079.5833
44214,OH,Burbank,Wooster,Wayne County,184053
44215,OH,Chippewa Lake,Cleveland-Elyria,Medina County,129662.9167
44216,OH,New Franklin,Akron,Summit County,162092.8333
44217,OH,Creston,Wooster,Wayne County,155199.4167
44221,OH,Cuyahoga Falls,Akron,Summit County,119764.9167
44223,OH,Cuyahoga Falls,Akron,Summit County,154197.4167
44224,OH,Stow,Akron,Summit County,188566.8333
44230,OH,Doylestown,Wooster,Wayne County,164169.75
44231,OH,Garrettsville,Akron,Portage County,159302.5
44232,OH,Green,Akron,Summit County,173330.75
44233,OH,Hinckley,Cleveland-Elyria,Medina County,318406.25
44234,OH,Hiram,Akron,Portage County,188555.1667
44235,OH,Homerville,Cleveland-Elyria,Medina County,207352
44236,OH,Hudson,Akron,Summit County,346976.3333
44240,OH,Kent,Akron,Portage County,150807.1667
44241,OH,Streetsboro,Akron,Portage County,174793.1667
44250,OH,Lakemore,Akron,Summit County,65313.83333
44251,OH,Westfield Center,Cleveland-Elyria,Medina County,233252.4167
44253,OH,Litchfield,Cleveland-Elyria,Medina County,223525.75
44254,OH,Lodi,Cleveland-Elyria,Medina County,149306.9167
44255,OH,Mantua,Akron,Portage County,183385.1667
44256,OH,Medina,Cleveland-Elyria,Medina County,227823.0833
44260,OH,Mogadore,Akron,Portage County,154705.4167
44262,OH,Munroe Falls,Akron,Summit County,168903.5
44264,OH,Cuyahoga Falls,Akron,Summit County,260779.4167
44265,OH,Atwater,Akron,Portage County,124492.5833
44266,OH,Ravenna,Akron,Portage County,133669.6667
44270,OH,Rittman,Wooster,Wayne County,123254.1667
44272,OH,Rootstown,Akron,Portage County,169652.0833
44273,OH,Seville,Cleveland-Elyria,Medina County,198875.8333
44274,OH,Wadsworth,Cleveland-Elyria,Medina County,233121.5
44275,OH,Spencer,Cleveland-Elyria,Medina County,188576.75
44276,OH,Sterling,Wooster,Wayne County,176324.6667
44278,OH,Tallmadge,Akron,Summit County,172929.3333
44280,OH,Valley City,Cleveland-Elyria,Medina County,264176.1667
44281,OH,Wadsworth,Cleveland-Elyria,Medina County,192017.75
44286,OH,Richfield,Akron,Summit County,293144.5833
44287,OH,West Salem,Wooster,Wayne County,146634.6667
44288,OH,Windham,Akron,Portage County,102883.6667
44301,OH,Akron,Akron,Summit County,65297.08333
44302,OH,Akron,Akron,Summit County,71519
44303,OH,Akron,Akron,Summit County,152140.9167
44304,OH,Akron,Akron,Summit County,41729.91667
44305,OH,Akron,Akron,Summit County,62488.25
44306,OH,Akron,Akron,Summit County,42114.25
44307,OH,Akron,Akron,Summit County,32165.91667
44310,OH,Akron,Akron,Summit County,60867.66667
44311,OH,Akron,Akron,Summit County,41818.41667
44312,OH,Akron,Akron,Summit County,108210
44313,OH,Akron,Akron,Summit County,156008.1667
44314,OH,Akron,Akron,Summit County,49058.5
44319,OH,Portage Lakes,Akron,Summit County,148405
44320,OH,Akron,Akron,Summit County,52451.75
44321,OH,Copley,Akron,Summit County,237512.5
44333,OH,Fairlawn,Akron,Summit County,265753.9167
44401,OH,Berlin Center,Youngstown-Warren-Boardman,Mahoning County,179804.1667
44402,OH,Bristolville,Youngstown-Warren-Boardman,Trumbull County,136589.25
44403,OH,Brookfield Center,Youngstown-Warren-Boardman,Trumbull County,129890.3333
44404,OH,Orangeville,Youngstown-Warren-Boardman,Trumbull County,122385.5833
44405,OH,Campbell,Youngstown-Warren-Boardman,Mahoning County,42523.91667
44406,OH,Canfield,Youngstown-Warren-Boardman,Mahoning County,198935.0833
44408,OH,Columbiana,Salem,Columbiana County,155155.0833
44410,OH,Cortland,Youngstown-Warren-Boardman,Trumbull County,139479.5
44411,OH,Deerfield,Akron,Portage County,128736.0833
44412,OH,Diamond,Akron,Portage County,155993.5
44413,OH,East Palestine,Salem,Columbiana County,84528.58333
44416,OH,North Jackson,Youngstown-Warren-Boardman,Mahoning County,141484.9167
44417,OH,Farmdale,Youngstown-Warren-Boardman,Trumbull County,136975.25
44418,OH,Fowler,Youngstown-Warren-Boardman,Trumbull County,155793.3333
44420,OH,Girard,Youngstown-Warren-Boardman,Trumbull County,79413
44422,OH,Salem,Salem,Columbiana County,101288.4167
44423,OH,Hanoverton,Salem,Columbiana County,107202.3333
44424,OH,Fowler,Youngstown-Warren-Boardman,Trumbull County,88870
44425,OH,Hubbard,Youngstown-Warren-Boardman,Trumbull County,98697.25
44427,OH,Kensington,Salem,Columbiana County,118270.5
44428,OH,Kinsman,Youngstown-Warren-Boardman,Trumbull County,115771
44429,OH,Craig Beach,Youngstown-Warren-Boardman,Mahoning County,129752.9167
44430,OH,Leavittsburg,Youngstown-Warren-Boardman,Trumbull County,70958
44431,OH,Leetonia,Salem,Columbiana County,104524.0833
44432,OH,Lisbon,Salem,Columbiana County,93301.08333
44436,OH,Lowellville,Youngstown-Warren-Boardman,Mahoning County,98299.66667
44437,OH,Mc Donald,Youngstown-Warren-Boardman,Trumbull County,96848.75
44438,OH,Masury,Youngstown-Warren-Boardman,Trumbull County,50444
44439,OH,Middlefield,Cleveland-Elyria,Geauga County,132809.4167
44440,OH,Mineral Ridge,Youngstown-Warren-Boardman,Trumbull County,123395.1667
44441,OH,Negley,Salem,Columbiana County,136261
44442,OH,New Middletown,Youngstown-Warren-Boardman,Mahoning County,148584.5
44443,OH,New Springfield,Youngstown-Warren-Boardman,Mahoning County,153611.1667
44444,OH,Newton Falls,Youngstown-Warren-Boardman,Trumbull County,96566
44445,OH,New Waterford,Salem,Columbiana County,126723.3333
44446,OH,Niles,Youngstown-Warren-Boardman,Trumbull County,74626.25
44449,OH,North Benton,Akron,Portage County,142118.75
44450,OH,North Bloomfield,Youngstown-Warren-Boardman,Trumbull County,124657.9167
44451,OH,North Jackson,Youngstown-Warren-Boardman,Mahoning County,172028.0833
44452,OH,North Lima,Youngstown-Warren-Boardman,Mahoning County,178748.8333
44454,OH,Petersburg,Youngstown-Warren-Boardman,Mahoning County,133752.3333
44455,OH,Rogers,Salem,Columbiana County,94981.5
44460,OH,Salem,Salem,Columbiana County,115422.5833
44470,OH,Southington,Youngstown-Warren-Boardman,Trumbull County,134812.5833
44471,OH,Struthers,Youngstown-Warren-Boardman,Mahoning County,61088.75
44473,OH,Vienna Center,Youngstown-Warren-Boardman,Trumbull County,127747.0833
44481,OH,Lordstown,Youngstown-Warren-Boardman,Trumbull County,131339.9167
44483,OH,Warren,Youngstown-Warren-Boardman,Trumbull County,72434.16667
44484,OH,Warren,Youngstown-Warren-Boardman,Trumbull County,113911.5
44485,OH,Warren,Youngstown-Warren-Boardman,Trumbull County,38644.66667
44490,OH,Washingtonville,Salem,Columbiana County,69166.08333
44491,OH,West Farmington,Youngstown-Warren-Boardman,Trumbull County,150192.6667
