zipcode,State,City,Metro,CountyName,Average RE Prices
21719,MD,Cascade,Hagerstown-Martinsburg,Washington County,181179.75
21720,MD,Smithsburg,Hagerstown-Martinsburg,Washington County,165464.0833
21721,MD,Smithsburg,Hagerstown-Martinsburg,Washington County,138568.25
21722,MD,Clear Spring,Hagerstown-Martinsburg,Washington County,227942.8333
21723,MD,Cooksville,Baltimore-Columbia-Towson,Howard County,627237.1667
21727,MD,Emmitsburg,Washington-Arlington-Alexandria,Frederick County,242018.8333
21733,MD,Fairplay,Hagerstown-Martinsburg,Washington County,262132.1667
21734,MD,Funkstown,Hagerstown-Martinsburg,Washington County,155256
21737,MD,Glenelg,Baltimore-Columbia-Towson,Howard County,837152.3333
21738,MD,Glenwood,Baltimore-Columbia-Towson,Howard County,668567.5
21740,MD,Hagerstown,Hagerstown-Martinsburg,Washington County,164502.9167
21742,MD,Hagerstown,Hagerstown-Martinsburg,Washington County,216144.6667
21750,MD,Hancock,Hagerstown-Martinsburg,Washington County,140455.4167
21754,MD,Ijamsville,Washington-Arlington-Alexandria,Frederick County,479084.6667
21755,MD,Jefferson,Washington-Arlington-Alexandria,Frederick County,385917.75
21756,MD,Keedysville,Hagerstown-Martinsburg,Washington County,290221.5
21757,MD,Keymar,Washington-Arlington-Alexandria,Frederick County,304174
21758,MD,Rosemont,Washington-Arlington-Alexandria,Frederick County,296585.8333
21762,MD,Union Bridge,Washington-Arlington-Alexandria,Frederick County,263597.75
21765,MD,Woodbine,Baltimore-Columbia-Towson,Howard County,452429.1667
21766,MD,Little Orleans,Cumberland,Allegany County,117810.5833
21767,MD,Maugansville,Hagerstown-Martinsburg,Washington County,164279.4167
21769,MD,Middletown,Washington-Arlington-Alexandria,Frederick County,385266.75
21770,MD,Monrovia,Washington-Arlington-Alexandria,Frederick County,423953.0833
21771,MD,Mount Airy,Washington-Arlington-Alexandria,Frederick County,427848.25
21773,MD,Myersville,Washington-Arlington-Alexandria,Frederick County,355626.0833
21774,MD,New Market,Washington-Arlington-Alexandria,Frederick County,401877.5833
21776,MD,New Windsor,Baltimore-Columbia-Towson,Carroll County,338904.8333
21777,MD,Point of Rocks,Washington-Arlington-Alexandria,Frederick County,361064.0833
21778,MD,Rocky Ridge,Washington-Arlington-Alexandria,Frederick County,287919.3333
21779,MD,Rohrersville,Hagerstown-Martinsburg,Washington County,294392.5
21780,MD,Sabillasville,Washington-Arlington-Alexandria,Frederick County,237817.75
21782,MD,Sharpsburg,Hagerstown-Martinsburg,Washington County,224612.5833
21783,MD,Smithsburg,Hagerstown-Martinsburg,Washington County,237784.75
21784,MD,Sykesville,Baltimore-Columbia-Towson,Carroll County,403621.25
21787,MD,Taneytown,Baltimore-Columbia-Towson,Carroll County,264493.1667
21788,MD,Thurmont,Washington-Arlington-Alexandria,Frederick County,265435.1667
21790,MD,Tuscarora,Washington-Arlington-Alexandria,Frederick County,339943.5833
21791,MD,Union Bridge,Washington-Arlington-Alexandria,Frederick County,301169.9167
21793,MD,Walkersville,Washington-Arlington-Alexandria,Frederick County,307416.9167
21794,MD,West Friendship,Baltimore-Columbia-Towson,Howard County,718563
21795,MD,Williamsport,Hagerstown-Martinsburg,Washington County,211123.5
21797,MD,Woodbine,Baltimore-Columbia-Towson,Howard County,540064.1667
21798,MD,Woodsboro,Washington-Arlington-Alexandria,Frederick County,346490.5833
21801,MD,Salisbury,Salisbury,Wicomico County,170020.25
21804,MD,Salisbury,Salisbury,Wicomico County,146154.9167
21811,MD,Berlin,Salisbury,Worcester County,256304.4167
21813,MD,Bishopville,Salisbury,Worcester County,328861.0833
21814,MD,Bivalve,Salisbury,Wicomico County,133004.0833
21817,MD,Crisfield,Salisbury,Somerset County,78743.08333
21821,MD,Deal Island,Salisbury,Somerset County,119523.5833
21822,MD,Eden,Salisbury,Somerset County,203122.3333
21824,MD,Ewell,Salisbury,Somerset County,50206.25
21826,MD,Fruitland,Salisbury,Wicomico County,142432.8333
21829,MD,Girdletree,Salisbury,Worcester County,133939.4167
21830,MD,Hebron,Salisbury,Wicomico County,188872.4167
21835,MD,Linkwood,Cambridge,Dorchester County,171227.0833
21837,MD,Mardela Springs,Salisbury,Wicomico County,156471.6667
21838,MD,Marion Station,Salisbury,Somerset County,121464.75
21840,MD,Nanticoke,Salisbury,Wicomico County,153741
21841,MD,Newark,Salisbury,Worcester County,209989.3333
21842,MD,Ocean City,Salisbury,Worcester County,270911.5833
21849,MD,Parsonsburg,Salisbury,Wicomico County,175667.25
21850,MD,Pittsville,Salisbury,Wicomico County,171070.25
21851,MD,Pocomoke City,Salisbury,Worcester County,119492.5
21853,MD,Princess Anne,Salisbury,Somerset County,124658.1667
21856,MD,Quantico,Salisbury,Wicomico County,157090.6667
21861,MD,Sharptown,Salisbury,Wicomico County,132450.6667
21862,MD,Showell,Salisbury,Worcester County,121440.25
21863,MD,Snow Hill,Salisbury,Worcester County,158374.25
21864,MD,Stockton,Salisbury,Worcester County,152702.4167
21865,MD,Tyaskin,Salisbury,Wicomico County,150721.25
21866,MD,Tylerton,Salisbury,Somerset County,55587.54545
21867,MD,Westover,Salisbury,Somerset County,66377.5
21869,MD,Vienna,Cambridge,Dorchester County,120169.25
21871,MD,Westover,Salisbury,Somerset County,131668.5
21872,MD,Whaleyville,Salisbury,Worcester County,201550.3333
21874,MD,Willards,Salisbury,Wicomico County,163154.75
21875,MD,Delmar,Salisbury,Wicomico County,173687.5
21901,MD,North East,Philadelphia-Camden-Wilmington,Cecil County,263565.0833
21903,MD,Perryville,Philadelphia-Camden-Wilmington,Cecil County,220461.9167
21904,MD,Port Deposit,Philadelphia-Camden-Wilmington,Cecil County,251518.3333
21911,MD,Rising Sun,Philadelphia-Camden-Wilmington,Cecil County,252043
21912,MD,Warwick,Philadelphia-Camden-Wilmington,Cecil County,355672.3333
21913,MD,Cecilton,Philadelphia-Camden-Wilmington,Cecil County,186737
21914,MD,Charlestown,Philadelphia-Camden-Wilmington,Cecil County,217450.8333
21915,MD,Chesapeake City,Philadelphia-Camden-Wilmington,Cecil County,263089.1667
21916,MD,Elkton,Philadelphia-Camden-Wilmington,Cecil County,267562.8333
21917,MD,Colora,Philadelphia-Camden-Wilmington,Cecil County,258080.8333
21918,MD,Conowingo,Philadelphia-Camden-Wilmington,Cecil County,254234.0833
21919,MD,Earleville,Philadelphia-Camden-Wilmington,Cecil County,233865.1667
21920,MD,Elkton,Philadelphia-Camden-Wilmington,Cecil County,160161.3333
21921,MD,Elkton,Philadelphia-Camden-Wilmington,Cecil County,232993.75
21930,MD,Georgetown,Philadelphia-Camden-Wilmington,Cecil County,236915.0833
22003,VA,Annandale,Washington-Arlington-Alexandria,Fairfax County,543628
22015,VA,Burke,Washington-Arlington-Alexandria,Fairfax County,514147.5
22025,VA,Dumfries,Washington-Arlington-Alexandria,Prince William County,383899.0833
22026,VA,Dumfries,Washington-Arlington-Alexandria,Prince William County,358541.1667
22027,VA,Dunn Loring,Washington-Arlington-Alexandria,Fairfax County,959051.25
22030,VA,Fairfax,Washington-Arlington-Alexandria,Fairfax County,561349.5833
22031,VA,Fairfax,Washington-Arlington-Alexandria,Fairfax County,561053.0833
22032,VA,Fairfax,Washington-Arlington-Alexandria,Fairfax County,591081.5833
22033,VA,Fairfax,Washington-Arlington-Alexandria,Fairfax County,486807.8333
22039,VA,Lorton,Washington-Arlington-Alexandria,Fairfax County,795206.9167
22041,VA,Falls Church,Washington-Arlington-Alexandria,Fairfax County,359630.9167
22042,VA,Falls Church,Washington-Arlington-Alexandria,Fairfax County,519022.6667
22043,VA,Falls Church,Washington-Arlington-Alexandria,Fairfax County,664050.8333
22044,VA,Falls Church,Washington-Arlington-Alexandria,Fairfax County,447414.1667
22046,VA,Falls Church,Washington-Arlington-Alexandria,Fairfax County,733837.75
22060,VA,Fort Belvoir,Washington-Arlington-Alexandria,Fairfax County,580765.6667
22066,VA,Great Falls,Washington-Arlington-Alexandria,Fairfax County,1093359
22079,VA,Lorton,Washington-Arlington-Alexandria,Fairfax County,486909.4167
22101,VA,McLean,Washington-Arlington-Alexandria,Fairfax County,1104750.75
22102,VA,McLean,Washington-Arlington-Alexandria,Fairfax County,630300.5833
22124,VA,Oakton,Washington-Arlington-Alexandria,Fairfax County,744953.3333
22125,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,388333.3333
22134,VA,Quantico,Washington-Arlington-Alexandria,Prince William County,228611.0833
22150,VA,Springfield,Washington-Arlington-Alexandria,Fairfax County,475238.6667
22151,VA,Springfield,Washington-Arlington-Alexandria,Fairfax County,502008.75
22152,VA,Springfield,Washington-Arlington-Alexandria,Fairfax County,486560.0833
22153,VA,Springfield,Washington-Arlington-Alexandria,Fairfax County,525653.75
22172,VA,Triangle,Washington-Arlington-Alexandria,Prince William County,356521
22180,VA,Vienna,Washington-Arlington-Alexandria,Fairfax County,726820.25
22181,VA,Vienna,Washington-Arlington-Alexandria,Fairfax County,761465.4167
22182,VA,Vienna,Washington-Arlington-Alexandria,Fairfax County,852571.8333
22191,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,319646.25
22192,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,348510.25
22193,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,328921.6667
22201,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,627678.5833
22202,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,657417.8333
22203,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,603384.9167
22204,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,502693.5
22205,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,844955
22206,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,437675
22207,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,1003630.25
22209,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,662636.3333
22213,VA,Arlington,Washington-Arlington-Alexandria,Arlington County,917589.6667
22301,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,770368.1667
22302,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,361152
22303,VA,Huntington,Washington-Arlington-Alexandria,Fairfax County,399700.9167
22304,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,345697.3333
22305,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,603665.25
22306,VA,Hybla Valley,Washington-Arlington-Alexandria,Fairfax County,463667.5
22307,VA,Belle Haven,Washington-Arlington-Alexandria,Fairfax County,540155.9167
22308,VA,Fort Hunt,Washington-Arlington-Alexandria,Fairfax County,679345.5
22309,VA,Mount Vernon,Washington-Arlington-Alexandria,Fairfax County,424126.0833
22310,VA,Rose Hill,Washington-Arlington-Alexandria,Fairfax County,476077.4167
22311,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,531327
22312,VA,Lincolnia,Washington-Arlington-Alexandria,Fairfax County,461336.1667
22314,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,666948.5833
22315,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,487533.8333
22401,VA,Fredericksburg,Washington-Arlington-Alexandria,Spotsylvania County,310395.75
22405,VA,Fredericksburg,Washington-Arlington-Alexandria,Spotsylvania County,298238.0833
22406,VA,Fredericksburg,Washington-Arlington-Alexandria,Spotsylvania County,356726.1667
22407,VA,Fredericksburg,Washington-Arlington-Alexandria,Spotsylvania County,283353.0833
22408,VA,Fredericksburg,Washington-Arlington-Alexandria,Spotsylvania County,280355.75
22427,VA,Rappahannock Academy,Richmond,Caroline County,195484.9167
22432,VA,Burgess,,Northumberland County,168606.0833
22433,VA,Burr Hill,,Orange County,222163.9167
22435,VA,Callao,,Northumberland County,141436.9167
22436,VA,Caret,,Essex County,156555
22437,VA,Center Cross,,Essex County,174658.25
22438,VA,Champlain,,Essex County,153259.9167
22443,VA,Colonial Beach,,Westmoreland County,197295.8333
22448,VA,King George,,King George County,153361.0833
22454,VA,Dunnsville,,Essex County,182877.9167
22460,VA,Farnham,,Richmond County,125690.3333
22469,VA,Hague,,Westmoreland County,184334.1667
22473,VA,Heathsville,,Northumberland County,240520.0833
22476,VA,Hustle,,Essex County,135033.1667
22480,VA,Irvington,,Lancaster County,278368.6667
22482,VA,Kilmarnock,,Northumberland County,187582.75
22485,VA,King George,,King George County,290403.6667
22488,VA,Kinsale,,Westmoreland County,177853.9167
22503,VA,Lancaster,,Lancaster County,192793.25
22504,VA,Laneview,,Essex County,208450.0833
22507,VA,Lancaster,,Lancaster County,87387.25
22508,VA,Locust Grove,,Orange County,255572.8333
22509,VA,Loretto,,Essex County,205499.25
22511,VA,Lottsburg,,Northumberland County,287268.5
22514,VA,Milford,Richmond,Caroline County,182975.25
22517,VA,Lancaster,,Lancaster County,42341.91667
22520,VA,Montross,,Westmoreland County,201026.25
22523,VA,Lancaster,,Lancaster County,237657.1667
22530,VA,Heathsville,,Northumberland County,319189
22534,VA,Partlow,Washington-Arlington-Alexandria,Spotsylvania County,233281.5833
22535,VA,Port Royal,Richmond,Caroline County,245681.3333
22538,VA,Rappahannock Academy,Richmond,Caroline County,184939.4167
22539,VA,Reedville,,Northumberland County,240816
22542,VA,Rhoadesville,,Orange County,220319.4167
22546,VA,Ruther Glen,Richmond,Caroline County,199504.4167
22551,VA,Spotsylvania,Washington-Arlington-Alexandria,Spotsylvania County,262639.1667
22553,VA,Spotsylvania,Washington-Arlington-Alexandria,Spotsylvania County,324591.1667
22554,VA,Stafford,Washington-Arlington-Alexandria,Stafford County,361882.25
22556,VA,Stafford,Washington-Arlington-Alexandria,Stafford County,342893.5833
22560,VA,Tappahannock,,Essex County,173373.0833
22567,VA,Unionville,,Orange County,216828.8333
22570,VA,Warsaw,,Richmond County,111563.5
22572,VA,Warsaw,,Richmond County,146282.1667
22576,VA,Weems,,Lancaster County,219632.8333
22578,VA,White Stone,,Lancaster County,306991.6667
22579,VA,Heathsville,,Northumberland County,157750
22580,VA,Woodford,Richmond,Caroline County,194088.75
22601,VA,Winchester,Winchester,Frederick County,201533.3333
22602,VA,Winchester,Winchester,Frederick County,257272.9167
22603,VA,Winchester,Winchester,Frederick County,265017.3333
22610,VA,Bentonville,Washington-Arlington-Alexandria,Warren County,280397
22611,VA,Berryville,Washington-Arlington-Alexandria,Clarke County,350673.25
22620,VA,Boyce,Washington-Arlington-Alexandria,Clarke County,328435.4167
22623,VA,Chester Gap,Washington-Arlington-Alexandria,Rappahannock County,173109.25
22624,VA,Clear Brook,Winchester,Frederick County,304109.9167
22625,VA,Cross Junction,Winchester,Frederick County,256400.0833
22627,VA,Flint Hill,Washington-Arlington-Alexandria,Rappahannock County,441486.5
22630,VA,Front Royal,Washington-Arlington-Alexandria,Warren County,250919.9167
22637,VA,Gore,Winchester,Frederick County,271236.8333
22639,VA,Hume,Washington-Arlington-Alexandria,Fauquier County,567570.25
22640,VA,Huntly,Washington-Arlington-Alexandria,Rappahannock County,403042.6667
22641,VA,Strasburg,,Shenandoah County,240295.5833
22642,VA,Linden,Washington-Arlington-Alexandria,Warren County,246429.25
22643,VA,Markham,Washington-Arlington-Alexandria,Fauquier County,610877.4167
22644,VA,Maurertown,,Shenandoah County,197682.4167
22645,VA,Middletown,Winchester,Frederick County,269180.1667
22646,VA,Boyce,Washington-Arlington-Alexandria,Clarke County,290182.8333
22649,VA,Middletown,Winchester,Frederick County,236600.5833
22650,VA,Rileyville,,Page County,179911
22652,VA,Maurertown,,Shenandoah County,208702.4167
22654,VA,Star Tannery,Winchester,Frederick County,241253.5833
22655,VA,Stephens City,Winchester,Frederick County,251295.6667
22656,VA,Stephenson,Winchester,Frederick County,311735.3333
22657,VA,Strasburg,,Shenandoah County,197315.8333
22660,VA,Toms Brook,,Shenandoah County,196179.8333
22663,VA,White Post,Winchester,Frederick County,309422
22664,VA,Woodstock,,Shenandoah County,201490
22701,VA,Culpeper,Washington-Arlington-Alexandria,Culpeper County,273710.5
22709,VA,Aroda,,Madison County,227841.75
22711,VA,Banco,,Madison County,203579.6667
22712,VA,Bealeton,Washington-Arlington-Alexandria,Fauquier County,319283.5
22713,VA,Boston,Washington-Arlington-Alexandria,Culpeper County,322775.25
22714,VA,Brandy Station,Washington-Arlington-Alexandria,Culpeper County,320948.6667
22715,VA,Brightwood,,Madison County,220940.0833
22716,VA,Castleton,Washington-Arlington-Alexandria,Rappahannock County,403639.9167
22718,VA,Elkwood,Washington-Arlington-Alexandria,Culpeper County,275929.5833
22719,VA,Etlan,,Madison County,240614.5833
22720,VA,Goldvein,Washington-Arlington-Alexandria,Fauquier County,394766.5
22722,VA,Haywood,,Madison County,213721.75
22723,VA,Madison,,Madison County,232067.25
22724,VA,Jeffersonton,Washington-Arlington-Alexandria,Culpeper County,419188.25
22725,VA,Reva,Washington-Arlington-Alexandria,Culpeper County,207171.0833
22726,VA,Lignum,Washington-Arlington-Alexandria,Culpeper County,260050
22727,VA,Madison,,Madison County,224110.0833
22728,VA,Midland,Washington-Arlington-Alexandria,Fauquier County,381743.8333
22729,VA,Rapidan,Washington-Arlington-Alexandria,Culpeper County,225070
22730,VA,Culpeper,Washington-Arlington-Alexandria,Culpeper County,204647.8333
22731,VA,Aroda,,Madison County,233401.3333
22732,VA,Madison,,Madison County,196754.75
22733,VA,Rapidan,Washington-Arlington-Alexandria,Culpeper County,248562.6667
22734,VA,Remington,Washington-Arlington-Alexandria,Fauquier County,279659.6667
22735,VA,Reva,Washington-Arlington-Alexandria,Culpeper County,244261.1667
22736,VA,Richardsville,Washington-Arlington-Alexandria,Culpeper County,266190.1667
22737,VA,Rixeyville,Washington-Arlington-Alexandria,Culpeper County,300038.5833
22738,VA,Barboursville,Charlottesville,Greene County,232689.4167
22740,VA,Sperryville,Washington-Arlington-Alexandria,Rappahannock County,349112
22741,VA,Stevensburg,Washington-Arlington-Alexandria,Culpeper County,268173.4167
22742,VA,Sumerduck,Washington-Arlington-Alexandria,Fauquier County,330610.25
22743,VA,Etlan,,Madison County,182432.5833
22747,VA,Washington,Washington-Arlington-Alexandria,Rappahannock County,437270.25
22748,VA,Hood,,Madison County,217751.5
22749,VA,Woodville,Washington-Arlington-Alexandria,Rappahannock County,496179.25
22801,VA,Harrisonburg,Harrisonburg,Harrisonburg City,235686.1667
22802,VA,Harrisonburg,Harrisonburg,Harrisonburg City,189731.8333
22807,VA,Harrisonburg,Harrisonburg,Harrisonburg City,287385.1667
22810,VA,Basye,,Shenandoah County,187245.4167
22811,VA,Bergton,Harrisonburg,Rockingham County,161008.3333
22812,VA,Bridgewater,Harrisonburg,Rockingham County,234883.3333
22815,VA,Broadway,Harrisonburg,Rockingham County,192643.8333
22820,VA,Criders,Harrisonburg,Rockingham County,141571.6667
22821,VA,Dayton,Harrisonburg,Rockingham County,211529.1667
22824,VA,Edinburg,,Shenandoah County,184955.9167
22827,VA,Elkton,Harrisonburg,Rockingham County,179683.5833
22830,VA,Fulks Run,Harrisonburg,Rockingham County,159841
22831,VA,Hinton,Harrisonburg,Rockingham County,139530.25
22832,VA,Keezletown,Harrisonburg,Rockingham County,224684.6667
22834,VA,Linville,Harrisonburg,Rockingham County,222270.3333
22835,VA,Luray,,Page County,164986
22840,VA,McGaheysville,Harrisonburg,Rockingham County,237603.8333
22841,VA,Mount Crawford,Harrisonburg,Rockingham County,253535.5833
22842,VA,Mount Jackson,,Shenandoah County,162409.3333
22843,VA,Mount Solon,Staunton-Waynesboro,Augusta County,223882.6667
22844,VA,New Market,,Shenandoah County,182416.75
22845,VA,Orkney Springs,,Shenandoah County,129024.5833
22846,VA,Penn Laird,Harrisonburg,Rockingham County,298827
22847,VA,Quicksburg,,Shenandoah County,180381.9167
22849,VA,Shenandoah,,Page County,143047.6667
22850,VA,Singers Glen,Harrisonburg,Rockingham County,197561.6667
22851,VA,Stanley,,Page County,142775.25
22853,VA,Timberville,Harrisonburg,Rockingham County,164600.3333
22901,VA,Charlottesville,Charlottesville,Albemarle County,343714.25
22902,VA,Charlottesville,Charlottesville,Albemarle County,307798.5
22903,VA,Charlottesville,Charlottesville,Albemarle County,329718.5833
22911,VA,Charlottesville,Charlottesville,Albemarle County,355589.9167
22920,VA,Afton,Charlottesville,Nelson County,280219.5833
22922,VA,Arrington,Charlottesville,Nelson County,140505.6667
22923,VA,Barboursville,Charlottesville,Greene County,291850
22931,VA,Covesville,Charlottesville,Albemarle County,239498.0833
22932,VA,Crozet,Charlottesville,Albemarle County,420632.5
22935,VA,Dyke,Charlottesville,Albemarle County,275662.5833
22936,VA,Earlysville,Charlottesville,Albemarle County,427089.75
22937,VA,Esmont,Charlottesville,Albemarle County,180404.4167
22938,VA,Faber,Charlottesville,Nelson County,244250.25
22939,VA,Fishersville,Staunton-Waynesboro,Augusta County,251310.5
22940,VA,Free Union,Charlottesville,Albemarle County,429395.75
22942,VA,Gordonsville,,Louisa County,232000.3333
22943,VA,Greenwood,Charlottesville,Albemarle County,353643.9167
22946,VA,Keene,Charlottesville,Albemarle County,228892.3333
22947,VA,Keswick,Charlottesville,Albemarle County,526483.9167
22948,VA,Culpeper,Washington-Arlington-Alexandria,Culpeper County,261702.9167
22949,VA,Lovingston,Charlottesville,Nelson County,197662.3333
22952,VA,Lyndhurst,Staunton-Waynesboro,Augusta County,195814.4167
22958,VA,Nellysford,Charlottesville,Nelson County,354182.8333
22959,VA,North Garden,Charlottesville,Albemarle County,336581.3333
22960,VA,Orange,,Orange County,196976.9167
22963,VA,Palmyra,Charlottesville,Fluvanna County,222054.6667
22964,VA,Piney River,Charlottesville,Nelson County,120733.3333
22967,VA,Roseland,Charlottesville,Nelson County,246983
22968,VA,Ruckersville,Charlottesville,Greene County,244119.75
22969,VA,Schuyler,Charlottesville,Albemarle County,168752.75
22971,VA,Shipman,Charlottesville,Nelson County,146562
22972,VA,Somerset,,Orange County,254545.4167
22973,VA,Stanardsville,Charlottesville,Greene County,199183.1667
22974,VA,Troy,Charlottesville,Fluvanna County,255054.75
22976,VA,Roseland,Charlottesville,Nelson County,163159.25
22980,VA,Waynesboro,Staunton-Waynesboro,Waynesboro City,179844.9167
23002,VA,Amelia Court House,Richmond,Amelia County,193014.75
23004,VA,Palmyra,Charlottesville,Fluvanna County,83761.5
23005,VA,Ashland,Richmond,Hanover County,299036.0833
23009,VA,Aylett,Richmond,King William County,195317.6667
23011,VA,Barhamsville,Richmond,New Kent County,262168.0833
23015,VA,Beaverdam,Richmond,Hanover County,261983.8333
23021,VA,Susan,Virginia Beach-Norfolk-Newport News,Mathews County,242127.5
23022,VA,Bremo Bluff,Charlottesville,Fluvanna County,132851.5833
23023,VA,Tappahannock,,Essex County,191867
23024,VA,Bumpass,,Louisa County,238928.5
23025,VA,Gloucester,Virginia Beach-Norfolk-Newport News,Gloucester County,241370.25
23027,VA,Cartersville,,Cumberland County,165417.5
23030,VA,Charles City,Richmond,Charles City County,155321
23032,VA,Church View,,Middlesex County,155375.5
23035,VA,Dutton,Virginia Beach-Norfolk-Newport News,Mathews County,203046.4167
23038,VA,Columbia,,Cumberland County,168138.5
23039,VA,Crozier,Richmond,Goochland County,314890.3333
23040,VA,Cumberland,,Cumberland County,139392.6667
23043,VA,Deltaville,,Middlesex County,307206
23045,VA,Diggs,Virginia Beach-Norfolk-Newport News,Mathews County,158570.5833
23047,VA,Doswell,Richmond,Hanover County,277635.1667
23050,VA,Dutton,Virginia Beach-Norfolk-Newport News,Mathews County,206707.1667
23055,VA,Bremo Bluff,Charlottesville,Fluvanna County,178599.25
23056,VA,Gloucester,Virginia Beach-Norfolk-Newport News,Gloucester County,210390.3333
23059,VA,Glen Allen,Richmond,Henrico County,396648.9167
23060,VA,Glen Allen,Richmond,Henrico County,284443.8333
23061,VA,Gloucester,Virginia Beach-Norfolk-Newport News,Gloucester County,237788.25
23062,VA,Gloucester Point,Virginia Beach-Norfolk-Newport News,Gloucester County,228396.8333
23063,VA,Goochland,Richmond,Goochland County,221046
23065,VA,Gumspring,Richmond,Goochland County,205779.5
23066,VA,Dutton,Virginia Beach-Norfolk-Newport News,Mathews County,155643.6667
23068,VA,Mathews,Virginia Beach-Norfolk-Newport News,Mathews County,234566.25
23069,VA,Hanover,Richmond,Hanover County,251275.4167
23070,VA,Hardyville,,Middlesex County,271483
23071,VA,Hartfield,,Middlesex County,257826.25
23072,VA,Hayes,Virginia Beach-Norfolk-Newport News,Gloucester County,249641.3333
23075,VA,Highland Springs,Richmond,Henrico County,138941.25
23076,VA,Mathews,Virginia Beach-Norfolk-Newport News,Mathews County,210486.5
23079,VA,Jamaica,,Middlesex County,259597.25
23083,VA,Jetersville,Richmond,Amelia County,149799
23084,VA,Kents Store,Charlottesville,Fluvanna County,199581.6667
23085,VA,West Point,Richmond,King William County,184627.9167
23086,VA,King William,Richmond,King William County,194303.3333
23089,VA,Lanexa,Richmond,New Kent County,269988.25
23091,VA,Little Plymouth,,King and Queen County,178946.3333
23092,VA,Locust Hill,,Middlesex County,241813.5
23093,VA,Louisa,,Louisa County,180712.9167
23102,VA,Maidens,Richmond,Goochland County,317118.0833
23103,VA,Oilville,Richmond,Goochland County,487494.8333
23106,VA,Manquin,Richmond,King William County,180460.0833
23108,VA,Church View,,Middlesex County,167428.9167
23109,VA,Mathews,Virginia Beach-Norfolk-Newport News,Mathews County,187057
23110,VA,West Point,Richmond,King William County,161672.5833
23111,VA,Mechanicsville,Richmond,Hanover County,255641
23112,VA,Midlothian,Richmond,Chesterfield County,264582.8333
23113,VA,Midlothian,Richmond,Chesterfield County,425747.75
23114,VA,Midlothian,Richmond,Chesterfield County,291705
23115,VA,Tappahannock,,Essex County,156256
23116,VA,Mechanicsville,Richmond,Hanover County,330695.6667
23117,VA,Mineral,,Louisa County,246073.5833
23119,VA,Moon,Virginia Beach-Norfolk-Newport News,Mathews County,236922.4167
23120,VA,Moseley,Richmond,Chesterfield County,363813.75
23123,VA,Bremo Bluff,Charlottesville,Fluvanna County,97348.08333
23124,VA,New Kent,Richmond,New Kent County,281897.9167
23125,VA,Port Haywood,Virginia Beach-Norfolk-Newport News,Mathews County,136204.6667
23126,VA,Milford,Richmond,Caroline County,133446.9167
23128,VA,Gloucester,Virginia Beach-Norfolk-Newport News,Gloucester County,221321.9167
23129,VA,Oilville,Richmond,Goochland County,464440.5833
23130,VA,Susan,Virginia Beach-Norfolk-Newport News,Mathews County,146047.5833
23138,VA,Susan,Virginia Beach-Norfolk-Newport News,Mathews County,216457.8333
23139,VA,Powhatan,Richmond,Powhatan County,273794.25
23140,VA,Providence Forge,Richmond,New Kent County,301204.0833
23141,VA,Quinton,Richmond,New Kent County,263048.6667
23146,VA,Rockville,Richmond,Hanover County,332825.9167
23148,VA,Aylett,Richmond,King William County,151610.3333
23149,VA,Saluda,,Middlesex County,195392
23150,VA,Sandston,Richmond,Henrico County,185394.9167
23153,VA,Sandy Hook,Richmond,Goochland County,310848.5
23156,VA,Shacklefords,,King and Queen County,138803
23161,VA,West Point,Richmond,King William County,169949.5833
23162,VA,Mechanicsville,Richmond,Hanover County,337647.3333
23163,VA,Susan,Virginia Beach-Norfolk-Newport News,Mathews County,186463.9167
23168,VA,Toano,Virginia Beach-Norfolk-Newport News,James City County,310458.5
23169,VA,Topping,,Middlesex County,221818.1667
23175,VA,Urbanna,,Middlesex County,238451.1667
23176,VA,Wake,,Middlesex County,210987.5
23177,VA,King William,Richmond,King William County,176290.25
23180,VA,Water View,,Middlesex County,167156
23181,VA,West Point,Richmond,King William County,191746.1667
23185,VA,Williamsburg,Virginia Beach-Norfolk-Newport News,James City County,330416.75
23188,VA,Williamsburg,Virginia Beach-Norfolk-Newport News,James City County,312100.3333
23192,VA,Montpelier,Richmond,Hanover County,309978.1667
23219,VA,Richmond,Richmond,Richmond City,242143.5
23220,VA,Richmond,Richmond,Richmond City,261336
23221,VA,Richmond,Richmond,Richmond City,388979.5833
