zipcode,Income per capita,Median Age Male,Median Age Male,Bachelor's degree > 25,Median Home Value,Public transportation
36879,37696,49.8,44.1,0.196389892,214100,0
36901,14670,65.6,55.8,0,35600,0
36904,20866,46.5,43.5,0.124810319,97700,0
36907,17150,46,44.1,0.187559809,79700,0
36908,25897,46.4,50.5,0.088745981,83500,0
36912,20738,47.1,52.3,0.034382284,75600,0
36915,23412,38,34,0.140350877,58500,0
36916,25076,50.2,51.9,0.016034985,67200,0
36919,19290,39.6,49.8,0.04340836,55700,0
36921,24736,47,49.8,0.159305994,73500,0
36922,25065,55.3,51.6,0.021604938,63800,0
36925,15352,40.3,45.4,0.076326003,49100,0
37010,35666,37.8,40.2,0.16109236,244700,0
37012,23254,41.7,48.3,0.059434507,116300,0
37013,25568,30.8,33,0.236703143,167900,0.008110867
37014,60144,42,41.1,0.317377732,559600,0.009237875
37015,23382,38.3,44.2,0.10699793,161700,0.000512558
37016,34406,51.5,51,0.100496278,194900,0
37018,22658,43,41.5,0.084962406,67800,0
37019,24553,45.4,48.2,0.085903084,100000,0
37020,26043,37.2,34.7,0.164280135,158400,0
37022,22623,34.6,36.8,0.085398124,135100,0
37023,21326,38.2,47.4,0.073124406,139800,0
37025,24011,36.6,40.4,0.073350254,139000,0
37026,22848,41.6,35.9,0.060529634,118100,0
37027,67433,40.3,42.3,0.426226809,552400,0.002861386
37028,35045,51.3,55.5,0.088495575,135400,0.003164557
37029,41335,41.4,43.7,0.141363362,226300,0.003833677
37030,23794,36.8,44.1,0.079409982,134700,0
37031,27919,39.3,40.4,0.116350068,173300,0
37032,28566,39.5,45.6,0.158514493,190000,0
37033,22121,46.3,46.6,0.097494055,119600,0.00422833
37034,26502,39.8,40.5,0.15248227,160900,0
37035,28312,44.1,40.2,0.072368421,160400,0
37036,21604,38.2,43.6,0.086097561,137100,0
37037,29185,31.4,32.6,0.180183946,183300,0
37040,23592,30.2,30.6,0.151538511,158700,0.012253714
37042,22375,27.8,29.1,0.163796503,133300,0.010176829
37043,34172,34.5,36.3,0.251031009,200100,0.007870229
37046,52484,39,39.7,0.248360422,449300,0
37047,25367,46.7,51,0.05015674,116900,0
37048,30958,43.3,42.1,0.144780402,216600,0.002555094
37049,29118,40.5,32.2,0.130597015,202000,0
37050,24114,52.2,53.9,0.150793651,120400,0
37051,24137,46.9,44.8,0.063821138,120100,0
37052,24702,44.4,40.8,0.191838649,165300,0
37055,24352,38.3,39.4,0.104885136,153600,0
37057,15471,48,57.6,0.017973856,145100,0
37058,22141,42.2,43,0.111985689,131400,0.001372684
37059,25053,42.6,58.8,0.092972973,107500,0
37060,32302,39.1,42.6,0.152786475,200900,0.00390625
37061,21743,41.2,45.6,0.074872716,95200,0.002824859
37062,31452,38.5,40.2,0.192192583,212900,0.002079723
37064,45581,40,41.4,0.343837297,394700,0.005400856
37066,32021,38.3,40.7,0.176780017,224200,0.00639768
37067,53352,36.7,38.4,0.392952987,427600,0.001937234
37069,60788,42.7,43.5,0.440196078,443700,0.001343669
37072,32536,38.3,44,0.18804494,201100,0.005398362
37073,28305,36.6,39.3,0.13663096,183400,0
37074,23096,32.5,42.9,0.112623341,131000,0
37075,37463,39.2,41.2,0.246675532,252900,0.00401524
37076,32904,35.4,37.4,0.25399419,193600,0.015112302
37078,19088,46.8,44.7,0.093655589,100700,0
37079,19206,28.1,32.8,0.032579787,116700,0
37080,30491,47.9,48.4,0.133531677,176500,0
37082,30757,42.5,40.2,0.171714871,217200,0.007678677
37083,21414,35.2,38.4,0.04580458,112800,0
37085,30496,42.5,42.8,0.174788824,208600,0
37086,23381,29.7,32.3,0.131750211,144700,0.001232105
37087,28215,37.2,40,0.167223027,222300,0.012137715
37090,31628,40.8,44.3,0.182398324,217600,0
37091,23695,38,39.8,0.092056323,116300,0.002964752
37095,23969,36.4,43.1,0.16152019,155200,0.001798561
37096,28097,43.1,43.9,0.059964727,89200,0
37097,29149,40.7,42.8,0.079746835,72800,0
37098,26313,34,35.8,0.06452381,103000,0
37101,24960,38.2,42.4,0.065695018,110200,0
37110,20902,38.7,41.6,0.086768559,110300,0
37115,23643,34.7,37.2,0.120248339,149800,0.039167748
37118,27895,29.1,45.7,0.170111288,332600,0
37122,37154,38.6,40.9,0.262313625,268600,0.008054588
37127,30274,35.4,36.9,0.233129363,198000,0.002859971
37128,32715,32.3,33.7,0.314499847,213600,0.003886669
37129,31009,36.6,36.4,0.221106183,200900,0.001698773
37130,27534,28.1,28.9,0.245243584,195500,0.003737694
37132,3451,19.4,19.5,0.273809524,-666666666,0.003525264
37134,26719,39.7,40.3,0.077641278,106100,0
37135,44291,37.8,37.6,0.373762376,398300,0.003420195
37137,19752,46.8,48.4,0.06080449,82200,0
37138,31894,41.9,40.4,0.22337167,191600,0.00988587
37140,1786,35.8,44.4,0.016708438,-666666666,0
37141,27984,33.4,32.9,0.136308806,164800,0
37142,24636,44.5,37.5,0.102396514,161200,0
37143,30236,39.1,40.6,0.13751763,197600,0
37144,22098,40.2,38.7,0.083680074,113500,0.003472222
37145,36668,40.3,46.1,0.076866764,117200,0
37146,30645,34.3,33.6,0.159288374,191400,0.024993281
37148,24130,35.6,36.9,0.078211227,144900,0.001949663
37149,25699,39.4,38.7,0.099240506,169800,0
37150,17277,43.4,47.4,0.043227666,105300,0
37151,36401,33.8,41.5,0.065384615,153400,0
37153,34603,38.9,38.8,0.243947008,259900,0.000292398
37160,23090,35.4,39,0.107865372,132200,0.002130209
37165,23733,54,53.5,0.076923077,106300,0
37166,25021,37.8,39.8,0.095597734,138500,0
37167,27391,33,38.1,0.182477404,178400,0.005706088
37171,42748,52.3,54.8,0.06639839,-666666666,0
37172,27088,37.7,40.8,0.095221538,164000,0.005639098
37174,34716,33,35,0.301466937,257700,0.004232683
37175,32169,48.7,59.1,0.076576577,118500,0
37178,17804,42.5,42.9,0.072643979,91300,0.021963824
37179,37009,36,38.3,0.368183682,302300,0.008679245
37180,22289,34.2,37.6,0.120532319,143800,0
37181,21713,31.4,43.2,0.082976903,132400,0
37183,33748,46.2,41.9,0.137539719,176600,0
37184,27188,43.9,41.9,0.100348432,182600,0.004489338
37185,21495,44.7,47,0.096963917,100000,0
37186,25416,40.4,38.8,0.085064293,120600,0
37187,23346,38.6,43.4,0.052941176,149600,0
37188,28905,36.3,37.3,0.181911193,184500,0
37189,31249,40,41.3,0.184546395,200700,0.003827228
37190,26345,42.8,46.4,0.0851894,164400,0
37191,27768,41.1,41.2,0.118364419,151600,0
37201,40985,32.6,31.9,0.332412523,281800,0
37203,43286,32.1,28,0.341825308,342300,0.041138156
37204,47481,30.1,29.8,0.415181447,467900,0.007919688
37205,74126,44.9,45.2,0.391357827,530200,0.021984827
37206,34546,33.4,32.8,0.294834173,301900,0.042723005
37207,20132,32.4,36,0.135485439,145000,0.031506689
37208,26796,31.1,31.6,0.186720143,246100,0.084501934
37209,30190,31,30.2,0.259872857,294400,0.024002641
37210,22513,29.1,31.6,0.192047678,155600,0.040089087
37211,28634,33,32.9,0.244231499,209900,0.013439426
37212,37991,26.1,24.4,0.332865169,511100,0.022141931
37213,9144,39.4,-666666666,0.135802469,-666666666,0
37214,32290,35.6,39.4,0.266182591,167600,0.005601756
37215,84303,45.3,43.7,0.387159533,610400,0.005601765
37216,35816,36.7,36.6,0.264979196,239500,0.02972802
37217,26285,32.9,32.8,0.233466322,157300,0.033584499
37218,24327,38.9,43.1,0.149893921,160800,0.038589805
37219,73632,35.7,46.2,0.418604651,408900,0.023809524
37220,78903,39.8,45.7,0.42983929,446000,0.009329028
37221,44104,38.1,41.8,0.321043348,264900,0.012626263
37228,27460,32.6,35.3,0.12,-666666666,0.008680556
37240,10469,19.9,19.7,,-666666666,0.038674033
37243,-666666666,-666666666,-666666666,,-666666666,
37246,-666666666,-666666666,-666666666,,-666666666,
37301,22418,41.2,47.1,0.091940976,76800,0
37302,34716,39.3,43.3,0.240953717,279800,0.00341006
37303,24976,39.4,42.2,0.13727839,140100,0.003052953
37305,16353,42.3,39.1,0.025682183,45000,0
37306,24635,41.4,44.4,0.024621212,129000,0
37307,28056,42.4,46.7,0.078871618,114900,0
37308,31173,48.3,46.6,0.092778793,165500,0
37309,20417,41.7,37.7,0.053624042,109800,0
37310,25235,42.8,41.5,0.076606986,166300,0.001577287
37311,20614,31.4,36,0.115653733,127600,0.001944895
37312,32636,39.6,42.1,0.171570276,185700,0.003274478
37313,17269,35,45.3,0.120039683,100600,0
37315,3182,20.7,20.4,,-666666666,0.012048193
37317,22839,48,44.3,0.081504702,119100,0
37318,20661,44.3,50.6,0.091555556,79600,0
37321,20713,36.7,38.7,0.072972127,113600,0
37322,22579,43.3,46.6,0.048603075,116900,0.006946742
37323,24475,41.4,42.6,0.113920029,129900,0.001332025
37324,21316,40.4,40.8,0.064911832,115900,0
37325,22855,37.3,42.8,0.068301226,126700,0
37326,19566,52.3,53.9,0.073569482,91500,0
37327,23173,43.8,44.1,0.088044263,147300,0.002890816
37328,20937,56.7,55.8,0.071557971,94000,0
37329,20924,46.5,47.8,0.079177499,124200,0
37330,25091,43.5,45.4,0.105534616,122100,0
37331,26279,46.6,45.6,0.049128661,98700,0.004898267
37332,24702,35.5,47.3,0.091120139,118700,0
37333,19692,51,45.5,0.064343164,68800,0
37334,24912,39.4,43.1,0.135483057,128900,0.003216769
37335,21592,35.8,37.2,0.053631285,94000,0.016431925
37336,22682,46.6,45.5,0.139013453,171200,0
37337,15432,45.5,26.7,0.108132261,61300,0
37338,22645,43.2,46.7,0.07620417,94600,0
37339,16609,34.4,36.9,0.035846724,81800,0
37340,21032,37.5,49.5,0.079006772,111900,0
37341,32700,44.7,45.8,0.126522407,152700,0.003274513
37342,24139,39.9,37.6,0.070318283,112000,0
37343,36337,40.2,44.2,0.216841825,175600,0.001004706
37345,22958,33.9,41.2,0.096539162,101700,0
37347,25893,39.8,41,0.093871081,124500,0
37348,29133,43.8,58.4,0.17810219,154400,0
37350,79645,46.6,48,0.471428571,534500,0
37351,21842,31.9,36,0.212454212,-666666666,0
37352,32458,46.2,47.4,0.140942499,195300,0
37353,27222,41,43.1,0.214445689,163500,0
37354,23054,40.7,43,0.072588583,125000,0
37355,25750,37.4,41,0.121988361,131900,0.00034273
37356,21761,39.2,48.8,0.136190993,172600,0
37357,23099,38.6,37.8,0.072044506,119100,0
37359,27040,53.9,58.8,0.116776316,112000,0
37360,32391,45.5,50,0.14198783,173500,0
37361,35204,56.1,53.3,0.076254826,164400,0
37362,22840,38.8,43.3,0.037067888,111900,0
37363,36082,37.7,41.9,0.246183344,223000,0
37365,16551,47.4,46.1,0.02540107,56600,0
37366,27115,46.3,46.2,0.134281201,150000,0
37367,22949,41.9,45.5,0.091227686,124400,0.000828329
37369,29862,52.2,45.9,0.009358289,88200,0
37370,22872,46.7,43.8,0.06038048,134000,0.005085529
37373,28075,40.1,46.6,0.086086552,146100,0
37374,23389,49.7,49.8,0.066268332,144000,0
37375,25036,27.4,22.4,0.201858544,256000,0
37376,19018,53.4,63.3,0.022364217,111400,0
37377,45463,41.2,45.8,0.320203421,338200,0
37379,30931,42.9,46.3,0.150500196,165200,0.000244658
37380,24621,43.3,42.9,0.082046555,110500,0
37381,25214,44.7,47.4,0.147668394,131800,0.016104981
37385,19512,44.2,46.2,0.069983137,116800,0.002816901
37387,22764,44.9,50.7,0.071428571,78900,0
37388,26745,41,41,0.143430466,132200,0
37391,21176,50.7,56.3,0.060273973,121600,0
37394,16982,34.5,58.6,0.0625,79200,0
37396,24101,42.3,69,0,111200,0
37397,22352,38.8,43.4,0.047971036,112700,0.002011061
37398,31305,41.2,45.7,0.149568924,144600,0
37402,15019,32,33.7,0.151355157,328600,0.141062802
37403,21084,21,20.3,0.308773903,327800,0.009474028
37404,23854,35.2,39.1,0.117148667,121300,0.054171181
37405,40063,37.1,36.3,0.307193886,253600,0.002769444
37406,18038,38.7,43.8,0.078913065,106000,0.074921956
37407,11829,28.9,28.2,0.061266167,67500,0.081500647
37408,43268,39.2,33.2,0.329374505,298100,0.049850449
37409,28176,38.9,34.8,0.367237164,161800,0.002039429
37410,17974,30.5,34.4,0.027647809,75100,0.106521739
37411,24710,39.3,43.5,0.160686038,115300,0.044436052
37412,24929,37.6,41.5,0.140759698,126200,0
37415,31351,37,42,0.227887676,157300,0.002111486
37416,26600,37.9,42.3,0.137058092,136100,0
37419,37247,45.6,44.7,0.16179919,198500,0
37421,32780,38.7,40.7,0.239071921,183000,0.003768196
37601,24361,36,39.9,0.185398175,145300,0.012332607
37604,30684,35.9,38.8,0.236104826,151800,0.007420262
37614,3859,19.9,19.6,0,-666666666,0.015686275
37615,33581,40.3,40.6,0.233649105,194300,0.004032665
37616,24711,47.1,49.8,0.071194763,118300,0
37617,31230,44.8,48.3,0.1325909,154700,0
37618,25428,47.3,42.4,0.119593709,138700,0
37620,24141,42.7,44.2,0.147018825,120000,0.005241215
37640,25502,40.8,44.6,0.123479543,103000,0.010080645
37641,20172,41.4,43.7,0.093410793,112700,0
37642,23708,42.1,43.9,0.098354695,128100,0.002644628
37643,21188,43.7,46.4,0.093098694,115700,0.000690449
37645,25109,37.3,45.1,0.137716067,140600,0
37650,21994,46.2,49,0.111735689,123700,0.013087736
37656,23965,51.8,51.8,0.078836834,142300,0
37657,21552,45.9,38,0.048882682,127800,0
37658,19921,45.3,47.3,0.098227696,120400,0
37659,29106,43.4,44.5,0.160278404,157700,0
37660,25972,41.8,46.4,0.119050166,120000,0.002465516
37663,33182,46.8,49.6,0.193157328,169400,0.000924642
37664,29681,43.9,47.7,0.168924383,152300,0.000719036
37665,19142,33,47.6,0.060554057,94500,0
37680,11362,48.1,49.9,0.051724138,107800,0
37681,23040,45.5,45.7,0.097905282,142400,0.000383436
37682,8899,20.2,20.6,0.214285714,-666666666,0.03030303
37683,19376,44.4,49.5,0.067874204,128300,0.007845188
37686,29027,41.6,46.3,0.134715026,153200,0
37687,23745,43.2,50,0.115395362,104700,0
37688,22025,58.4,62.5,0.084262701,116700,0
37690,23740,45.4,45.7,0.108985926,127500,0
37691,12816,29.3,37.6,0,106000,0
37692,24098,42.9,48.9,0.095661547,160300,0.005724351
37694,22079,50.4,48.9,0.042596349,125000,0
37701,24315,36.8,43.8,0.155273622,128100,0.001161103
37705,29768,43.4,47.7,0.11537222,171400,0
37708,21837,50.4,53.3,0.069172001,109400,0
37709,28424,38.9,44.5,0.132982456,151200,0.005804749
37710,17021,50.7,52.3,0.048114434,63100,0
37711,20832,41.9,43.9,0.038927336,98000,0
37713,16521,35.8,43.9,0.033361848,96100,0
37714,23414,36.7,41.1,0.108362042,111900,0
37715,18420,44.4,47.6,0.018181818,58800,0
37716,26440,43.2,46.7,0.09864886,154200,0
37719,12884,68.1,28.1,0,-666666666,0
37721,26500,40.4,41.6,0.115230906,152400,0
37722,22333,52.6,53.8,0.085015436,124100,0
37723,21644,39.5,39.9,0.083969466,104500,0
37724,17477,34.6,40.9,0.100571429,98300,0.012032086
37725,28430,45.6,48.9,0.095441053,165600,0.006653992
37726,19958,47.1,53.8,0.038095238,95900,0.003424658
37727,19755,49,39.1,0.03848431,117900,0
37729,14611,31.3,34.5,0.017979452,61400,0
37730,-666666666,-666666666,-666666666,,-666666666,
37731,26394,54.1,53,0.110344828,59900,0
37732,21833,56.6,48.8,0,91300,0
37733,26060,53.2,54.8,0.084210526,-666666666,0
37737,34712,50.4,48.2,0.16270111,190800,0
37738,24695,44.3,49.3,0.153078608,186300,0.041402619
37742,28501,40.7,48.9,0.118747183,183800,0
37743,23751,42.4,46.9,0.10082777,125100,0.000197219
37745,26645,44.6,44.4,0.127640703,134100,0
37748,25698,41.4,45.5,0.067803426,110600,0.000762311
37752,21688,37.4,38.5,0.159346723,123400,0
37753,20465,36,49.5,0.032208589,130100,0.003174603
37754,22327,43.5,46.2,0.130217028,116200,0.01953602
37755,17259,34.5,35.5,0.017481128,81400,0
37756,15979,39.4,40.2,0.068863748,72800,0
37757,23490,44,41.1,0.095300834,132500,0
37760,20992,35.7,39.7,0.121703134,136600,0
37762,22285,44,51.5,0.042843691,83600,0.014772727
37763,32954,47.3,51,0.169639794,167100,0
37764,22716,37.9,43.8,0.096555785,165500,0
37765,15388,47.2,50.7,0,102200,0
37766,23644,43.9,45.9,0.056037765,82900,0
37769,22888,46.4,50.7,0.039297272,88500,0
37770,23588,40.9,42.3,0.086839266,110600,0
37771,21738,33.6,37.5,0.102966064,136100,0.001420253
37772,40747,49.5,48.1,0.227710206,235100,0.000163159
37774,32052,55.7,59.2,0.185928571,223500,0.003598417
37777,36345,41,44.8,0.196336911,215100,0
37779,26723,42.6,48.6,0.021193772,100100,0
37801,27077,39.4,41.2,0.143232733,173100,0
37803,33692,43.6,46.9,0.177014644,201600,0.002877602
37804,25066,38.2,41.7,0.145275837,161500,0
37806,23222,44.2,43,0.078182779,133600,0.03152789
37807,18298,38.3,39.3,0.055194356,117500,0.000519481
37809,22469,30.7,41.7,0.076142132,102700,0
37810,23409,41.5,44.5,0.052219321,116100,0
37811,24961,46.2,50.9,0.067777357,109300,0
37813,20420,39.2,41,0.069565956,107200,0.015287628
37814,22163,37.4,41.3,0.115516875,141100,0
37818,18620,40.6,43.5,0.045679012,92800,0.000480307
37819,22883,39.6,55.5,0.175257732,101800,0
37820,21793,41.1,44.3,0.096970752,124200,0.000865801
37821,21261,42.7,45.1,0.060631336,102000,0
37825,22212,44.2,46.5,0.078196721,108100,0
37826,21471,42.8,43.3,0.124251497,136700,0
37828,37085,49.3,46.7,0.2458159,216200,0
37829,23099,46.4,46.8,0.033478894,94400,0
37830,32648,39.8,43.1,0.193318914,153500,0.002800272
37840,23874,41.2,41.8,0.079219126,112700,0
37841,21323,36.2,40,0.072151269,106800,0
37843,24509,47.4,44.8,0.114855072,148400,0
37845,10402,23.2,44.3,0.021406728,76700,0
37846,21169,46.1,45.3,0.06196319,108200,0.009699321
37847,17800,39.3,41.1,0.039766082,73200,0
37848,32914,51.1,38.6,0.175257732,99400,0
37849,27095,37.5,39.7,0.174638792,170700,0
37851,10244,61.1,61.7,0,32000,
37852,19431,42.7,40,0.044078598,95800,0
37853,26320,47.8,50.6,0.140925267,137000,0
37854,22750,48.6,48.1,0.067921781,104400,0
37857,21492,43.2,46.3,0.090481208,110400,0.008480565
37860,25600,43.9,47.1,0.075313808,138200,0
37861,21204,40.3,42.3,0.051046699,110100,0.003939223
37862,24854,41.3,45,0.115077473,184400,9.82E-05
37863,19996,39,48,0.091862997,155200,0
37865,25982,37.8,43,0.126129074,166700,0.00819594
37866,29234,51.1,53.6,0.090177134,221800,0
37869,22450,43,44.6,0.052555588,89400,0
37870,21996,42.5,45.7,0.071285428,102000,0
37871,26754,41.4,40.1,0.121150197,135300,0
37872,21245,48.7,49.8,0.049209139,109400,0
37873,23145,47.8,47.1,0.067482831,92300,0.005646527
37874,19310,39.4,40,0.104980469,112700,0.004541326
37876,24969,41.4,45.1,0.105350009,167100,0.002168367
37877,26104,42.9,44.7,0.112418509,137600,0.0018196
37878,32019,60.4,60.6,0.078431373,103100,0
37879,20066,42.5,45.1,0.075078616,103200,0.002639916
37880,26266,48.9,48.9,0.070491803,183800,0
37881,17408,43.2,45.3,0.046541694,115300,0.044797688
37882,26881,57.5,58,0.160567246,207600,0
37885,28549,50.2,52,0.139243291,167700,0
37886,24072,44.9,35.4,0.082524272,174400,0
37887,14892,34.9,40,0.04625898,92900,0
37888,18135,40.7,43,0.060648801,110100,0.008547009
37890,23672,45.9,42.8,0.094469116,144000,0
37891,26153,46.6,46.1,0.089201878,117000,0
37892,17921,47.1,40.5,0.061052632,83000,0.012048193
37902,45751,31,32.8,0.33694997,340500,0.025018954
37909,29152,31,34.7,0.274781956,176500,0
37912,21572,33.3,33.1,0.143963369,121300,0.015566291
37914,24228,40.2,44.7,0.11368861,119200,0.025014021
37915,12019,30.6,27.5,0.120109815,80100,0.196862348
37916,7745,20.8,20.7,0.223587224,225000,0.011547774
37917,23208,36.9,40.1,0.13900463,99700,0.014575248
37918,27469,38,39.7,0.15787088,155600,0.003967306
37919,48897,36.7,38.8,0.320636187,285900,0.006916273
37920,25510,36.3,38.4,0.17211176,127700,0.006564011
37921,22242,33,35.7,0.159767693,124800,0.014676397
37922,54528,39.3,41.3,0.350236285,317500,0
37923,34411,35.2,37.6,0.277280358,192500,0.001091174
37924,23699,38,40.3,0.142630164,140200,0
37931,34738,37.2,39.1,0.281833616,212600,0.002686505
37932,36596,37.7,39.2,0.277882643,232400,0.001611171
37934,47049,44.1,45.4,0.360151158,317100,0
37938,33151,42.2,46.2,0.183287281,176800,0
38001,21287,36.5,40.2,0.071268776,103700,0
38002,36411,35.8,38.4,0.274210442,232600,0.000151645
38004,36259,35.8,35.7,0.161781946,195000,0
38006,23106,34,41.8,0.076050291,109200,0
38007,20361,-666666666,59.6,0,-666666666,0
38008,20184,36.5,43.9,0.080280983,88400,0.001248829
38011,27096,40.3,39.2,0.127313433,141900,0
38012,22151,37.4,41.5,0.078249895,106400,0
38015,23444,45,49.1,0.085227273,121700,0
38016,33493,33.4,36.3,0.246570655,165600,0.005200928
38017,47209,40.3,40.9,0.345420054,299300,0.001168822
38018,33542,34.5,35.6,0.26488083,165400,0.002564237
38019,23960,36.8,40.5,0.076335878,118100,0.002580058
38021,34535,-666666666,-666666666,0.2,-666666666,0
38023,21685,30.3,33.8,0.054704079,132600,0
38024,26284,39.4,40.4,0.119110299,101400,0
38028,55580,46.4,51.8,0.255346848,323700,0
38029,-666666666,-666666666,-666666666,,-666666666,
38030,22421,24.6,24.3,0.162393162,103400,0
38034,25762,40.7,40.7,0.09394572,86400,0
38036,10613,38.3,52.4,0.046783626,-666666666,0
38037,18447,39.2,39,0.041921397,69400,0
38039,14317,32.4,39.2,0.081730769,86200,0
38040,19633,34.9,39.9,0.056288196,82900,0
38041,9950,37.4,41.7,0.024183175,77200,0.003208556
38042,19218,54.9,51.9,0.1,102800,0
38044,30128,48.7,38.7,0.080213904,107800,0
38046,47969,56.8,59.5,0.153846154,-666666666,0
38047,20902,44.2,51.4,0,-666666666,0
38049,22855,39.6,44.5,0.104462475,95200,0.00243309
38050,19412,39.1,42.4,0.095588235,94600,0
38052,19359,36.6,36.6,0.115849325,82300,0
38053,27755,38.8,45.5,0.108737561,135300,0.001596773
38054,32531,23.9,39.3,0.03875969,-666666666,0
38057,23813,41.4,46.6,0.108199176,138500,0
38058,29065,35.7,41.3,0.094931743,144600,0
38059,22408,33.4,43.6,0.095044522,100900,0
38060,33365,42.2,37,0.162682216,170400,0
38061,19388,45.5,62.2,0.033185841,121000,0
38063,20011,35.6,39.2,0.066586181,87000,0.006681514
38066,42214,47.6,52.8,0.172237697,261200,0
38067,20833,56.5,53.7,0.002229654,121700,0
38068,23443,41.1,45.2,0.112387744,156000,0.00122459
38069,21911,49.4,49.1,0.033796017,76600,0
38070,38803,55.3,56.4,0.114832536,-666666666,0
38075,10952,37.2,47.5,0.057876007,88200,0
38076,25311,42.1,46.7,0.1184,227500,0.00511509
38077,14469,-666666666,60.7,0,-666666666,0
38079,11891,38.3,46.9,0.070961492,74300,0
38080,28198,37,46.5,0.058476395,78200,0
38103,51059,33.4,30.6,0.291384587,248900,0.014492754
38104,35949,38.3,37.7,0.275226757,199700,0.020131717
38105,19970,37.4,37.5,0.134087237,87900,0.074376788
38106,13312,36.5,42.9,0.057425618,51800,0.057482517
38107,18534,37.8,36.8,0.130503,88000,0.072168183
38108,12442,35.2,33.5,0.040183066,48300,0.059227468
38109,17423,35.9,46,0.085354402,68600,0.019004525
38111,28275,29.4,35.3,0.188699166,96800,0.020320856
38112,26301,35.2,33.8,0.154275612,122100,0.054899416
38114,15795,30.6,37.5,0.079990766,55500,0.050952732
38115,18512,26.1,30.2,0.112613369,89500,0.007398639
38116,20586,32.3,37.4,0.111917058,94300,0.016219897
38117,49237,37,43.3,0.327461029,187200,0.001811452
38118,15530,26.6,32.2,0.089601371,71200,0.011376283
38119,38693,35.7,41.2,0.303491664,171000,0.002235284
38120,67244,45.4,47.9,0.321953927,305200,0.004665423
38122,18000,33.2,33.9,0.118054673,71000,0.010275264
38125,33020,36.2,39.1,0.193402429,156500,0
38126,9827,21,25.6,0.016214428,43600,0.054228535
38127,13535,26.1,31.5,0.065923937,58200,0.026710624
38128,17299,28.3,29.4,0.099769939,83500,0.007394854
38131,-666666666,-666666666,-666666666,,-666666666,
38132,-666666666,-666666666,-666666666,,-666666666,
38133,29974,35.3,35.7,0.184771292,152800,0
38134,21573,31.7,35.8,0.134310428,119600,0.001467908
38135,33737,40.5,43.1,0.200248994,168200,0.000197928
38138,54076,44.2,46.6,0.369329854,281600,0.000754274
38139,71277,45.7,46.5,0.41073715,389400,0
38141,22150,29.7,34.5,0.119175888,94000,0.002035673
38152,3705,19.4,19.7,0,-666666666,0.048022599
38201,19285,33.3,43.4,0.112017702,93400,0
38220,20907,42.7,42.6,0.047058824,75200,0.013293944
38221,22725,48.2,50,0.057777778,72600,0
38222,19189,46.1,39.9,0.169014085,112000,0.013192612
38224,18782,38.3,46.6,0.071556351,103100,0
38225,24838,41.4,47.4,0.084889221,83000,0
38226,20981,66.3,60.5,0.025210084,74000,0
38229,22920,41.8,39.6,0.140994689,83900,0
38230,20475,41.7,48.6,0.106170947,77500,0
38231,30411,49,45.4,0.092720971,78700,0.004573171
38232,21821,47.5,47.2,0.161911555,86100,0
38233,23722,47.2,47.9,0.099523557,81100,0.008490566
38235,21865,53.3,41.5,0.125,98800,0
38236,25443,48.5,57.2,0.087128713,90900,0
38237,21527,28,32.6,0.18426317,122000,0.002381286
38240,17962,31.7,39.1,0.056109726,72300,0.003229279
38241,17988,38,36.7,0.088923557,96300,0
38242,22637,41.3,44.9,0.099819394,105500,0
38251,22059,42.8,48,0.066700872,91400,0
38253,23966,36.4,39.3,0.161234991,103700,0
38254,8880,9.8,29.9,0,-666666666,0
38255,21964,44.8,46.5,0.120669056,76000,0.003329634
38256,26526,63.4,61.5,0.086296618,97900,0
38257,28031,42.6,44.2,0.125656067,88400,0.008243174
38258,24229,31.6,49.4,0.133130081,74600,0
38259,22895,51.4,53.3,0.055555556,75600,0
38260,23346,40.5,42.5,0.120352626,86800,0
38261,22892,43.3,43.5,0.085162344,101800,0.003456945
38301,19019,35.7,38.8,0.100860265,86900,0.020710059
38305,29159,35.5,38.4,0.221414561,153000,0.001153999
38310,19466,44.1,39.4,0.125119161,89800,0.001885014
38311,26648,61.6,56,0.078236131,108300,0
38313,21854,48.1,42.4,0.140723982,111100,0
38315,18626,48.1,49.1,0.050155521,71700,0
38316,25522,42.7,43.4,0.091431307,91400,0
38317,18930,46.2,44.6,0.062028986,65600,0
38318,17400,56.4,53.2,0.024489796,73800,0
38320,21234,44.6,49.2,0.087475665,89100,0.009042102
38321,26481,44.5,45,0.049013748,81800,0
38326,33640,57.4,56.2,0.120991254,108100,0
38327,18244,48.1,48.6,0.042253521,62500,0
38328,16402,56.8,45.9,0,74000,0
38329,23669,35.9,44.9,0.082311041,97500,0.011556764
38330,21856,41.4,42.5,0.108503401,67600,0
38332,20207,55.7,60.1,0.081949059,83700,0
38333,22103,52.6,65.6,0.172839506,84000,0
38334,19849,37.3,48.2,0.102184637,88100,0
38337,19976,44.9,36.2,0.051416579,91600,0
38339,19315,40.4,48.4,0.097014925,95000,0
38340,23215,34.7,37.8,0.110220688,109400,0.002437195
38341,20270,42,41.7,0.078152753,79700,0
38342,17008,40,35.7,0.044354839,57200,0
38343,23187,41.7,43.2,0.107261195,94000,0.000991736
38344,23234,38.2,44.7,0.129849138,95900,0
38345,30688,34.9,40.5,0.159453303,91100,0.017259978
38347,6524,14.6,14.6,0,-666666666,0
38348,22544,50.2,55.2,0.048748353,89400,0
