zipcode,Income per capita,Median Age Male,Median Age Male,Bachelor's degree > 25,Median Home Value,Public transportation
10954,45646,41.5,46.1,0.300635145,387500,0.086666667
10956,54861,44.2,46.3,0.312231997,495500,0.088743338
10958,32894,40.3,47.6,0.191290191,290700,0.032471836
10960,49908,38.2,44.8,0.265667575,497300,0.113736903
10962,52646,43.7,51.9,0.263546171,471900,0.042356565
10963,25758,43.7,35.7,0.084821429,212900,0.055432373
10964,83835,51.1,60.5,0.262327416,692200,0.018320611
10965,49542,43.7,42.3,0.240616432,450800,0.104796947
10968,75719,50.2,48.7,0.3437014,581200,0.067857143
10969,41116,41,52.1,0.139065817,281100,0.046666667
10970,39187,41.8,41,0.240265487,329500,0.038762887
10973,37417,33.8,40.8,0.194795539,280200,0.029330889
10974,38467,42.1,44.4,0.220166512,313100,0.046728972
10975,84609,25.9,34.2,0.413333333,184600,0.065868263
10976,33975,35.8,38.2,0.199600798,424400,0.077935223
10977,22758,26.3,28,0.132911023,404500,0.108234548
10979,23365,50.4,-666666666,0,-666666666,0
10980,41546,40.5,45.3,0.189508605,366100,0.040536683
10983,46367,40.1,47.4,0.288238141,474300,0.049788136
10984,44209,43.8,45.5,0.286140089,385400,0.089456869
10985,47716,58.2,31.7,0.047619048,268600,0
10986,50737,47,40.5,0.267393127,467900,0.085659288
10987,62941,45.4,50.1,0.316085038,474400,0.128783001
10988,38627,36.7,51.6,0.183639399,228700,0.070257611
10989,51913,44.4,49.4,0.273406655,412900,0.080464538
10990,46819,45.5,48.3,0.261548286,339600,0.05624605
10992,38171,40.9,44,0.21796682,263000,0.064016173
10993,23208,32.5,42.7,0.094513071,240100,0.045638945
10994,58201,50.3,48.6,0.268560606,497900,0.031962274
10996,21426,21,20.3,0.281978397,-666666666,0.002023706
10998,32815,40.6,41.5,0.191,319400,0.011118833
11001,43964,41.2,45.1,0.260673588,552900,0.198419088
11003,31754,37.7,39.9,0.202140536,386900,0.201465041
11004,38823,43.3,44.6,0.255569092,523700,0.193382455
11005,64070,80.2,82.7,0.202401372,656700,0.324427481
11010,38129,40.6,44.4,0.205715582,463800,0.107575633
11020,67708,44.6,47.4,0.324747475,951500,0.233962264
11021,66494,41.6,49.1,0.301346677,623400,0.362915108
11023,54901,38.1,40.7,0.285346603,893800,0.201991092
11024,53709,26.5,38.5,0.274357313,1644500,0.199099389
11030,95994,45.4,48.3,0.350298242,1274100,0.315924878
11040,47398,43.3,44.4,0.28835079,611700,0.172282449
11042,22557,84.7,88.1,0.057471264,-666666666,
11050,71973,41,43.6,0.326847878,820500,0.271183917
11096,23642,34.5,35.9,0.097214433,376600,0.203570477
11101,46327,34.1,34.1,0.286566355,924200,0.759810208
11102,38734,32.9,34.6,0.320265047,614000,0.720726136
11103,39470,34.4,33.4,0.336004996,792600,0.731398707
11104,37008,38.4,36.9,0.294282946,478100,0.717847329
11105,40501,35.1,35.7,0.311188335,808700,0.641028016
11106,37016,35.3,35.8,0.336691939,571400,0.723591798
11109,87893,33.9,31.1,0.402294142,797400,0.853424994
11201,83309,35.1,35.2,0.356728709,915900,0.68449228
11203,25917,36.3,42.5,0.157450265,447400,0.601068177
11204,22425,33.3,36.3,0.186649162,825500,0.525497452
11205,31851,28.9,30.8,0.259357608,715000,0.596962506
11206,22147,27.7,30.9,0.205030716,655200,0.669049065
11207,20285,32,35.7,0.109454215,470400,0.68128655
11208,19195,30.8,33.7,0.106047583,466200,0.662223924
11209,43049,39.1,42.1,0.284087551,753600,0.577211127
11210,30110,33.9,36.9,0.206584247,623100,0.552514449
11211,42580,31,30.5,0.327428338,1002900,0.625138009
11212,18772,32.9,40.2,0.104614746,425400,0.674312446
11213,23547,30.4,35.9,0.179448065,776300,0.654250105
11214,25960,37.9,41.1,0.206297959,711400,0.589321893
11215,70556,36.1,35.9,0.362279121,1138500,0.676745843
11216,38741,33.2,35.1,0.289290323,1073700,0.723776224
11217,67630,35.2,34.8,0.332066147,1163200,0.722256473
11218,31494,32.8,35.3,0.240798918,751100,0.610363351
11219,16398,27.2,28.6,0.120551629,864700,0.400111989
11220,20151,33.5,35.1,0.138876087,827800,0.615028632
11221,27350,30.3,33.5,0.210056599,784600,0.68456691
11222,51177,35.2,34.3,0.390926865,818200,0.65719738
11223,26454,34.6,38.5,0.19937904,752200,0.554483891
11224,22454,41.9,48,0.204929889,386400,0.566083097
11225,34358,33,36.6,0.225926703,776200,0.72778101
11226,26057,33,36.3,0.186622181,580400,0.728057885
11228,32795,39.3,42.4,0.215232302,864600,0.4748
11229,31040,38.6,43,0.226404875,608400,0.513536128
11230,27187,32.7,34.8,0.231734712,770600,0.505064676
11231,65277,35.9,35.9,0.314177513,1268600,0.619161009
11232,26865,34.3,32.9,0.183698672,705600,0.705526638
11233,24714,30.5,35.2,0.169587122,755900,0.701724762
11234,34686,37.7,42.3,0.204485449,556500,0.434700041
11235,31978,42,47.8,0.278809596,534300,0.483563889
11236,28457,34.4,40.7,0.182253422,517700,0.547161172
11237,24493,30.2,30.5,0.220135214,651800,0.69408213
11238,53712,35.2,36.4,0.338980684,886100,0.714497135
11239,19805,37.7,50.8,0.12091911,499400,0.607126949
11351,-666666666,-666666666,-666666666,,-666666666,
11354,24143,44.3,46.4,0.134397468,498400,0.429376208
11355,21007,41.5,44.3,0.122276971,573700,0.433778993
11356,25776,36.4,38.8,0.12717727,626300,0.306960535
11357,38271,44.8,46.2,0.235206348,678900,0.259461873
11358,32348,42,45.7,0.18518781,752600,0.395507031
11359,-666666666,-666666666,-666666666,,-666666666,
11360,47627,46.1,50.3,0.298679331,522000,0.269297136
11361,38598,41.4,44.5,0.245771773,682500,0.329322309
11362,41235,48,50.8,0.234828678,521500,0.247698844
11363,51363,44.5,50,0.299375118,809800,0.363097004
11364,37342,43,46.7,0.258362,538900,0.347828511
11365,30662,40,41.2,0.225375418,661800,0.378754579
11366,33892,38.5,41.8,0.27115972,729200,0.381227217
11367,27930,34,39.5,0.214778361,479700,0.419525661
11368,17595,32.2,32.6,0.093793909,532800,0.654729652
11369,22638,35.9,40.2,0.114589038,567000,0.54675343
11370,24012,35.5,40.9,0.141369048,671400,0.530261651
11371,-666666666,-666666666,-666666666,,-666666666,
11372,30059,40.1,40.9,0.183050847,325000,0.651796042
11373,22873,37.1,39.2,0.190159731,545500,0.703898475
11374,37825,41.9,45.4,0.295337706,361400,0.602079658
11375,49852,41.3,44.1,0.317477896,395100,0.620212476
11377,27309,39.7,40.4,0.202303333,528700,0.661154425
11378,32412,36.6,38.7,0.190614473,605300,0.464914286
11379,36661,42.1,43.2,0.208449396,646300,0.430947334
11385,29257,34.5,36.3,0.174298817,581900,0.589774276
11411,35141,41.2,46.6,0.194017094,432300,0.38197134
11412,30304,36.9,42.9,0.145244513,427200,0.418136833
11413,31398,36.1,42.5,0.168326253,446800,0.378859499
11414,37839,43.9,46,0.177164808,504300,0.278457343
11415,39619,37.6,40.4,0.276080976,348100,0.538211382
11416,22831,33.4,38.1,0.159629133,524900,0.55262942
11417,26359,38.3,38.3,0.171867766,481900,0.474722565
11418,25484,33.6,37.1,0.177277524,522500,0.516414213
11419,23360,35.6,38.6,0.147865182,481500,0.505492655
11420,26134,38.1,40.4,0.143901794,478000,0.411439114
11421,26377,36.1,39.2,0.174874479,477600,0.591346897
11422,31779,35.9,41,0.16426513,438900,0.333760997
11423,29814,39.7,42.3,0.199534843,475000,0.454928868
11424,-666666666,-666666666,-666666666,,-666666666,
11425,-666666666,-666666666,-666666666,,-666666666,
11426,34168,37.1,40.2,0.219095339,542700,0.262124599
11427,32689,40,44.2,0.196016166,488000,0.399074242
11428,26603,40.1,42.2,0.127703399,472200,0.389794786
11429,28107,35.8,42.5,0.173241494,434500,0.403347095
11430,8608,46.5,-666666666,0.027472527,-666666666,1
11432,25157,35.5,36.5,0.231824283,583900,0.528535182
11433,21593,33.7,36.6,0.112865497,411500,0.503735256
11434,26629,32.3,41.4,0.146140367,402400,0.463136775
11435,26826,34.5,37.4,0.191403101,393300,0.589144624
11436,28190,33.6,39.3,0.133891518,396600,0.42886769
11451,-666666666,-666666666,-666666666,,-666666666,
11501,46431,39.6,43,0.233658903,476900,0.12345679
11507,58211,47.5,48.3,0.263309629,671500,0.162062091
11509,83524,52.4,55.2,0.285202864,750500,0.136454183
11510,40304,39.2,43.2,0.246307141,387100,0.156102067
11514,42889,39.6,45.2,0.228393228,498400,0.108864028
11516,38256,28.3,27.4,0.222949287,499700,0.147804054
11518,47888,36.4,45.7,0.22079752,420100,0.136421205
11520,32359,37,40.2,0.172890356,324800,0.14438807
11530,70809,40.2,43.1,0.364216907,776500,0.235415744
11542,40463,36.9,42.3,0.202792863,492600,0.073824026
11545,87548,43,46.4,0.331184056,847400,0.142407162
11547,49537,26.9,23,0.354609929,524200,0.020361991
11548,37938,22.6,21.8,0.25862069,673900,0.090840273
11549,3978,20.3,20,0,-666666666,0.024777007
11550,25059,34.3,34.8,0.123361916,320000,0.221718656
11552,39965,34.9,42.3,0.209918561,431000,0.138939963
11553,23799,34,35.9,0.129780678,330500,0.106245207
11554,41854,38.9,45.6,0.211622889,432100,0.088690215
11556,-666666666,-666666666,-666666666,,-666666666,
11557,65478,47,47,0.290483217,558900,0.173761946
11558,41618,40.7,48.9,0.13807075,427900,0.152325581
11559,74000,43.6,39,0.296159095,815000,0.129283923
11560,81010,45.5,46,0.350975555,742500,0.132959419
11561,55450,42.8,47.5,0.258381342,498600,0.207548106
11563,46290,43.5,45.1,0.243662668,442700,0.210084784
11565,52913,43.4,50.5,0.293676815,444900,0.20081781
11566,58168,40.4,45.3,0.290592728,526200,0.205611177
11568,84789,31.2,22.7,0.36075407,2000001,0.108757062
11569,78877,51.3,55.5,0.180487805,780800,0.340551181
11570,58736,39.8,45.2,0.28903076,608300,0.257937078
11572,47710,40.4,44.7,0.257628576,460300,0.178654139
11575,27492,32.2,36,0.117216117,296300,0.153903346
11576,89645,49.1,49,0.327786464,955200,0.151945854
11577,68723,41.7,45,0.335927806,800800,0.167816866
11579,64420,46,49.6,0.281035394,673000,0.147265077
11580,37658,38.6,40.8,0.21614753,393900,0.20883679
11581,43534,36.4,40.3,0.27231865,453000,0.218415211
11590,39166,37.5,41.4,0.210457317,442600,0.128980488
11596,61049,40.1,43.2,0.26563608,596900,0.172891798
11598,54998,31.4,36.3,0.260050101,696600,0.195842639
11691,21531,29.4,33,0.155863852,462500,0.394523933
11692,22072,30.7,36.7,0.153590576,381900,0.48110766
11693,30940,35.2,43.1,0.15699238,310800,0.42341762
11694,45846,47.3,50,0.239156139,651300,0.241063738
11697,51177,49.6,47,0.281487405,570900,0.122558923
11701,32551,37,41.1,0.159743085,343000,0.079215314
11702,55729,41.9,45,0.266417249,447800,0.155931755
11703,41639,42.3,42.3,0.164687112,345300,0.054610564
11704,34981,38.6,42.8,0.154906246,347200,0.091665831
11705,50749,44,43.6,0.223146747,431600,0.055334922
11706,31515,34.9,36.6,0.145201991,326700,0.089147864
11709,50660,47.6,51.2,0.213683788,536200,0.118883312
11710,49749,42,43.9,0.266388753,475100,0.138354459
11713,33850,33.4,38.2,0.099188027,329200,0.026654197
11714,44432,42.3,46.3,0.256073302,428200,0.108415928
11715,42251,39.5,43.2,0.255862898,415300,0.064067927
11716,41094,35.7,44.9,0.146079009,375700,0.041984057
11717,23388,33.8,32.3,0.093644218,294900,0.040748934
11718,58598,46.7,49,0.317219153,498800,0.098318241
11719,39111,50.4,50.1,0.172305271,414000,0.082054703
11720,39253,35.4,39.5,0.190369131,343300,0.044999314
11721,66324,51.6,49.2,0.287491518,607100,0.129839786
11722,26317,33.5,36.5,0.116120739,263100,0.070233281
11724,100511,44.1,43.6,0.346747777,1107400,0.188690476
11725,52590,45.4,48.1,0.272457668,472300,0.066838898
11726,27782,36.4,39.5,0.122064057,298000,0.088891072
11727,36844,36.9,44.1,0.171781756,299300,0.041422456
11729,36026,37.4,42.8,0.199916549,358800,0.06316166
11730,47262,37.8,44.3,0.198100264,403800,0.058750195
11731,45905,42.6,45.3,0.254901961,479500,0.090649633
11732,63113,46.7,50.9,0.20534407,631300,0.085522638
11733,64961,46.1,47.1,0.256610995,482800,0.06064002
11735,43661,40.4,42.5,0.22028017,408100,0.128537334
11738,37227,38.5,41.6,0.160186496,351400,0.03560529
11739,63158,44.3,46.7,0.289897511,636700,0.086859688
11740,47541,45,46.6,0.299652119,549200,0.08709904
11741,41252,39.8,43.2,0.19416066,365100,0.051226158
11742,44991,44.4,43.9,0.19383797,348700,0.060941001
11743,65813,46.7,47.2,0.289830395,600400,0.135460302
11746,46983,38.6,41,0.241708091,481600,0.104768545
11747,63700,47.8,50.5,0.280567917,623000,0.085286609
11749,34417,36.2,41.7,0.172903226,317400,0.046432616
11751,44930,40.5,43.5,0.220050564,371000,0.069989534
11752,39959,36.7,47.2,0.188558352,352800,0.042825249
11753,76084,44,46.1,0.374971662,800700,0.219596181
11754,49666,43.9,47.3,0.247109273,444000,0.080232283
11755,47443,40.2,42,0.219738031,405100,0.098622764
11756,41195,40.7,42.7,0.187158696,378000,0.117408377
11757,35403,40.1,43.3,0.147058824,347600,0.074883389
11758,49492,41.2,46.6,0.256628564,461200,0.146274218
11762,47693,42.4,44.2,0.265320423,460400,0.12348862
11763,35184,35.8,43.2,0.169306881,312800,0.042705842
11764,45627,38.8,43,0.229436142,434700,0.03594306
11765,123944,48.6,50.6,0.358267717,2000001,0.109090909
11766,48541,44.8,42.5,0.213187845,450800,0.015760581
11767,46047,44.2,44.5,0.260499486,449400,0.030211875
11768,63893,48.4,50,0.312822186,637900,0.093876314
11769,46956,47.6,50.1,0.197596379,413100,0.081618335
11770,53172,43.5,53.8,0.295454545,675000,0
11771,84100,46.4,46.3,0.320827943,818900,0.099830795
11772,36226,38.3,40.5,0.15798418,313800,0.028737864
11776,38845,39.9,42.7,0.202336422,353800,0.035096271
11777,62285,44.9,47.9,0.167927607,524000,0.043165468
11778,40588,37.4,39.1,0.179837893,290600,0.01754386
11779,36063,38.5,41.9,0.170003406,339300,0.065884477
11780,59998,45,47.7,0.231357553,499200,0.047344262
11782,50581,42.7,47.9,0.238506839,440600,0.079055161
11783,49656,42.2,44.1,0.263086428,456500,0.143405539
11784,32922,36.3,40.7,0.166271628,304900,0.041093809
11786,46356,39.2,40.4,0.197460159,415200,0.035305655
11787,52640,44.5,46.3,0.256838969,484600,0.052925122
11788,44266,42.6,43.9,0.26671844,468300,0.060068932
11789,41937,44.3,44.6,0.292682927,304200,0.043566135
11790,43515,22.3,35.7,0.29605485,455900,0.053024453
11791,75291,42.2,43.6,0.326044424,686000,0.195043103
11792,52228,40.2,40.8,0.211606854,427300,0.006951988
11793,51845,40.8,45.3,0.258879061,459000,0.151132707
11794,2884,19.8,20,0.402439024,-666666666,0.078980892
11795,44910,42.6,44.9,0.199069345,416800,0.075383537
11796,39385,43.5,47.3,0.181018688,383500,0.08026554
11797,86557,51.4,53.3,0.310895522,845400,0.204093075
11798,25534,31.3,33.8,0.127998256,301100,0.106727575
11801,40236,41.7,45.9,0.231987825,427500,0.121516542
11803,60678,42.7,45.4,0.333164634,566700,0.189691778
11804,61029,44.7,46.6,0.315192084,562800,0.118910625
11901,32882,40.3,46.7,0.10956146,307100,0.0194896
11930,67032,55.9,66.3,0.208333333,1483300,0.024048096
11932,65620,50.4,48.3,0.285057471,975600,0.039669421
11933,40372,46.8,53.5,0.112972142,350000,0.054556922
11934,39696,42.5,37.7,0.104617743,371500,0.002081707
11935,47583,51.8,51.5,0.255833687,551300,0.056834532
11937,74079,49.3,52.4,0.268463395,802300,0.117039587
11939,50943,61,62,0.218942189,625800,0.01038961
11940,43901,41.8,47.4,0.110391363,431400,0.026666667
11941,49125,45.6,40.5,0.209510682,497500,0.0039801
11942,46672,46.6,46.7,0.145878026,560500,0.033844765
11944,43286,56.1,56.3,0.178319624,484300,0.06253832
11946,43989,39.9,44.8,0.203140334,466200,0.063951226
11947,64143,81.1,24.9,0.423423423,659100,0
11948,49363,37.3,49.2,0.12324493,539700,0.035196687
11949,41120,38.9,45,0.174217463,417500,0.01324799
11950,27691,33.3,34.7,0.10259301,235100,0.030922142
11951,30005,36,40.6,0.109867629,210300,0.033673982
11952,53061,53.7,52.8,0.236320381,568800,0.018256334
11953,35462,42.4,45,0.150046792,277000,0.035947712
11954,48676,52.5,56,0.32940384,890200,0.020766773
11955,41782,51.6,44,0.112198532,384600,0.042093902
11956,47506,54.3,63.5,0.308108108,753300,0
11957,73859,62.9,64.6,0.233183857,803800,0.128027682
11958,63382,51.2,65.8,0.205128205,606500,0.032163743
11959,51187,51.9,51.9,0.293423272,1046900,0.033333333
11960,55879,65,58.7,0.167785235,817700,0.107266436
11961,34842,45.6,53.5,0.10526836,279300,0.021301544
11962,96793,65.7,63.7,0.645669291,2000001,0
11963,60850,40.6,50.9,0.325409987,865400,0.042905143
11964,53114,51.4,50.2,0.297368421,850000,0
11965,54584,61.7,53.5,0.270788913,814400,0.052845528
11967,30957,37.8,33.8,0.105805296,262500,0.036809345
11968,70174,53.4,49.4,0.3148543,890900,0.095495495
11970,31675,68.4,59.5,0.329545455,-666666666,0
11971,46096,52,55.4,0.240313273,563700,0.069979006
11972,47486,41.6,47.7,0.297968397,522300,0.014965986
11973,6967,20.5,-666666666,0,-666666666,0
11975,58019,35.5,55.9,0.367088608,1684800,0
11976,93799,52.3,49.7,0.311554749,1582900,0.091312057
11977,55801,48.6,55.1,0.252184042,785400,0.1085353
11978,59122,46,50.5,0.242582897,642700,0.052917232
11980,39844,37.7,39.9,0.175834509,300700,0.025924514
12007,-666666666,-666666666,-666666666,,-666666666,
12008,39401,42.3,45.9,0.252314815,225000,0
12009,41093,39.8,44.1,0.203523582,257100,0.013444146
12010,26111,37.6,43.8,0.107495672,112100,0.016076383
12015,31084,45.5,48.8,0.105898123,174300,0.013389711
12017,43335,47.8,50.9,0.253246753,261500,0.024630542
12018,42120,49.9,50.2,0.177769666,214400,0.009204807
12019,48805,45.9,46.3,0.25492971,283200,0.007884193
12020,39245,40.3,43.4,0.234122203,227900,0.01019599
12022,31818,55.6,49.6,0.099352052,147900,0
12023,32885,42.8,46.7,0.168350168,182700,0.025120773
12024,-666666666,-666666666,-666666666,,-666666666,
12025,33980,47.3,45.8,0.122095897,156100,0.00323741
12027,48356,44.2,45.9,0.321873819,268800,0.004235045
12028,35967,43.8,42.7,0.150227618,162100,0.023305085
12029,48434,43,57.3,0.183271833,286000,0.041431262
12031,19882,39.3,48.5,0.1953125,120300,0
12032,29263,51.6,53.2,0.117561684,134100,0
12033,41650,45.9,47.5,0.177543023,216000,0.015208178
12035,20441,42.5,46.2,0.043177893,86600,0
12036,29828,36.5,48.9,0.101265823,114600,0.060606061
12037,32149,48.9,48,0.12335958,220800,0.022222222
12040,15907,63.1,22.9,0.113636364,92900,0
12041,31257,48.4,34.6,0.0234375,163200,0
12042,32621,54.2,59.3,0.081871345,147100,0
12043,24931,32.5,34.7,0.171137451,149100,0.007192175
12045,23400,37.9,57.4,0.033149171,137500,0
12046,35463,44.1,38.8,0.237129485,201100,0
12047,32609,39.8,39.6,0.175153436,175900,0.037868822
12051,20652,36,41.4,0.104447887,171400,0
12052,34381,44.7,44.6,0.127746135,181500,0
12053,31723,38.4,43.3,0.155459387,221100,0
12054,51498,39.1,46.9,0.276018494,264100,0.017473118
12056,30296,35.5,36.5,0.25,208600,0.005817712
12057,28810,56.4,47.8,0.075411914,178200,0.009146341
12058,27147,38.4,30.7,0.137080868,213600,0.012931034
12059,37496,47.5,51.6,0.195843325,234300,0
12060,45666,51.3,48.9,0.129584352,245900,0.027845036
12061,46022,41.9,46.5,0.236384538,244100,0.015076374
12062,32917,38.1,45.8,0.108326597,178000,0
12063,35633,33.6,34.2,0.184115523,193300,0
12064,26826,58.6,56.7,0.122093023,86900,0.031446541
12065,44737,39.6,42.8,0.282759985,268600,0.010596597
12066,37382,51.5,46.9,0.114992722,154200,0
12067,35535,39.5,46.8,0.161971831,229600,0
12068,30945,42.3,44.6,0.094174757,127000,0.002161383
12069,18211,25,68.1,0,125300,0
12070,36692,35.7,51.7,0.108,112200,0
12071,26771,46.3,34.8,0.109090909,120800,0
12072,24913,34.9,35.6,0.120253165,112000,0
12074,35194,46.1,48,0.21978022,233600,0
12075,32436,48.7,58.5,0.224207235,216100,0.00231303
12076,29981,50,52,0.092050209,139100,0.009771987
12077,56187,45,42.6,0.264919011,291200,0.013570823
12078,23919,41.7,45.3,0.068411552,89900,0.004421984
12083,33121,43.6,47,0.165646519,178100,0.008259912
12084,42755,34.4,33.5,0.249925882,269400,0.03030303
12085,16242,32.2,42.4,0.157706093,-666666666,0
12086,33392,51.1,57.4,0.111563518,154000,0
12087,24703,43.8,33.3,0.025423729,122400,0.030909091
12089,46938,-666666666,54.3,0.530434783,-666666666,0
12090,28346,42.5,46.1,0.185405277,134800,0
12092,29001,56,58.9,0.088388215,109400,0
12093,26080,48.1,47.2,0.122835944,157600,0.023400936
12094,32692,36.1,36.5,0.127113703,175500,0
12095,29147,36.7,43.6,0.136968855,103700,0.004545455
12106,43626,48.1,54.6,0.240063593,238200,0.018196203
12108,31896,71.2,38.7,0.057636888,258300,0
12110,32806,35.1,39.7,0.229972129,242700,0.01606608
12115,49435,70.6,67.2,0.495652174,-666666666,0
12116,28698,54.9,50.9,0.121631464,106100,0.043269231
12117,28936,47.8,48.3,0.11218895,144800,0
12118,40475,41.1,42.6,0.209212535,260300,0.00807224
12120,32353,46.6,50.7,0.052,200700,0.010600707
12121,34823,51.4,50.2,0.106969206,205300,0
12122,30100,51,50.1,0.124133949,121900,0.032067094
12123,39372,40.2,43.6,0.190137265,208200,0.007362356
12124,21516,47.4,52.7,0.116575592,199700,0
12125,34047,43,44.5,0.198868992,175600,0.020979021
12130,30837,47.8,43.1,0.096551724,206300,0
12131,28862,43.4,51.5,0.0625,171900,0
12132,23810,59.6,43.5,0.030927835,290400,0.051020408
12134,26733,43.8,43.1,0.077399381,164000,0.002123142
12136,49141,51.1,57.1,0.176470588,357600,0.026315789
12137,31694,48.5,39.8,0.130204391,186900,0
12138,30446,45.6,47.2,0.118442623,158100,0.002027027
12139,37056,45,52.3,0.111111111,187500,0
12140,42147,48.9,48.4,0.134745763,208600,0
12143,31588,40.4,47.2,0.139138241,177400,0
12144,37018,40,40.7,0.198667308,179000,0.036705972
12147,38263,47.6,48.3,0.127604167,241100,0
12148,50024,46.8,43.9,0.238839286,340700,0
12149,27357,40,45.5,0.111492281,152600,0.012770138
12150,29777,40.5,51.3,0.168555241,145900,0.016274864
12151,47614,50.4,47.6,0.321711569,213900,0
12153,30180,34.6,41.3,0.175603217,300000,0
12154,32543,37.1,48.4,0.128480703,190300,0.007518797
12155,25772,46.8,46.1,0.153904473,117700,0
12156,36492,34.4,43.9,0.135285914,303600,0
12157,32094,48.2,46.4,0.100132188,160700,0.013822435
12158,39692,41,40.4,0.143670886,218800,0.010005131
12159,61293,45.5,49.3,0.278055754,340400,0.016129032
12160,30325,45.5,51.8,0.15052161,150500,0
12161,38113,28.9,54.5,0.159763314,-666666666,0
12164,29866,58.9,63.7,0.058823529,152300,0
12165,43513,56.6,51.7,0.129251701,356300,0.180851064
12166,24283,51.3,44.7,0.08632287,117200,0.011764706
12167,27945,53.3,49.4,0.125410991,142200,0.007894737
12168,41491,46.6,50,0.130998703,144300,0
12169,44628,46.9,35.4,0.176470588,168100,0
12170,33832,43.8,44,0.143339904,222100,0.029930929
12172,16438,20.9,24.8,0.206521739,159400,0
12173,30098,37.4,41.3,0.150777552,163900,0
12174,36834,43.1,40.8,0.251231527,171900,0
12175,28791,51.4,52,0.182242991,142700,0
12176,27524,50.2,48.1,0.1171875,188300,0
12177,46026,63.4,59.3,0.146428571,115600,0
12180,29376,32.4,35.3,0.18184152,172500,0.059257506
12182,27832,33.7,39.7,0.121693644,145500,0.047366873
12183,30792,39.1,45.3,0.144578313,130100,0.015895954
12184,37494,42.5,45.8,0.194106738,229800,0.012175585
12185,37660,38.8,39.5,0.142386289,210100,0
12186,50377,43.6,50.5,0.26188803,253800,0.003119152
12187,30673,43.1,55.9,0.090487239,176000,0
12188,36807,38.2,40.6,0.218116958,215100,0.010682398
12189,31770,38.1,40.8,0.192497218,170500,0.038570495
12190,24594,48,58.2,0.080370943,161700,0.002777778
12192,34846,55.9,49.7,0.13812544,160000,0.007954545
12193,34555,46.9,52.7,0.103016924,179400,0.013959391
12194,22760,53.2,33,0.127906977,86000,0
12195,26017,76.1,53.4,0.235294118,227200,0
12196,41990,41.1,40.8,0.167164179,222600,0.00855676
12197,27092,46.8,44.8,0.149480969,127800,0.004739336
12198,39392,43.2,45.7,0.166636577,198400,0.004705882
12202,20887,32.3,33,0.115472313,98900,0.323953025
12203,35924,31.9,35.7,0.242778682,207900,0.065404056
12204,36544,35.2,35.1,0.303364486,180200,0.111545988
12205,33293,39.2,45.3,0.186754085,206900,0.03326755
12206,18524,30.8,30.2,0.089141175,103900,0.263492063
12207,19043,52.2,32.1,0.071814672,156600,0.28
12208,36900,33.4,35.6,0.248160262,196600,0.068620147
12209,29629,35.4,36.8,0.168276563,157900,0.101989529
12210,36936,31.2,29.6,0.258739124,156100,0.170019789
12211,54451,48.5,51.1,0.242542973,290600,0.013613159
12222,3091,19.7,19.6,0,-666666666,0.161209068
12302,34649,40,44.2,0.211264668,181500,0.019912174
12303,34432,39.5,43,0.168583142,177400,0.018686088
12304,27411,36.6,42.7,0.133032903,122200,0.075343774
12305,22426,35.9,29.8,0.146362587,130800,0.061087061
12306,29771,39.8,44.7,0.161063908,162900,0.021818458
12307,15686,30.7,26.4,0.115146147,81100,0.168031021
12308,23750,32.5,35.1,0.18179998,126000,0.085121501
12309,46966,41.4,45.3,0.257836916,245800,0.016241461
12401,30045,40.7,41.3,0.162738409,184300,0.034110157
12404,52433,46.4,47.4,0.224852071,255900,0.07587769
12405,26450,52.1,49.9,0.194154489,222000,0
12406,24510,41.1,47.2,0.145185185,187500,0
12407,23970,61.1,59.8,0.180451128,237500,0
12409,51769,54.7,41.4,0.32247557,364100,0.042288557
12410,32008,58.5,55.8,0.191099476,184400,0
12411,26484,50.4,29.7,0.162068966,244500,0
12412,37301,50.8,62.2,0.219354839,224400,0
12413,23694,44.9,43.8,0.103796252,149800,0.003897116
12414,25354,42.1,50.6,0.112174241,166400,0.026162791
12416,16273,36.9,36.4,0.172774869,286500,0
12417,22532,37,40.2,0,-666666666,0
12418,25055,39.2,42,0.121890547,178000,0
12419,31011,40.9,40,0.244131455,250000,0
12420,44706,35.3,35.1,0.373493976,-666666666,0.078341014
12421,61084,61.8,56.7,0.208029197,-666666666,0.042553191
12422,44700,24,53.5,0.111111111,180100,0.088050314
12423,29688,42.5,45,0.135057471,200500,0.012578616
12424,36864,60.7,66.1,0.32231405,179200,0
12427,48608,31,34.9,0.30952381,131900,0
12428,23332,40.8,37.2,0.108953614,141500,0.018518519
12429,32297,55.2,32.5,0.263473054,300000,0
12430,29339,57.3,53.4,0.091205212,216400,0.007594937
12431,26173,50.1,39.2,0.125576037,175500,0
12432,21379,45.4,45.9,0.09039548,205000,0
12433,45172,61.4,63,0.214723926,273300,0.0456621
12434,25964,45.9,57.8,0.085526316,97500,0.045977011
12435,19532,36.9,60.4,0.198347107,266700,0
12439,21932,62.3,60.3,0.073929961,182200,0
12440,35713,46.4,55.1,0.13452381,277300,0
12441,22562,-666666666,-666666666,0.117647059,-666666666,0
12442,22004,59.6,58.7,0.135095448,202000,0
12443,53968,51,52.7,0.195595371,228300,0.034188034
12444,34766,57.5,56.9,0.139954853,244400,0
12446,28533,40.7,44.2,0.109447005,228900,0.041162228
12448,115204,57.6,57.9,0.301703163,417600,0.058333333
12449,31080,47.5,51.5,0.147682357,177800,0
