,zipcode,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Female,Bachelor's degree > 25,Public transportation,clusters
2333,10312,556309.4167,39200.0,40.5,42.7,0.204656212,0.22180424399999998,4
2334,10314,538954.9167,36201.0,38.3,43.1,0.19658133,0.269180498,4
2336,10454,513421.1667,13394.0,28.0,31.1,0.059095697999999995,0.714330025,4
2346,10464,507648.3333,49875.0,43.3,47.4,0.229773463,0.22143156100000005,4
2357,10501,632441.6667,58707.0,50.2,46.1,0.335789474,0.056162246,4
2358,10502,739332.6667,71792.0,40.4,50.8,0.26874840000000005,0.198044895,4
2359,10503,1119514.5,119014.0,48.9,66.9,0.21387283199999998,0.45,4
2360,10504,1119176.9170000001,107090.0,44.5,46.2,0.35884543799999996,0.20880752100000002,4
2361,10505,714804.8333,54428.0,38.9,44.3,0.168333333,0.187134503,4
2362,10506,1042380.917,120677.0,46.9,44.1,0.372194855,0.201582517,4
2363,10507,656456.1667,42439.0,34.8,36.5,0.200704915,0.160599572,4
2365,10510,741708.8333,85775.0,43.6,45.6,0.317597173,0.258596134,4
2368,10514,866069.75,120222.0,41.0,43.5,0.361677116,0.349339522,4
2371,10518,749779.5833,74303.0,58.8,45.9,0.47961373399999996,0.183144246,4
2373,10520,533262.0833,60507.0,45.0,44.2,0.270831046,0.22816814,4
2374,10522,693758.75,69859.0,37.5,42.4,0.271156936,0.21641025600000002,4
2376,10524,509340.1667,54513.0,47.6,46.3,0.245276873,0.152716593,4
2377,10526,546352.75,83716.0,43.9,49.5,0.282287823,0.142112125,4
2378,10527,632521.75,56301.0,49.7,47.1,0.183303085,0.0625,4
2379,10528,998165.6667,70424.0,38.2,41.7,0.300076915,0.293215536,4
2380,10530,543356.5,65058.0,44.2,48.5,0.294939271,0.264888248,4
2381,10532,570019.5833,46180.0,42.5,47.0,0.23270975100000002,0.123423423,4
2382,10533,936575.0,82583.0,43.5,44.3,0.298169854,0.253213016,4
2384,10536,740232.4167,85131.0,44.5,44.5,0.331433457,0.175009553,4
2386,10538,1175146.1670000001,98067.0,38.6,42.9,0.341603407,0.4008939970000001,4
2388,10543,786116.4167,63322.0,37.3,45.3,0.267771209,0.23867645699999998,4
2389,10546,611104.9167,83968.0,45.3,44.8,0.270132518,0.214188267,4
2392,10549,600756.4167,61165.0,39.5,46.6,0.244897959,0.16227428,4
2396,10560,561226.9167,67060.0,50.5,49.2,0.377020785,0.083404619,4
2400,10570,703493.8333,57368.0,37.9,40.2,0.29865561,0.162583158,4
2401,10573,598918.6667,41276.0,38.4,39.2,0.21726405399999998,0.20030246100000001,4
2402,10576,854056.5833,125653.0,48.9,51.8,0.360133075,0.194467728,4
2403,10577,1365132.333,50139.0,20.6,20.3,0.34598214299999996,0.15560166,4
2406,10580,1692228.917,107722.0,43.0,44.1,0.382891125,0.339105139,4
2407,10583,1219361.3329999999,107688.0,42.5,44.5,0.29491866899999997,0.36099876,4
2410,10590,617998.6667,73009.0,45.7,44.8,0.369704484,0.11161601800000001,4
2411,10591,700915.4167,54487.0,39.0,41.3,0.219972843,0.209401709,4
2412,10594,671589.75,51196.0,36.1,45.0,0.291678582,0.11867704300000001,4
2413,10595,614470.8333,43243.0,33.7,41.8,0.23292682899999997,0.16608778,4
2415,10597,903871.0833,120359.0,58.1,46.5,0.434920635,0.151862464,4
2419,10604,676961.75,52725.0,40.2,43.5,0.237198894,0.15664477,4
2420,10605,592640.5833,61340.0,41.9,45.8,0.25794976,0.1538299,4
2422,10607,567024.0,51890.0,41.5,44.3,0.223426116,0.128787879,4
2427,10706,709851.8333,77158.0,44.8,45.0,0.310986658,0.303050252,4
2428,10707,640933.3333,60911.0,39.1,44.0,0.26686904899999997,0.319186735,4
2429,10708,707548.25,76078.0,42.7,43.1,0.290390847,0.321707642,4
2430,10709,617630.25,60427.0,40.5,45.1,0.259076647,0.20606653600000002,4
2431,10710,539258.0833,44092.0,42.9,44.5,0.249167014,0.172488408,4
2432,10801,546950.9167,33459.0,35.7,36.4,0.168899243,0.237050753,4
2433,10803,896859.5,72954.0,37.2,40.1,0.28790568,0.337684644,4
2434,10804,791235.75,88167.0,44.7,46.7,0.320133307,0.210861322,4
2437,10913,534447.1667,51012.0,35.3,44.8,0.318089135,0.053435115,4
2460,10952,683646.6667,19097.0,18.6,20.1,0.145710395,0.093868157,4
2465,10960,538586.6667,49908.0,38.2,44.8,0.265667575,0.11373690300000001,4
2466,10962,506949.0,52646.0,43.7,51.9,0.263546171,0.042356565,4
2468,10964,670379.9167,83835.0,51.1,60.5,0.26232741600000004,0.018320611,4
2470,10968,611969.5833,75719.0,50.2,48.7,0.3437014,0.067857143,4
2476,10976,507149.3333,33975.0,35.8,38.2,0.199600798,0.077935223,4
2484,10987,519181.5,62941.0,45.4,50.1,0.316085038,0.128783001,4
2492,11001,626127.9167,43964.0,41.2,45.1,0.260673588,0.19841908800000002,4
2495,11010,531669.5,38129.0,40.6,44.4,0.20571558199999998,0.107575633,4
2496,11020,1127965.6670000001,67708.0,44.6,47.4,0.324747475,0.23396226399999998,4
2497,11021,1188178.5829999999,66494.0,41.6,49.1,0.301346677,0.362915108,4
2498,11023,1156012.1670000001,54901.0,38.1,40.7,0.28534660300000003,0.20199109199999998,4
2499,11024,1768761.5,53709.0,26.5,38.5,0.274357313,0.199099389,4
2500,11030,1574915.25,95994.0,45.4,48.3,0.35029824200000004,0.315924878,4
2501,11040,683184.1667,47398.0,43.3,44.4,0.28835079,0.17228244899999998,4
2502,11050,926046.8333,71973.0,41.0,43.6,0.326847878,0.271183917,4
2504,11101,664643.75,46327.0,34.1,34.1,0.286566355,0.759810208,4
2505,11102,581970.5,38734.0,32.9,34.6,0.32026504699999997,0.7207261359999999,4
2506,11103,571678.0,39470.0,34.4,33.4,0.336004996,0.731398707,4
2507,11105,656673.6667,40501.0,35.1,35.7,0.311188335,0.641028016,4
2508,11106,508554.5833,37016.0,35.3,35.8,0.336691939,0.723591798,4
2509,11201,976577.1667,83309.0,35.1,35.2,0.356728709,0.68449228,4
2510,11203,519021.3333,25917.0,36.3,42.5,0.157450265,0.601068177,4
2511,11204,751895.5,22425.0,33.3,36.3,0.18664916199999998,0.525497452,4
2512,11205,694686.6667,31851.0,28.9,30.8,0.259357608,0.596962506,4
2513,11206,636296.4167,22147.0,27.7,30.9,0.205030716,0.669049065,4
2517,11210,620948.4167,30110.0,33.9,36.9,0.206584247,0.552514449,4
2518,11211,854564.25,42580.0,31.0,30.5,0.327428338,0.6251380089999999,4
2520,11213,639832.0833,23547.0,30.4,35.9,0.179448065,0.654250105,4
2522,11215,1117417.3329999999,70556.0,36.1,35.9,0.36227912100000004,0.676745843,4
2523,11216,825523.3333,38741.0,33.2,35.1,0.289290323,0.7237762240000001,4
2524,11217,1146125.5829999999,67630.0,35.2,34.8,0.332066147,0.722256473,4
2525,11218,580771.0,31494.0,32.8,35.3,0.240798918,0.610363351,4
2526,11219,727409.0833,16398.0,27.2,28.6,0.12055162900000001,0.400111989,4
2527,11220,523910.6667,20151.0,33.5,35.1,0.13887608699999998,0.615028632,4
2528,11221,726806.9167,27350.0,30.3,33.5,0.21005659899999998,0.68456691,4
2529,11222,909138.8333,51177.0,35.2,34.3,0.390926865,0.65719738,4
2530,11223,633049.5,26454.0,34.6,38.5,0.19937904,0.5544838910000001,4
2532,11225,679112.1667,34358.0,33.0,36.6,0.225926703,0.72778101,4
2533,11226,591679.75,26057.0,33.0,36.3,0.18662218100000005,0.728057885,4
2534,11228,882899.4167,32795.0,39.3,42.4,0.215232302,0.4748,4
2537,11231,1273473.8329999999,65277.0,35.9,35.9,0.314177513,0.619161009,4
2538,11232,566699.0833,26865.0,34.3,32.9,0.18369867199999998,0.7055266379999999,4
2540,11234,583641.0,34686.0,37.7,42.3,0.20448544899999999,0.43470004100000004,4
2543,11237,626018.0,24493.0,30.2,30.5,0.220135214,0.69408213,4
2544,11238,915976.6667,53712.0,35.2,36.4,0.338980684,0.714497135,4
2548,11356,677844.4167,25776.0,36.4,38.8,0.12717727,0.306960535,4
2549,11357,743079.9167,38271.0,44.8,46.2,0.235206348,0.259461873,4
2550,11358,855027.1667,32348.0,42.0,45.7,0.18518781,0.395507031,4
2552,11361,724693.0,38598.0,41.4,44.5,0.245771773,0.329322309,4
2553,11362,526279.0,41235.0,48.0,50.8,0.234828678,0.24769884399999997,4
2554,11363,890055.25,51363.0,44.5,50.0,0.299375118,0.363097004,4
2556,11365,622965.4167,30662.0,40.0,41.2,0.225375418,0.378754579,4
2557,11366,869929.1667,33892.0,38.5,41.8,0.27115972,0.381227217,4
2560,11369,554254.6667,22638.0,35.9,40.2,0.114589038,0.54675343,4
2561,11370,599047.75,24012.0,35.5,40.9,0.141369048,0.530261651,4
2567,11378,676192.75,32412.0,36.6,38.7,0.190614473,0.464914286,4
2568,11379,741084.1667,36661.0,42.1,43.2,0.208449396,0.43094733399999996,4
2569,11385,641453.9167,29257.0,34.5,36.3,0.174298817,0.589774276,4
2575,11416,550351.0,22831.0,33.4,38.1,0.159629133,0.55262942,4
2576,11417,548329.25,26359.0,38.3,38.3,0.171867766,0.474722565,4
2578,11419,535240.3333,23360.0,35.6,38.6,0.14786518199999998,0.505492655,4
2579,11420,519220.9167,26134.0,38.1,40.4,0.143901794,0.411439114,4
2580,11421,561501.5,26377.0,36.1,39.2,0.17487447899999994,0.591346897,4
2582,11423,532585.1667,29814.0,39.7,42.3,0.19953484300000002,0.454928868,4
2583,11426,596661.0833,34168.0,37.1,40.2,0.21909533899999997,0.26212459899999996,4
2584,11427,566946.6667,32689.0,40.0,44.2,0.19601616600000002,0.399074242,4
2585,11428,557940.8333,26603.0,40.1,42.2,0.127703399,0.389794786,4
2586,11429,511725.25,28107.0,35.8,42.5,0.173241494,0.403347095,4
2593,11501,594334.4167,46431.0,39.6,43.0,0.233658903,0.12345679,4
2594,11507,757919.6667,58211.0,47.5,48.3,0.263309629,0.162062091,4
2595,11509,939308.4167,83524.0,52.4,55.2,0.285202864,0.136454183,4
2597,11514,547442.75,42889.0,39.6,45.2,0.228393228,0.108864028,4
2598,11516,740362.5833,38256.0,28.3,27.4,0.222949287,0.147804054,4
2601,11530,851654.8333,70809.0,40.2,43.1,0.36421690700000003,0.23541574399999998,4
2602,11542,573483.9167,40463.0,36.9,42.3,0.20279286300000002,0.073824026,4
2603,11545,1085811.9170000001,87548.0,43.0,46.4,0.331184056,0.142407162,4
2604,11547,676863.5,49537.0,26.9,23.0,0.354609929,0.020361991,4
2605,11548,744155.0833,37938.0,22.6,21.8,0.25862069,0.09084027300000001,4
2607,11552,513167.0833,39965.0,34.9,42.3,0.209918561,0.138939963,4
2610,11557,673356.75,65478.0,47.0,47.0,0.290483217,0.17376194600000006,4
2612,11559,1301252.75,74000.0,43.6,39.0,0.296159095,0.129283923,4
2613,11560,809624.25,81010.0,45.5,46.0,0.350975555,0.132959419,4
2614,11561,588486.5,55450.0,42.8,47.5,0.258381342,0.207548106,4
2616,11565,519029.25,52913.0,43.4,50.5,0.293676815,0.20081781,4
2617,11566,558038.5833,58168.0,40.4,45.3,0.290592728,0.205611177,4
2618,11568,2010416.917,84789.0,31.2,22.7,0.36075407,0.10875706199999999,4
2619,11569,710341.1667,78877.0,51.3,55.5,0.180487805,0.34055118100000004,4
2620,11570,661476.1667,58736.0,39.8,45.2,0.28903076,0.257937078,4
2621,11572,512862.0,47710.0,40.4,44.7,0.257628576,0.178654139,4
2623,11576,1147612.0829999999,89645.0,49.1,49.0,0.327786464,0.151945854,4
2624,11577,934672.5833,68723.0,41.7,45.0,0.335927806,0.167816866,4
2625,11579,717885.3333,64420.0,46.0,49.6,0.281035394,0.147265077,4
2627,11581,531724.25,43534.0,36.4,40.3,0.27231865,0.21841521100000005,4
2629,11596,677726.6667,61049.0,40.1,43.2,0.26563608,0.172891798,4
2630,11598,784908.0,54998.0,31.4,36.3,0.26005010100000003,0.19584263899999999,4
2641,11709,579828.6667,50660.0,47.6,51.2,0.213683788,0.11888331199999999,4
2642,11710,520639.0833,49749.0,42.0,43.9,0.26638875300000003,0.138354459,4
2648,11718,519530.25,58598.0,46.7,49.0,0.31721915300000003,0.098318241,4
2651,11721,645299.9167,66324.0,51.6,49.2,0.287491518,0.12983978599999998,4
2653,11724,1469552.167,100511.0,44.1,43.6,0.34674777700000003,0.18869047600000002,4
2654,11725,526916.5,52590.0,45.4,48.1,0.272457668,0.066838898,4
2659,11731,554293.4167,45905.0,42.6,45.3,0.254901961,0.09064963300000001,4
2660,11732,681683.5833,63113.0,46.7,50.9,0.20534407,0.08552263800000001,4
2661,11733,596717.0833,64961.0,46.1,47.1,0.256610995,0.06064002,4
2664,11739,596944.5,63158.0,44.3,46.7,0.289897511,0.086859688,4
2665,11740,615488.1667,47541.0,45.0,46.6,0.299652119,0.08709904,4
2668,11743,690541.0,65813.0,46.7,47.2,0.289830395,0.135460302,4
2669,11746,613253.25,46983.0,38.6,41.0,0.241708091,0.104768545,4
2670,11747,644000.5833,63700.0,47.8,50.5,0.280567917,0.085286609,4
2674,11753,852887.1667,76084.0,44.0,46.1,0.37497166200000004,0.219596181,4
2683,11765,1691265.167,123944.0,48.6,50.6,0.35826771700000004,0.109090909,4
2686,11768,729303.75,63893.0,48.4,50.0,0.312822186,0.093876314,4
2689,11771,891051.8333,84100.0,46.4,46.3,0.320827943,0.099830795,4
2692,11777,507546.0833,62285.0,44.9,47.9,0.16792760699999998,0.043165468,4
2695,11780,593502.0833,59998.0,45.0,47.7,0.23135755300000002,0.047344262000000005,4
2700,11787,519720.3333,52640.0,44.5,46.3,0.256838969,0.052925122000000005,4
2701,11788,510008.25,44266.0,42.6,43.9,0.26671844,0.060068932,4
2704,11791,765428.3333,75291.0,42.2,43.6,0.326044424,0.195043103,4
2709,11797,931501.25,86557.0,51.4,53.3,0.310895522,0.204093075,4
2712,11803,601279.5,60678.0,42.7,45.4,0.33316463399999996,0.189691778,4
2713,11804,612923.5833,61029.0,44.7,46.6,0.315192084,0.118910625,4
2715,11930,2368972.583,67032.0,55.9,66.3,0.208333333,0.024048096,4
2716,11932,2874775.75,65620.0,50.4,48.3,0.285057471,0.039669421,4
2719,11935,696040.3333,47583.0,51.8,51.5,0.255833687,0.056834532,4
2720,11937,1409289.917,74079.0,49.3,52.4,0.268463395,0.11703958699999999,4
2721,11939,736950.5833,50943.0,61.0,62.0,0.21894218899999998,0.01038961,4
2724,11942,714383.5,46672.0,46.6,46.7,0.145878026,0.033844765,4
2725,11944,604741.1667,43286.0,56.1,56.3,0.17831962399999998,0.06253832,4
2726,11946,550814.8333,43989.0,39.9,44.8,0.20314033399999998,0.063951226,4
2727,11947,553112.3333,64143.0,81.1,24.9,0.42342342299999997,0.0,4
2728,11948,593662.5833,49363.0,37.3,49.2,0.12324493,0.035196687000000004,4
2732,11952,596986.4167,53061.0,53.7,52.8,0.23632038100000002,0.018256334,4
2734,11954,1434434.833,48676.0,52.5,56.0,0.32940384,0.020766773,4
2736,11956,694896.0833,47506.0,54.3,63.5,0.308108108,0.0,4
2737,11957,874328.8333,73859.0,62.9,64.6,0.233183857,0.128027682,4
2738,11958,730773.75,63382.0,51.2,65.8,0.205128205,0.032163743,4
2739,11959,1894604.333,51187.0,51.9,51.9,0.293423272,0.033333333,4
2740,11960,1145687.1670000001,55879.0,65.0,58.7,0.167785235,0.10726643599999999,4
2742,11962,4260975.0,96793.0,65.7,63.7,0.645669291,0.0,4
2743,11963,1747970.167,60850.0,40.6,50.9,0.325409987,0.042905143,4
2744,11964,1000069.25,53114.0,51.4,50.2,0.297368421,0.0,4
2745,11965,1164956.1670000001,54584.0,61.7,53.5,0.270788913,0.052845527999999996,4
2747,11968,1458520.833,70174.0,53.4,49.4,0.3148543,0.095495495,4
2749,11971,660571.0833,46096.0,52.0,55.4,0.240313273,0.069979006,4
2751,11975,2201796.25,58019.0,35.5,55.9,0.367088608,0.0,4
2752,11976,2855862.083,93799.0,52.3,49.7,0.31155474899999996,0.09131205699999999,4
2753,11977,937250.4167,55801.0,48.6,55.1,0.252184042,0.1085353,4
2754,11978,1173731.75,59122.0,46.0,50.5,0.242582897,0.052917232,4
3126,12844,690808.0833,37033.0,44.3,51.6,0.237373737,0.0,4
3150,12874,625568.0833,59529.0,71.7,73.5,0.337748344,0.0,4
5329,18913,749540.0833,49137.0,79.1,50.3,0.403508772,0.0,4
5339,18938,618729.5,76800.0,51.5,52.5,0.340433414,0.037417461,4
5357,18977,560198.75,82540.0,55.8,54.6,0.273593606,0.03368004,4
5367,19010,603594.9167,63750.0,35.4,33.6,0.29449629899999996,0.12801504800000002,4
5387,19035,971206.25,126027.0,48.5,50.7,0.35092068,0.038461537999999997,4
5391,19041,683700.1667,98766.0,46.6,55.0,0.324222222,0.087568681,4
5406,19066,690209.9167,80195.0,42.1,43.9,0.28171916399999997,0.14200714,4
5409,19072,532769.5833,87878.0,41.3,45.1,0.293919414,0.13856948,4
5419,19085,936043.9167,69328.0,21.3,20.9,0.38907584799999995,0.08469416,4
5421,19087,508658.0,69689.0,39.7,42.5,0.38999907100000003,0.09411113800000001,4
5425,19096,525598.4167,81844.0,45.4,46.1,0.305370844,0.15193026199999998,4
5427,19103,535618.0833,78815.0,37.6,34.7,0.36756653799999994,0.170149451,4
5435,19118,552632.25,57762.0,40.8,46.7,0.28016910100000003,0.20614117199999998,4
5475,19312,623491.6667,72513.0,45.6,44.9,0.394360902,0.09375,4
5480,19333,548520.25,68149.0,40.8,41.5,0.32103321,0.146537842,4
5495,19373,559277.8333,39071.0,32.5,38.5,0.19658119699999999,0.0,4
5509,19437,799200.6667,123386.0,47.9,46.7,0.390344828,0.08857142900000001,4
5594,19807,736973.3333,101650.0,50.4,50.9,0.369541081,0.032124963,4
5600,19930,564641.5,68170.0,67.3,66.0,0.342558984,0.028423773,4
5610,19944,757394.1667,66113.0,67.3,65.9,0.330065359,0.02173913,4
5635,20001,672790.6667,60678.0,32.3,30.6,0.31432163,0.30698102899999996,4
5636,20002,652499.0833,52141.0,33.6,32.9,0.288916434,0.357030897,4
5637,20003,764858.5,66331.0,34.3,33.5,0.338244173,0.395357584,4
5639,20005,533651.75,78166.0,35.3,31.7,0.285045045,0.231268012,4
5641,20007,1053194.5,88413.0,32.7,36.5,0.324345068,0.19465972399999998,4
5642,20008,864270.75,99315.0,39.6,37.0,0.302240793,0.409992984,4
5643,20009,607833.0,77556.0,34.9,32.6,0.321503461,0.389763462,4
5644,20010,716240.0,49681.0,33.1,31.5,0.262931846,0.47949779600000003,4
5645,20011,636359.25,40318.0,34.9,38.9,0.212711714,0.37574246299999997,4
5646,20012,681055.5833,50954.0,40.7,41.5,0.198461152,0.331381733,4
5647,20015,994394.3333,86662.0,42.8,44.8,0.31927608,0.28648915199999997,4
5648,20016,992152.4167,91274.0,37.5,37.9,0.27993028600000003,0.258585165,4
5649,20017,551912.5833,41775.0,34.2,40.0,0.20908717100000002,0.367714373,4
5650,20018,553453.9167,39456.0,37.1,42.7,0.220111119,0.293155595,4
5656,20037,616966.8333,59917.0,28.8,25.5,0.23392475100000001,0.291462818,4
5657,20052,1251418.5,4226.0,20.4,20.0,0.8666666670000001,0.111553785,4
5658,20105,603032.5833,50334.0,35.5,33.3,0.39514145100000003,0.04797472,4
5665,20117,699704.25,59015.0,53.5,51.3,0.284084737,0.0017857139999999999,4
5669,20124,685597.0833,69533.0,43.9,46.8,0.37076097799999996,0.04669867900000002,4
5670,20129,661455.8333,101872.0,51.4,56.1,0.477434679,0.117647059,4
5672,20132,547749.75,49221.0,35.7,39.2,0.324967658,0.037733773,4
5677,20141,514805.5,50114.0,35.1,36.8,0.379185738,0.027896385,4
5678,20143,613257.0833,64533.0,37.5,34.7,0.255400254,0.0,4
5679,20144,596368.5,48927.0,46.9,55.1,0.17183098600000002,0.012468828000000001,4
5681,20148,594423.8333,58426.0,35.7,33.7,0.427571296,0.055874322000000004,4
5682,20151,534009.1667,46391.0,38.3,37.3,0.29835725,0.061077452000000004,4
5683,20152,550419.4167,55641.0,35.7,35.0,0.377730994,0.038675273999999996,4
5685,20158,589815.5833,61275.0,42.5,40.6,0.354939341,0.01934323,4
5689,20169,530235.75,52859.0,38.4,39.4,0.312922591,0.018160416999999998,4
5691,20171,595224.4167,58568.0,35.9,36.4,0.363862797,0.068920629,4
5692,20175,522037.75,60989.0,38.0,36.6,0.363968907,0.039933166,4
5693,20176,531481.75,54006.0,36.0,37.4,0.321872411,0.03427355,4
5696,20184,783637.0833,43867.0,60.0,59.9,0.24184261,0.0,4
5701,20194,551440.0,76516.0,38.4,43.1,0.400156355,0.068805461,4
5702,20197,718970.4167,67311.0,44.0,34.2,0.43303571399999996,0.011337868000000001,4
5703,20198,580845.0833,61153.0,47.6,52.1,0.197250448,0.018905473,4
5792,20759,685972.5833,78831.0,43.3,42.4,0.261237595,0.08634868400000001,4
5800,20776,524292.6667,44618.0,44.8,44.3,0.20764511600000002,0.014336918,4
5801,20777,681165.5,85248.0,45.6,50.7,0.385835913,0.06297093599999999,4
5810,20812,950942.3333,73237.0,35.6,41.5,0.358208955,0.08125,4
5811,20814,704390.9167,81967.0,39.7,41.5,0.316124831,0.214653345,4
5812,20815,1019685.0,106705.0,45.0,47.2,0.307977234,0.231452884,4
5813,20816,974714.0833,103810.0,44.1,46.5,0.271762014,0.108038585,4
5814,20817,955026.3333,95890.0,45.1,46.7,0.301882334,0.105435567,4
5815,20818,913387.4167,101583.0,50.6,49.1,0.266618497,0.117594255,4
5817,20833,582861.25,61575.0,44.2,46.9,0.32937024,0.053170732000000005,4
5819,20838,511245.3333,56811.0,50.3,55.2,0.421348315,0.012987013,4
5820,20841,604732.6667,51338.0,38.2,42.5,0.325243424,0.11875870300000001,4
5822,20850,559531.75,55246.0,37.9,41.6,0.28707758899999997,0.1544155,4
5826,20854,917342.8333,91143.0,46.3,48.3,0.290165616,0.07146486,4
5827,20855,509002.8333,58252.0,44.3,46.9,0.309776321,0.17042051800000002,4
5828,20860,576376.0833,51265.0,39.7,40.5,0.262219666,0.06261343,4
5829,20861,611949.25,80885.0,47.6,51.8,0.441127695,0.015521064,4
5830,20862,680870.4167,47385.0,51.0,51.6,0.204819277,0.0,4
5832,20868,534750.8333,53604.0,50.8,31.2,0.27678571399999996,0.086734694,4
5838,20878,533187.5833,57294.0,38.2,40.5,0.31755117,0.08928468,4
5841,20882,564148.0,57735.0,45.4,46.6,0.29916780800000004,0.053862894,4
5843,20895,594948.5,67342.0,42.2,43.4,0.32388574800000003,0.165174226,4
5844,20896,747026.4167,77235.0,38.8,49.4,0.28705148199999997,0.20094562600000002,4
5851,20910,564503.75,50664.0,35.0,36.3,0.27962439,0.34545382799999996,4
5852,20912,554385.5833,38247.0,35.7,36.2,0.226488062,0.293555601,4
5861,21029,732330.0,68935.0,47.3,44.5,0.30305181,0.018914186,4
5865,21035,648696.5833,73587.0,40.7,46.2,0.34289762700000004,0.024571854,4
5866,21036,693098.0833,65466.0,47.9,48.3,0.34262948200000004,0.011080332,4
5869,21042,579189.5833,62290.0,43.4,43.6,0.306609195,0.016860718,4
5881,21056,1877470.667,88101.0,30.8,71.0,0.346456693,0.15555555599999998,4
5898,21104,524301.5,57872.0,47.3,49.3,0.320683112,0.0,4
5908,21131,525499.9167,68455.0,47.2,46.4,0.416536965,0.002283105,4
5914,21146,529960.6667,58019.0,41.9,43.9,0.341256729,0.013630463,4
5916,21153,716165.5833,93931.0,34.4,53.8,0.113744076,0.0,4
5963,21402,535120.25,13835.0,20.8,20.4,0.193661972,0.003247373,4
5965,21405,976908.8333,74268.0,58.8,65.3,0.34797297299999996,0.0,4
5992,21612,592606.4167,121218.0,60.8,59.7,0.164516129,0.0,4
6023,21654,595191.8333,86243.0,65.4,65.8,0.33527357399999996,0.006535948000000001,4
6030,21662,653311.9167,61313.0,63.6,60.6,0.26618705,0.0,4
6059,21723,627237.1667,65674.0,49.7,44.8,0.386850153,0.0,4
6063,21737,837152.3333,75705.0,42.1,43.3,0.395315827,0.004,4
6064,21738,668567.5,63426.0,42.1,46.3,0.33199822,0.009728978000000001,4
6094,21794,718563.0,69961.0,42.1,50.5,0.301088271,0.0,4
6096,21797,540064.1667,55120.0,48.6,44.8,0.243979933,0.011241218,4
6147,22003,543628.0,41863.0,37.8,40.7,0.268848841,0.079843182,4
6148,22015,514147.5,50325.0,39.4,40.9,0.32274264,0.084604416,4
6151,22027,959051.25,73837.0,44.4,46.9,0.407223796,0.057692308,4
6152,22030,561349.5833,47714.0,32.8,34.3,0.339265228,0.08151774,4
6153,22031,561053.0833,52874.0,35.3,37.3,0.319277618,0.15136306,4
6154,22032,591081.5833,51809.0,39.2,42.6,0.33358899399999997,0.084912371,4
6156,22039,795206.9167,81172.0,47.3,47.0,0.312306438,0.065421606,4
6158,22042,519022.6667,49183.0,36.1,37.8,0.282157343,0.083531179,4
6159,22043,664050.8333,54503.0,34.3,38.0,0.294513254,0.138634264,4
6161,22046,733837.75,66052.0,36.8,42.8,0.31877764399999997,0.197790959,4
6162,22060,580765.6667,29973.0,22.0,26.2,0.25,0.079248158,4
6163,22066,1093359.0,96801.0,47.7,45.9,0.32759173199999997,0.031709391,4
6165,22101,1104750.75,105363.0,46.1,46.4,0.319459001,0.046988499,4
6166,22102,630300.5833,82958.0,37.6,40.0,0.331932067,0.10609308,4
6167,22124,744953.3333,78355.0,43.3,45.0,0.348947244,0.11720104,4
6173,22153,525653.75,51384.0,38.7,40.6,0.306442471,0.094049546,4
6175,22180,726820.25,65987.0,37.7,40.0,0.30935207800000003,0.130939566,4
6176,22181,761465.4167,72355.0,42.1,40.5,0.33060459600000003,0.166558315,4
6177,22182,852571.8333,77611.0,41.2,43.0,0.336416505,0.09594724800000001,4
6181,22201,627678.5833,82551.0,32.3,31.1,0.41300633200000003,0.36149881899999997,4
6182,22202,657417.8333,73632.0,35.1,34.7,0.36483055,0.4124,4
6183,22203,603384.9167,64021.0,32.1,31.6,0.370154716,0.29922411600000004,4
6185,22205,844955.0,70347.0,39.2,41.0,0.321355932,0.18025792699999998,4
6187,22207,1003630.25,89168.0,40.5,40.7,0.315242597,0.110322164,4
6188,22209,662636.3333,92026.0,34.6,32.8,0.387218045,0.417297418,4
6189,22213,917589.6667,84107.0,36.0,36.7,0.392395139,0.155172414,4
6190,22301,770368.1667,78843.0,38.6,36.5,0.33197318600000003,0.243540725,4
6194,22305,603665.25,48144.0,33.0,33.4,0.258350986,0.19574745899999998,4
6196,22307,540155.9167,77420.0,45.7,44.1,0.332612223,0.10358214199999999,4
6197,22308,679345.5,69361.0,40.6,44.3,0.370117865,0.083333333,4
6200,22311,531327.0,38514.0,35.3,35.2,0.227692969,0.14995450400000002,4
6202,22314,666948.5833,85206.0,38.7,39.2,0.324280186,0.269417913,4
6263,22639,567570.25,43305.0,45.2,64.4,0.346330275,0.0,4
6267,22643,610877.4167,36322.0,59.6,42.8,0.440758294,0.0,4
6356,22947,526483.9167,66477.0,53.2,56.3,0.289080651,0.005441354,4
7724,27608,603412.9167,72740.0,39.0,41.5,0.462720615,0.0052066379999999995,4
7829,27927,541817.1667,42743.0,57.3,57.9,0.352869353,0.0,4
7958,28207,847941.4167,103016.0,40.5,38.3,0.46204875,0.011987794,4
8099,28480,865859.1667,69307.0,33.9,44.9,0.494145199,0.0,4
8188,28646,617832.5,53279.0,67.0,68.3,0.16791044800000002,0.0,4
8211,28682,521631.0,37089.0,49.9,49.8,0.17920148600000002,0.0,4
8234,28717,599446.0,27548.0,37.0,50.8,0.247818499,0.0,4
8440,29401,848426.0,64164.0,29.4,27.3,0.39912862299999996,0.001339286,4
8459,29439,642918.9167,50760.0,43.6,58.5,0.40371782700000003,0.0,4
8466,29451,747748.5833,68452.0,58.0,55.0,0.403582424,0.003357583,4
