zipcode,State,City,CountyName,Average RE Prices,Income per capita,Median Age Male,Median Age Female,Bachelor's degree > 25,Public transportation
44514,OH,Poland,Mahoning County,143276.4167,37302.0,48.4,49.0,0.25789153,0.0
44515,OH,Austintown,Mahoning County,102522.1667,25946.0,40.7,44.7,0.149731211,0.004559858
44601,OH,Alliance,Stark County,92458.41667,23565.0,37.6,41.4,0.111096509,0.006481301
44606,OH,Apple Creek,Wayne County,217133.5833,18893.0,25.7,22.8,0.082287308,0.012961398
44608,OH,Beach City,Stark County,108390.3333,28922.0,37.0,41.7,0.079821201,0.005235602
44609,OH,Beloit,Mahoning County,124478.5,26068.0,42.4,44.1,0.104212055,0.0
44611,OH,Big Prairie,Holmes County,143620.8333,24737.0,42.6,44.6,0.05582357,0.0
44612,OH,Bolivar,Tuscarawas County,187500.5833,32219.0,42.4,43.6,0.138874937,0.003245699
44613,OH,Brewster,Stark County,98624.75,21006.0,42.0,50.7,0.065505226,0.0
44614,OH,Canal Fulton,Stark County,158918.3333,32667.0,39.8,46.2,0.170891608,0.001527884
44615,OH,Carrollton,Carroll County,121944.0833,26468.0,44.4,46.0,0.08245614,0.0
44618,OH,Dalton,Wayne County,184400.5833,24971.0,35.4,35.1,0.126458681,0.004824702
44620,OH,Dellroy,Carroll County,150324.1667,28757.0,32.8,37.6,0.066368382,0.0
44621,OH,Dennison,Tuscarawas County,86891.16667,21131.0,36.7,39.3,0.049366677,0.0
44622,OH,Dover,Tuscarawas County,153972.5,28330.0,40.0,46.1,0.137364806,0.007572115
44624,OH,Dundee,Tuscarawas County,244275.8333,21203.0,32.1,31.4,0.033411293,0.000409333
44625,OH,East Rochester,Columbiana County,118974.4167,24372.0,40.2,39.7,0.111299915,0.0
44626,OH,East Sparta,Stark County,120278.0833,29662.0,46.6,49.3,0.119416591,0.0
44627,OH,Fredericksburg,Wayne County,259968.5,18551.0,20.9,26.5,0.027514793,0.008585293
44628,OH,Glenmont,Holmes County,133263.1667,29952.0,46.9,50.5,0.076258993,0.0
44629,OH,Gnadenhutten,Tuscarawas County,106510.4167,22075.0,38.8,42.5,0.141613465,0.000905797
44632,OH,Hartville,Stark County,172690.0833,31070.0,40.9,43.4,0.179265659,0.001675744
44633,OH,Holmesville,Holmes County,190944.3333,28592.0,37.7,37.1,0.055624227,0.0
44634,OH,Homeworth,Columbiana County,137855.4167,36768.0,49.0,45.2,0.126256281,0.002561913
44637,OH,Killbuck,Holmes County,119910.0,17509.0,30.7,37.8,0.037506336,0.005610098
44638,OH,Lakeville,Holmes County,149772.6667,27114.0,32.1,46.3,0.146055437,0.0
44640,OH,Alliance,Stark County,69846.58333,23453.0,32.0,35.8,0.020408163,0.0
44641,OH,Louisville,Stark County,142647.3333,29800.0,43.6,46.0,0.129374264,0.0
44643,OH,Magnolia,Stark County,137613.0833,25115.0,38.5,42.1,0.062474141,0.001364256
44644,OH,Malvern,Carroll County,161770.3333,33669.0,43.8,47.3,0.13580947,0.0
44645,OH,Marshallville,Wayne County,176643.25,31846.0,45.7,47.0,0.158051099,0.0
44646,OH,Massillon,Stark County,132148.5833,30161.0,40.4,45.4,0.163294219,0.015098987
44647,OH,Massillon,Stark County,99508.41667,24879.0,41.8,45.1,0.082228313,0.011010663
44651,OH,Mechanicstown,Carroll County,139281.8333,26388.0,37.9,30.9,0.01369863,0.0
44652,OH,Canton,Stark County,98841.33333,,-666666666.0,-666666666.0,0.0,0.0
44653,OH,Dennison,Tuscarawas County,70514.5,18642.0,40.9,38.2,0.095890411,0.0
44654,OH,Millersburg,Holmes County,202506.6667,23075.0,30.1,31.1,0.077651515,0.002677928
44656,OH,Mineral City,Tuscarawas County,123727.25,34820.0,50.1,49.6,0.124031008,0.0
44657,OH,Minerva,Stark County,116186.8333,26530.0,39.2,45.8,0.084113538,0.0
44659,OH,Apple Creek,Wayne County,111380.0833,21857.0,40.5,36.4,0.144444444,0.0
44662,OH,Navarre,Stark County,126253.3333,26415.0,39.5,43.2,0.090748899,0.003419193
44663,OH,New Philadelphia,Tuscarawas County,135886.5,25772.0,38.3,43.7,0.103436267,0.001054111
44666,OH,North Lawrence,Stark County,167141.0,31042.0,45.2,44.1,0.120890774,0.0
44667,OH,Orrville,Wayne County,145206.6667,27997.0,36.3,41.7,0.149729144,0.0
44669,OH,Paris,Stark County,152526.5,26130.0,46.4,45.3,0.125510204,0.0
44670,OH,East Canton,Stark County,56130.58333,20980.0,25.4,64.6,0.056451613,0.0
44671,OH,East Sparta,Stark County,113979.9167,21883.0,40.5,35.7,0.0,0.0
44672,OH,Sebring,Mahoning County,75481.33333,23677.0,40.3,53.1,0.09000602,0.0
44675,OH,Sherrodsville,Carroll County,131083.3333,26901.0,59.3,58.9,0.066753927,0.0
44676,OH,Shreve,Wayne County,151976.0833,26596.0,40.8,41.5,0.101184433,0.0
44677,OH,Smithville,Wayne County,150543.6667,26532.0,39.9,43.0,0.161651917,0.0
44680,OH,Strasburg,Tuscarawas County,169805.5,30760.0,39.0,50.2,0.128580324,0.0
44681,OH,Sugarcreek,Tuscarawas County,191997.9167,22828.0,29.2,29.9,0.0745557,0.0
44682,OH,Gnadenhutten,Tuscarawas County,104713.0833,26469.0,36.9,37.8,0.095174263,0.0
44683,OH,Uhrichsville,Tuscarawas County,88795.83333,20966.0,39.8,40.1,0.055044308,0.007986024
44685,OH,Uniontown,Stark County,202827.4167,35192.0,41.5,44.0,0.230625832,0.000574135
44688,OH,Waynesburg,Stark County,104175.1667,31421.0,45.8,48.0,0.071559633,0.0
44689,OH,Dundee,Tuscarawas County,121110.1667,20191.0,26.5,41.0,0.023655914,0.0
44691,OH,Wooster,Wayne County,157143.5,28341.0,39.1,42.3,0.155120829,0.001571204
44693,OH,Deersville,Harrison County,53480.83333,21449.0,50.6,58.4,0.147058824,0.0
44695,OH,Bowerston,Harrison County,90760.08333,26109.0,54.2,50.9,0.07960199,0.004601227
44697,OH,Zoar,Tuscarawas County,210446.9167,33543.0,52.9,70.2,0.319277108,0.017241379
44699,OH,Tippecanoe,Harrison County,102970.25,23910.0,54.5,54.6,0.054635762,0.0
44702,OH,Canton,Stark County,31793.91667,12505.0,57.2,65.7,0.021396396,0.07239819
44703,OH,Canton,Stark County,45056.41667,18452.0,35.8,35.0,0.077557756,0.075382182
44704,OH,Canton,Stark County,30462.66667,16983.0,38.3,35.3,0.077142857,0.028145695
44705,OH,Canton,Stark County,45828.58333,17562.0,31.7,34.2,0.053472449,0.028402041
44706,OH,Canton,Stark County,86113.0,23767.0,40.4,41.3,0.07296601,0.010385219
44707,OH,Canton,Stark County,52053.33333,17019.0,35.3,39.7,0.04304755,0.057880968
44708,OH,Canton,Stark County,116551.9167,32271.0,42.4,44.7,0.156068118,0.0208025
44709,OH,Canton,Stark County,112056.75,26666.0,37.9,43.4,0.158878505,0.024135409
44710,OH,Canton,Stark County,61755.16667,20843.0,34.3,38.9,0.060795012,0.02251497
44714,OH,Canton,Stark County,89245.41667,23545.0,37.4,48.7,0.159572692,0.022340696
44718,OH,Canton,Stark County,224779.9167,45154.0,46.2,47.3,0.254479474,0.00901352
44720,OH,North Canton,Stark County,170700.5,36788.0,42.1,47.5,0.229044448,0.005050505
44721,OH,Canton,Stark County,173110.75,35974.0,39.3,41.9,0.236246627,0.004149933
44730,OH,East Canton,Stark County,116667.5,24771.0,47.5,46.3,0.096131301,0.003496503
44802,OH,Alvada,Seneca County,151487.9167,29512.0,45.1,40.0,0.108148148,0.0
44804,OH,Arcadia,Hancock County,119459.5,29338.0,41.0,36.9,0.062059238,0.0
44805,OH,Ashland,Ashland County,124086.3333,26155.0,37.6,38.9,0.161344853,0.004984787
44807,OH,Attica,Seneca County,97268.25,26245.0,42.9,47.5,0.027540984,0.01559792
44809,OH,Tiffin,Seneca County,97680.5,32236.0,54.8,53.2,0.175097276,0.0
44811,OH,Bellevue,Sandusky County,105841.8333,27852.0,39.9,43.2,0.109778598,0.0
44813,OH,Bellville,Richland County,140898.4167,24605.0,37.9,34.3,0.112332939,0.009599625
44814,OH,Berlin Heights,Erie County,158556.0833,32799.0,44.0,42.8,0.12866701,0.0
44815,OH,Bettsville,Seneca County,67347.58333,28808.0,36.3,47.5,0.052995392,0.0
44816,OH,Wakeman,Huron County,126122.3333,,-666666666.0,-666666666.0,0.0,
44817,OH,Bloomdale,Wood County,103404.5833,28505.0,40.6,39.8,0.146666667,0.024390244
44818,OH,Bloomville,Seneca County,101000.5,26448.0,40.8,47.4,0.068965517,0.0
44820,OH,Bucyrus,Crawford County,85641.0,24830.0,42.6,44.9,0.088531821,0.001014327
44822,OH,Butler,Richland County,130258.0,23474.0,41.2,39.4,0.156794425,0.0
44824,OH,Castalia,Erie County,149752.9167,27740.0,43.0,45.7,0.114801444,0.0
44825,OH,Chatfield,Crawford County,51914.75,12117.0,48.5,29.0,0.0,0.0
44826,OH,Collins,Huron County,125399.25,26782.0,39.2,45.1,0.074593796,0.0
44827,OH,Crestline,Crawford County,72357.58333,25901.0,41.8,43.3,0.09276829,0.009354839
44828,OH,Bellevue,Sandusky County,55939.91667,13349.0,37.8,19.0,0.145833333,0.0
44830,OH,Fostoria,Seneca County,74418.25,24402.0,38.0,41.6,0.075504551,0.00248366
44833,OH,Galion,Crawford County,75692.16667,24803.0,41.5,45.1,0.09563144,0.000137912
44836,OH,Green Springs,Seneca County,107703.3333,26941.0,43.5,45.4,0.055995131,0.0
44837,OH,Greenwich,Huron County,89964.25,21895.0,35.4,39.2,0.084872159,0.003072197
44838,OH,Perrysville,Ashland County,87242.83333,27406.0,42.1,38.3,0.10106383,0.0
44839,OH,Huron,Erie County,189391.9167,41983.0,51.3,52.9,0.183708284,0.0
44840,OH,Jeromesville,Ashland County,153281.9167,27850.0,39.1,45.1,0.159026599,0.0
44841,OH,Kansas,Seneca County,111062.5,38762.0,33.8,30.7,0.058690745,0.0
44842,OH,Loudonville,Ashland County,121432.0833,25003.0,39.4,45.8,0.091050584,0.0
44843,OH,Lucas,Richland County,129364.5,26130.0,42.5,39.4,0.100968188,0.0
44844,OH,McCutchenville,Seneca County,111045.3333,33893.0,50.8,37.8,0.200647249,0.0
44846,OH,Milan,Erie County,149573.6667,33453.0,43.3,46.0,0.13327601,0.001242236
44847,OH,Monroeville,Huron County,120425.5833,29087.0,40.4,43.5,0.083022001,0.029073289
44849,OH,Nevada,Wyandot County,74467.58333,24527.0,37.3,40.6,0.108501119,0.003172086
44850,OH,Willard,Huron County,72509.16667,23105.0,46.4,59.5,0.0,0.0
44851,OH,New London,Huron County,98807.83333,24778.0,31.3,40.1,0.055812417,0.0
44853,OH,New Riegel,Seneca County,155394.25,29583.0,43.1,50.0,0.086010363,0.002666667
44854,OH,New Washington,Crawford County,87879.83333,25170.0,37.3,41.6,0.102727273,0.0
44855,OH,North Fairfield,Huron County,98034.0,17265.0,35.3,35.3,0.079455165,0.0
44857,OH,Norwalk,Huron County,124414.75,26402.0,39.4,41.9,0.091254516,0.002700027
44859,OH,Nova,Ashland County,152969.75,19994.0,36.1,41.8,0.061254613,0.001101322
44861,OH,Tiffin,Seneca County,71474.16667,26512.0,54.5,57.4,0.0,0.0
44864,OH,Perrysville,Ashland County,124481.5,26204.0,41.3,43.9,0.100392157,0.030751708
44865,OH,Plymouth,Richland County,79359.91667,23034.0,37.3,37.8,0.075657895,0.082094376
44866,OH,Polk,Ashland County,140509.8333,22475.0,36.8,44.4,0.115987461,0.0
44867,OH,Republic,Seneca County,127684.75,28042.0,41.9,40.6,0.089485459,0.012769354
44870,OH,Sandusky,Erie County,99407.08333,26625.0,39.9,42.0,0.126889318,0.018349608
44874,OH,Savannah,Ashland County,80159.58333,18275.0,37.3,43.4,0.085308057,0.0
44875,OH,Shelby,Richland County,94134.33333,26414.0,43.9,49.2,0.103161398,0.00630517
44878,OH,Shiloh,Richland County,92715.5,23794.0,34.0,33.5,0.101362398,0.0
44880,OH,Sullivan,Ashland County,152222.3333,27690.0,46.1,49.1,0.07042957,0.015358362
44881,OH,Bucyrus,Crawford County,72116.0,-666666666.0,-666666666.0,-666666666.0,,
44882,OH,Sycamore,Wyandot County,97494.25,29364.0,43.3,45.7,0.124627607,0.0
44883,OH,Tiffin,Seneca County,111516.5833,25509.0,36.7,42.3,0.121577277,0.00630368
44887,OH,Tiro,Crawford County,92040.33333,37071.0,44.5,48.0,0.096774194,0.0
44889,OH,Wakeman,Huron County,151819.3333,28372.0,45.9,43.1,0.112713241,0.0
44890,OH,Willard,Huron County,85475.5,25064.0,38.7,37.1,0.104135593,0.006220195
44901,OH,Mansfield,Richland County,176514.25,1587.0,33.2,-666666666.0,0.009668508,
44902,OH,Mansfield,Richland County,20641.33333,14429.0,32.4,33.7,0.025864965,0.029320988
44903,OH,Mansfield,Richland County,106962.1667,26097.0,40.4,45.9,0.115249516,0.017236426
44904,OH,Lexington,Richland County,148836.5833,30672.0,38.8,48.4,0.183417615,0.002424662
44905,OH,Mansfield,Richland County,73092.25,18515.0,36.7,40.7,0.056531006,0.011065007
44906,OH,Mansfield,Richland County,78815.75,26516.0,41.4,43.9,0.145188568,0.009776536
44907,OH,Mansfield,Richland County,85524.91667,23630.0,42.7,46.0,0.139858806,0.019004671
45001,OH,Addyston,Hamilton County,57213.66667,21951.0,33.4,43.5,0.046601942,0.0
45002,OH,Cleves,Hamilton County,221566.5833,36500.0,39.5,37.6,0.22503626,0.00090307
45003,OH,College Corner,Preble County,107711.5833,20572.0,36.4,34.5,0.108635097,0.0
45005,OH,Franklin,Warren County,147547.0833,30266.0,39.1,43.7,0.105375326,0.000613664
45011,OH,Hamilton,Butler County,208597.4167,29937.0,35.3,38.3,0.168526982,0.005277589
45013,OH,Hamilton,Butler County,146008.1667,29115.0,38.1,41.4,0.153616539,0.002624995
45014,OH,Fairfield,Butler County,165373.5833,30349.0,35.8,40.0,0.176914095,0.001394336
45015,OH,Hamilton,Butler County,93549.75,20600.0,34.4,34.0,0.079256883,0.004988488
45030,OH,Harrison,Hamilton County,193689.9167,30649.0,39.0,41.1,0.157416375,0.005144143
45032,OH,Harveysburg,Warren County,114372.5,20797.0,31.6,32.8,0.10619469,0.0
45033,OH,Cleves,Hamilton County,69082.66667,18869.0,41.4,50.8,0.0,0.0
45034,OH,Kings Mills,Warren County,266304.8333,39164.0,40.7,46.3,0.197199533,0.0
45036,OH,Lebanon,Warren County,251858.4167,30982.0,35.8,39.1,0.198247373,0.002157963
45039,OH,Maineville,Warren County,251317.3333,43335.0,36.8,37.5,0.317428641,0.004245283
45040,OH,Mason,Warren County,299055.5833,48652.0,37.9,40.8,0.36025277,0.007331753
45041,OH,Cleves,Hamilton County,88354.16667,16017.0,17.2,19.8,0.0,0.0
45042,OH,Middletown,Butler County,129368.75,28596.0,42.3,44.3,0.13822012,0.003790112
45044,OH,Middletown,Butler County,141462.9167,27862.0,34.5,36.1,0.164519957,0.005242085
45050,OH,Monroe,Butler County,203864.6667,36034.0,34.6,40.3,0.244051666,0.005703856
45052,OH,North Bend,Hamilton County,219296.3333,42468.0,49.6,51.3,0.195095564,0.0
45053,OH,Okeana,Butler County,259325.75,32975.0,37.5,45.3,0.143094842,0.0
45054,OH,Oregonia,Warren County,253230.25,39269.0,39.2,42.0,0.231906218,0.0
45056,OH,Oxford,Butler County,201991.6667,21473.0,21.8,21.6,0.214594432,0.011672825
45062,OH,Seven Mile,Butler County,121636.1667,24509.0,41.2,48.6,0.092473118,0.0
45064,OH,Somerville,Butler County,157096.4167,27915.0,46.8,42.7,0.099364791,0.0
45065,OH,South Lebanon,Warren County,227816.0833,43786.0,47.2,44.1,0.379007092,0.017484009
45066,OH,Springboro,Warren County,273315.5833,43351.0,38.2,38.6,0.32575,0.003944297
45067,OH,Trenton,Butler County,151833.0,27186.0,34.7,34.8,0.121749409,0.0
45068,OH,Waynesville,Warren County,253665.6667,40038.0,41.7,45.4,0.213717564,0.004150095
45069,OH,West Chester,Butler County,246130.8333,43454.0,38.4,40.6,0.321826887,0.006288606
45070,OH,West Elkton,Preble County,54037.66667,18292.0,36.3,28.5,0.0,0.0
45101,OH,Aberdeen,Brown County,94958.5,25618.0,41.1,39.7,0.055995131,0.0
45102,OH,Amelia,Clermont County,173964.5,29848.0,38.1,41.3,0.162382882,0.009120633
45103,OH,Batavia,Clermont County,184733.25,31067.0,35.3,38.3,0.180373661,0.006391561
45106,OH,Bethel,Clermont County,142411.1667,25417.0,37.6,41.5,0.088650344,0.0
45107,OH,Blanchester,Clinton County,129013.75,26709.0,39.2,36.9,0.09620369,0.0
45111,OH,Camp Dennison,Hamilton County,160619.0833,36955.0,60.5,60.2,0.21875,0.0
45112,OH,Chilo,Clermont County,59348.18182,28942.0,49.1,44.7,0.092592593,0.0
45113,OH,Clarksville,Clinton County,204558.6667,32261.0,41.6,43.2,0.094444444,0.0
45115,OH,Russellville,Brown County,47080.8,72443.0,52.4,50.3,0.0,0.0
45118,OH,Fayetteville,Brown County,149388.25,28865.0,42.4,46.8,0.091620987,0.000582411
45120,OH,Felicity,Clermont County,132326.3333,25597.0,48.5,47.2,0.083838384,0.0
45121,OH,Georgetown,Brown County,112282.0833,23859.0,41.0,39.6,0.095207565,0.000553097
45122,OH,Goshen,Clermont County,156044.4167,26040.0,38.6,42.5,0.066547994,0.001624365
45123,OH,Greenfield,Highland County,73574.83333,20642.0,39.8,42.8,0.057053601,0.006178288
45130,OH,Hamersville,Brown County,126171.9167,25070.0,43.3,45.3,0.038595271,0.0
45131,OH,Higginsport,Brown County,46378.25,19455.0,50.6,39.9,0.072289157,0.0
45132,OH,Leesburg,Highland County,52977.16667,15693.0,29.5,32.0,0.035714286,0.0
45133,OH,Hillsboro,Highland County,106303.3333,22448.0,40.0,42.8,0.076339149,0.001347104
45135,OH,Leesburg,Highland County,121874.0,27820.0,41.0,44.2,0.072027321,0.008831794
45140,OH,Loveland,Clermont County,264582.6667,42695.0,38.8,41.1,0.288067139,0.001599837
45142,OH,Lynchburg,Highland County,104001.0,24761.0,36.4,39.9,0.076453843,0.0
45144,OH,Manchester,Adams County,64468.83333,21977.0,38.8,43.5,0.099592114,0.003770739
45146,OH,Martinsville,Clinton County,88696.75,23333.0,35.4,37.2,0.072916667,0.0
45147,OH,Loveland,Clermont County,137381.5833,19358.0,51.3,23.4,0.146551724,0.0
45148,OH,Midland,Clinton County,94281.33333,21941.0,38.6,36.9,0.049535604,0.0
45150,OH,Milford,Clermont County,192943.4167,34117.0,39.9,43.2,0.205259669,0.002204863
45152,OH,Morrow,Warren County,251719.3333,33122.0,38.7,39.9,0.260040296,0.0
45153,OH,Moscow,Clermont County,156501.0833,25726.0,49.1,51.4,0.04109589,0.0
45154,OH,Mount Orab,Brown County,130955.0,24270.0,38.0,38.0,0.068894247,0.008174387
45155,OH,Mowrystown,Highland County,38327.83333,15520.0,36.2,33.9,0.061728395,0.0
45156,OH,Moscow,Clermont County,77739.0,26011.0,57.8,45.5,0.301886792,0.0
45157,OH,New Richmond,Clermont County,177531.0,29600.0,38.2,39.4,0.147986626,0.001065644
45158,OH,Goshen,Clermont County,113139.25,21817.0,45.6,33.9,0.067193676,0.0
45159,OH,New Vienna,Clinton County,108947.4167,25520.0,37.7,37.1,0.07346265,0.0
45160,OH,Owensville,Clermont County,122286.75,20418.0,43.3,53.0,0.099406528,0.0
45162,OH,Goshen,Clermont County,176346.25,33281.0,49.1,48.6,0.134854772,0.032304379
45164,OH,Port William,Clinton County,49693.33333,18714.0,31.7,29.5,0.08496732,0.0
45166,OH,Sabina,Clinton County,51403.91667,26207.0,8.8,-666666666.0,0.0,0.0
45167,OH,Ripley,Brown County,86760.58333,24349.0,46.2,49.5,0.118291347,0.0
45168,OH,Russellville,Brown County,107760.0833,20443.0,39.7,42.3,0.068618481,0.0
45169,OH,Sabina,Clinton County,74729.91667,24796.0,40.7,46.2,0.111076345,0.003505258
45171,OH,Sardinia,Brown County,139988.1667,29500.0,37.6,41.6,0.148733383,0.006651017
45172,OH,Sinking Spring,Highland County,38862.5,17566.0,22.8,29.7,0.070588235,0.0
45174,OH,Terrace Park,Hamilton County,473776.25,75337.0,39.4,42.0,0.448345712,0.006635071
45176,OH,Williamsburg,Clermont County,147242.5833,25862.0,41.9,40.3,0.087102178,0.003400534
45177,OH,Wilmington,Clinton County,130452.4167,28576.0,38.6,42.9,0.158766039,0.006026439
45202,OH,Cincinnati,Hamilton County,299765.3333,57041.0,35.5,32.8,0.353258386,0.050896057
45203,OH,Cincinnati,Hamilton County,248202.4167,22056.0,24.9,32.4,0.159804606,0.197440585
45204,OH,Cincinnati,Hamilton County,68277.0,20667.0,33.0,31.1,0.118158855,0.082357533
45205,OH,Cincinnati,Hamilton County,65118.58333,15297.0,27.4,29.9,0.118307268,0.115335689
45206,OH,Cincinnati,Hamilton County,184144.0,37212.0,38.1,41.0,0.24421719,0.108014607
45207,OH,Cincinnati,Hamilton County,111421.625,16856.0,21.8,27.5,0.115296147,0.147200593
45208,OH,Cincinnati,Hamilton County,398405.5,72341.0,34.4,37.2,0.392920094,0.011609836
45209,OH,Cincinnati,Hamilton County,266278.6667,47044.0,31.7,31.1,0.388287109,0.028270368
45211,OH,Cincinnati,Hamilton County,105849.0,24013.0,32.7,36.2,0.149654643,0.057948541
45212,OH,Norwood,Hamilton County,144958.9167,28797.0,31.7,34.7,0.208767992,0.039693208
45213,OH,Cincinnati,Hamilton County,181401.8333,33579.0,36.9,43.0,0.250458023,0.037790698
45214,OH,Cincinnati,Hamilton County,56207.25,14533.0,34.8,30.3,0.080812267,0.200460829
45215,OH,Wyoming,Hamilton County,137068.5,33605.0,35.9,40.2,0.186970871,0.012904151
45216,OH,Cincinnati,Hamilton County,75636.66667,19933.0,34.9,38.8,0.07793489,0.051338737
45217,OH,Saint Bernard,Hamilton County,106298.1667,27394.0,34.5,35.9,0.14337375,0.054135338
45218,OH,Greenhills,Hamilton County,129484.3333,30046.0,35.1,44.0,0.227375566,0.0
45219,OH,Cincinnati,Hamilton County,136843.8333,14525.0,21.7,21.5,0.211717467,0.053319454
45220,OH,Cincinnati,Hamilton County,217271.75,34472.0,28.9,28.2,0.296527778,0.066161088
45223,OH,Cincinnati,Hamilton County,126338.6667,26004.0,32.8,33.8,0.224437062,0.112263677
45224,OH,Cincinnati,Hamilton County,118780.75,27570.0,37.3,45.9,0.193355482,0.067655786
45225,OH,Cincinnati,Hamilton County,55805.75,10123.0,27.5,24.4,0.036921151,0.246153846
45226,OH,Cincinnati,Hamilton County,316700.0833,63947.0,31.7,30.9,0.413433235,0.017014925
45227,OH,Cincinnati,Hamilton County,159276.0,36662.0,34.5,38.5,0.271600301,0.029695459
45229,OH,Cincinnati,Hamilton County,147027.1667,19766.0,36.0,32.6,0.129719713,0.134146341
45230,OH,Cincinnati,Hamilton County,185904.1667,39169.0,37.0,39.5,0.311459097,0.019610619
45231,OH,Finneytown,Hamilton County,118874.8333,27031.0,37.6,42.9,0.156899327,0.02689685
45232,OH,Cincinnati,Hamilton County,88826.91667,11992.0,16.3,26.1,0.106914408,0.188990826
45233,OH,Cincinnati,Hamilton County,211016.0,36385.0,40.7,48.6,0.261249887,0.017051153
45236,OH,Deer Park,Hamilton County,164080.5,36822.0,39.9,42.2,0.246495972,0.021389179
45237,OH,Cincinnati,Hamilton County,103424.75,24755.0,36.1,48.1,0.149399293,0.072367628
45238,OH,Cincinnati,Hamilton County,122517.3333,27186.0,33.8,37.4,0.166633878,0.043072865
45239,OH,White Oak,Hamilton County,115696.75,24784.0,33.1,39.4,0.141364383,0.021122727
45240,OH,Forest Park,Hamilton County,135847.6667,27431.0,31.4,39.3,0.186037196,0.019957666
45241,OH,Sharonville,Hamilton County,236160.9167,44283.0,42.6,49.6,0.298764195,0.002293759
45242,OH,Blue Ash,Hamilton County,337006.75,54116.0,40.8,44.1,0.317528004,0.002613647
45243,OH,Madeira,Hamilton County,460561.0,71619.0,45.7,45.3,0.393788703,0.002939118
45244,OH,Dry Run,Hamilton County,252669.5833,44132.0,39.2,39.9,0.3062249,0.001528051
45245,OH,Cincinnati,Hamilton County,183471.6667,34671.0,38.5,43.3,0.223813421,0.004735745
45246,OH,Springdale,Hamilton County,138889.3333,34719.0,42.2,42.3,0.217120466,0.028006088
45247,OH,White Oak,Hamilton County,198754.1667,40125.0,44.5,46.7,0.24042566,0.001284797
45248,OH,Bridgetown,Hamilton County,152175.3333,36436.0,38.2,41.0,0.226169642,0.008346095
45249,OH,Montgomery,Hamilton County,378184.0833,50220.0,37.3,40.0,0.327175921,0.005157131
45251,OH,Northgate,Hamilton County,119825.5833,30061.0,38.2,40.1,0.15618123,0.008274232
45252,OH,Harrison,Hamilton County,200896.0,48696.0,51.3,53.8,0.25799021,0.0
45255,OH,Cincinnati,Hamilton County,221468.0,41199.0,40.2,43.8,0.298363491,0.015487368
45301,OH,Beavercreek,Greene County,118344.3333,17426.0,9.5,23.0,0.5,0.0
45302,OH,Anna,Shelby County,170877.5,32870.0,31.6,37.0,0.170277461,0.0
45303,OH,Ansonia,Darke County,98487.16667,22417.0,37.0,36.4,0.105600933,0.003297609
45304,OH,Arcanum,Darke County,134842.9167,28009.0,39.9,42.2,0.106098063,0.003021909
45305,OH,Bellbrook,Greene County,231837.8333,43994.0,41.3,41.1,0.30401135,0.003907638
45306,OH,Botkins,Shelby County,139562.0,30218.0,39.0,46.2,0.106032907,0.0
45307,OH,Jamestown,Greene County,66215.75,18409.0,36.5,43.3,0.071428571,0.006756757
45308,OH,Bradford,Darke County,115111.5,26801.0,41.5,44.8,0.074911661,0.0
45309,OH,Brookville,Montgomery County,139377.5,32710.0,45.8,48.1,0.149527576,0.0
45310,OH,Fort Recovery,Mercer County,117890.1667,40279.0,35.2,36.5,0.149171271,0.0
45311,OH,Camden,Preble County,140390.3333,26311.0,42.3,43.1,0.078408288,0.006795422
45312,OH,Casstown,Miami County,181120.3333,34267.0,50.2,49.9,0.104301075,0.019774011
45314,OH,Cedarville,Greene County,173509.9167,23685.0,22.6,21.4,0.25330033,0.004953999
45315,OH,Clayton,Montgomery County,157751.0,34523.0,47.1,49.8,0.172865014,0.006465517
45316,OH,Yellow Springs,Greene County,131778.0,27615.0,39.4,41.5,0.240506329,0.0
45317,OH,Conover,Champaign County,125931.9167,18516.0,34.4,40.8,0.03617945,0.020183486
45318,OH,Covington,Miami County,131175.8333,25482.0,41.9,41.1,0.072775564,0.002451982
45319,OH,Donnelsville,Clark County,105613.6667,27630.0,43.1,38.0,0.114754098,0.0
45320,OH,Eaton,Preble County,134273.4167,26931.0,39.9,44.9,0.116473798,0.0
45321,OH,Eldorado,Preble County,97184.0,26999.0,42.7,45.7,0.120338983,0.0
45322,OH,Englewood,Montgomery County,121206.8333,31286.0,39.9,44.0,0.173723783,0.006209975
45323,OH,Enon,Clark County,137804.25,34682.0,46.0,47.3,0.144659378,0.011889036
45324,OH,Fairborn,Greene County,115470.25,26515.0,31.6,32.1,0.174232565,0.006822661
45325,OH,Farmersville,Montgomery County,148967.4167,31675.0,46.4,50.0,0.11768018,0.002063983
45326,OH,Fletcher,Miami County,137406.5,26405.0,36.5,33.8,0.095454545,0.0
45327,OH,Germantown,Montgomery County,141605.5,30026.0,41.4,44.8,0.157591786,0.0
45328,OH,Gettysburg,Darke County,85873.08333,17510.0,30.0,37.2,0.058495822,0.0
45330,OH,Camden,Preble County,88376.0,29541.0,35.8,41.7,0.084552846,0.0
45331,OH,Greenville,Darke County,114039.5,26044.0,44.1,48.1,0.099654848,0.007318561
45332,OH,Hollansburg,Darke County,62983.83333,24322.0,33.8,38.4,0.041493776,0.0
45333,OH,Houston,Shelby County,143685.9167,27073.0,39.5,43.7,0.015789474,0.0
45334,OH,Jackson Center,Shelby County,117872.25,27186.0,37.1,42.5,0.104715673,0.0
